q,I
0.012,3.4127769470214844
0.012011262677356641,3.4119043350219727
0.012022535925371723,3.4110310077667236
0.012033819753966396,3.4101552963256836
0.01204511417307114,3.409278392791748
0.012056419192625739,3.408400297164917
0.012067734822579324,3.4075205326080322
0.01207906107289034,3.406639814376831
0.012090397953526604,3.405756950378418
0.012101745474465266,3.4048731327056885
0.012113103645692862,3.403987407684326
0.012124472477205276,3.4031004905700684
0.0121358519790078,3.402211904525757
0.01214724216111509,3.40132212638855
0.012158643033551231,3.400430679321289
0.012170054606349684,3.399538040161133
0.012181476889553356,3.398643732070923
0.012192909893214556,3.3977479934692383
0.01220435362739505,3.396850824356079
0.012215808102166024,3.395951747894287
0.012227273327608134,3.3950514793395996
0.012238749313811496,3.3941497802734375
0.012250236070875685,3.3932464122772217
0.012261733608909768,3.3923416137695312
0.012273241938032286,3.3914356231689453
0.012284761068371295,3.3905277252197266
0.012296291010064334,3.3896186351776123
0.012307831773258482,3.3887078762054443
0.012319383368110315,3.387795925140381
0.01233094580478597,3.3868820667266846
0.012342519093461094,3.3859665393829346
0.01235410324432092,3.385050058364868
0.012365698267560203,3.38413143157959
0.012377304173383298,3.383211851119995
0.012388920972004116,3.3822906017303467
0.012400548673646171,3.3813676834106445
0.01241218728854255,3.3804433345794678
0.012423836826935977,3.3795175552368164
0.012435497299078753,3.3785903453826904
0.012447168715232833,3.3776612281799316
0.012458851085669777,3.3767306804656982
0.012470544420670802,3.375798463821411
0.012482248730526781,3.3748650550842285
0.012493964025538217,3.3739306926727295
0.012505690316015314,3.3729937076568604
0.012517427612277926,3.372055768966675
0.012529175924655613,3.3711156845092773
0.01254093526348761,3.3701746463775635
0.01255270563912288,3.369231939315796
0.012564487061920072,3.3682875633239746
0.012576279542247585,3.367341995239258
0.012588083090483522,3.366394281387329
0.012599897717015751,3.365445613861084
0.012611723432241867,3.364494800567627
0.01262356024656925,3.3635427951812744
0.012635408170415018,3.362589120864868
0.012647267214206092,3.3616340160369873
0.01265913738837916,3.360677719116211
0.012671018703380723,3.3597190380096436
0.012682911169667067,3.3587591648101807
0.012694814797704306,3.3577980995178223
0.012706729597968381,3.3568344116210938
0.012718655580945046,3.355870008468628
0.01273059275712992,3.3549041748046875
0.012742541137028447,3.353936195373535
0.012754500731155957,3.352966785430908
0.012766471550037626,3.3519959449768066
0.012778453604208533,3.3510234355926514
0.012790446904213614,3.3500490188598633
0.012802451460607735,3.349073648452759
0.012814467283955642,3.3480961322784424
0.012826494384832014,3.3471174240112305
0.01283853277382144,3.346137046813965
0.012850582461518462,3.3451550006866455
0.012862643458527542,3.3441712856292725
0.012874715775463123,3.343186140060425
0.012886799422949579,3.3421990871429443
0.012898894411621287,3.3412106037139893
0.012911000752122573,3.3402204513549805
0.01292311845510778,3.339228391647339
0.012935247531241246,3.338235378265381
0.012947387991197299,3.337240219116211
0.012959539845660312,3.3362436294555664
0.012971703105324662,3.3352456092834473
0.012983877780894782,3.3342461585998535
0.012996063883085138,3.3332443237304688
0.013008261422620265,3.3322415351867676
0.013020470410234748,3.3312363624572754
0.013032690856673267,3.330230474472046
0.013044922772690561,3.3292222023010254
0.013057166169051492,3.3282129764556885
0.013069421056530996,3.3272016048431396
0.013081687445914151,3.326188564300537
0.013093965347996128,3.325174331665039
0.01310625477358226,3.324158191680908
0.01311855573348799,3.3231403827667236
0.013130868238538944,3.3221209049224854
0.013143192299570878,3.3210999965667725
0.013155527927429746,3.3200769424438477
0.013167875132971654,3.3190524578094482
0.013180233927062917,3.3180267810821533
0.013192604320580054,3.3169987201690674
0.013204986324409761,3.315969705581665
0.01321737994944899,3.314938545227051
0.013229785206604887,3.313905715942383
0.013242202106794863,3.3128716945648193
0.013254630660946549,3.311835765838623
0.01326707087999786,3.310797929763794
0.01327952277489695,3.3097586631774902
0.013291986356602274,3.3087172508239746
0.013304461636082546,3.3076744079589844
0.013316948624316802,3.3066298961639404
0.013329447332294353,3.3055837154388428
0.013341957771014856,3.3045361042022705
0.013354479951488259,3.3034865856170654
0.013367013884734876,3.3024353981018066
0.013379559581785333,3.301382303237915
0.013392117053680638,3.300328016281128
0.013404686311472134,3.299271583557129
0.013417267366221557,3.2982137203216553
