# I(Q)
#Q (1/A)        I (1/cm)        dI (1/cm)       dQ (1/A)
4.772544E-03	6.248294E+00	7.227993E-01	1.054561E-03
5.040168E-03	5.815151E+00	3.024698E-01	1.078644E-03
5.322800E-03	5.146637E+00	1.883842E-01	1.101395E-03
5.621280E-03	4.403073E+00	1.174728E-01	1.111330E-03
5.936498E-03	3.901991E+00	7.891826E-02	1.128209E-03
6.269392E-03	3.274724E+00	5.966162E-02	1.141169E-03
6.620954E-03	2.597557E+00	4.617744E-02	1.147054E-03
6.992229E-03	2.104514E+00	3.676335E-02	1.158913E-03
7.384324E-03	1.751173E+00	2.990169E-02	1.164580E-03
7.798407E-03	1.402404E+00	2.650276E-02	1.167781E-03
8.235709E-03	1.159073E+00	2.332308E-02	1.172616E-03
8.697533E-03	9.696681E-01	2.057051E-02	1.172208E-03
9.185254E-03	8.012625E-01	1.872671E-02	1.172693E-03
9.700325E-03	6.977930E-01	1.724601E-02	1.172713E-03
1.024428E-02	5.812320E-01	1.546117E-02	1.172682E-03
1.081874E-02	4.922067E-01	1.442981E-02	1.173084E-03
1.142540E-02	4.550995E-01	1.340768E-02	1.172770E-03
1.206609E-02	3.871257E-01	1.258062E-02	1.172543E-03
1.274271E-02	3.261083E-01	1.148557E-02	1.173511E-03
1.345727E-02	2.761375E-01	1.090141E-02	1.173061E-03
1.421190E-02	2.846980E-01	1.030965E-02	1.172713E-03
1.500884E-02	2.522423E-01	9.692325E-03	1.173124E-03
1.585047E-02	2.331985E-01	9.161781E-03	1.172662E-03
1.673930E-02	2.125872E-01	8.651693E-03	1.174260E-03
1.767797E-02	2.001264E-01	8.271226E-03	1.175265E-03
1.866928E-02	1.979704E-01	7.816006E-03	1.174786E-03
1.971617E-02	1.798301E-01	7.485356E-03	1.173578E-03
2.082177E-02	1.697330E-01	7.064771E-03	1.172870E-03
2.198937E-02	1.601796E-01	6.695789E-03	1.172563E-03
2.322245E-02	1.582253E-01	6.321353E-03	1.173091E-03
2.452466E-02	1.619010E-01	5.962114E-03	1.173505E-03
2.589990E-02	1.503854E-01	5.585068E-03	1.174168E-03
2.735226E-02	1.392990E-01	5.237510E-03	1.175387E-03
2.888606E-02	1.457666E-01	4.984865E-03	1.175164E-03
3.050587E-02	1.470939E-01	4.774651E-03	1.174858E-03
3.221652E-02	1.421910E-01	4.534860E-03	1.174473E-03
3.402308E-02	1.366908E-01	4.310325E-03	1.174161E-03
3.593096E-02	1.337793E-01	4.047655E-03	1.175050E-03
3.794582E-02	1.358647E-01	3.825612E-03	1.175337E-03
4.007366E-02	1.337172E-01	3.600787E-03	1.175773E-03
4.232082E-02	1.326889E-01	3.397327E-03	1.176340E-03
4.469400E-02	1.318836E-01	3.203004E-03	1.176819E-03
4.720025E-02	1.282957E-01	3.026821E-03	1.177368E-03
4.984704E-02	1.295795E-01	2.865984E-03	1.177825E-03
5.264226E-02	1.294880E-01	2.701858E-03	1.179090E-03
5.559422E-02	1.272137E-01	2.568019E-03	1.179992E-03
5.837644E-02	1.217564E-01	2.740422E-03	3.387107E-03
5.871171E-02	1.254190E-01	2.427947E-03	1.182543E-03
6.200402E-02	1.242108E-01	2.309065E-03	1.187159E-03
6.213126E-02	1.275523E-01	2.607947E-03	3.389004E-03
6.612759E-02	1.601129E-01	2.501895E-03	3.399571E-03
7.038097E-02	1.647812E-01	2.367933E-03	3.411921E-03
7.490793E-02	1.443023E-01	2.216353E-03	3.407755E-03
7.972606E-02	1.253554E-01	2.078232E-03	3.417710E-03
8.485410E-02	1.221069E-01	1.968095E-03	3.426390E-03
9.031199E-02	1.422268E-01	1.880859E-03	3.449586E-03
9.612092E-02	1.696075E-01	1.804671E-03	3.473506E-03
1.023035E-01	1.531647E-01	1.698110E-03	3.484179E-03
1.088837E-01	1.236119E-01	1.592208E-03	3.499751E-03
1.158872E-01	1.175020E-01	1.509205E-03	3.528436E-03
1.233412E-01	1.114633E-01	1.436733E-03	3.557457E-03
1.312746E-01	1.115525E-01	1.373082E-03	3.595159E-03
1.397182E-01	1.191536E-01	1.322326E-03	3.641578E-03
1.487050E-01	1.232292E-01	1.282702E-03	3.701694E-03
1.582699E-01	1.211763E-01	1.251670E-03	3.782031E-03
1.684499E-01	1.100669E-01	1.231436E-03	3.876440E-03
1.792847E-01	1.065967E-01	1.233390E-03	4.009377E-03
1.908164E-01	1.026840E-01	1.256163E-03	4.169486E-03
2.030899E-01	1.073062E-01	1.302079E-03	4.375550E-03
2.161528E-01	1.050606E-01	1.371620E-03	4.629573E-03
2.300559E-01	1.017570E-01	1.479867E-03	4.917525E-03
2.448533E-01	1.011579E-01	1.579056E-03	5.205811E-03
2.606024E-01	1.012718E-01	1.697021E-03	5.505523E-03
2.773646E-01	1.011176E-01	1.845670E-03	5.820679E-03
2.952049E-01	1.008380E-01	2.036759E-03	6.148429E-03
3.141927E-01	9.897559E-02	2.302896E-03	6.502011E-03
3.344018E-01	9.477428E-02	2.677729E-03	6.883117E-03
3.559108E-01	9.916505E-02	3.256050E-03	7.299327E-03
3.788033E-01	9.234658E-02	4.211178E-03	7.749695E-03
4.031682E-01	9.655247E-02	6.038733E-03	8.225894E-03
4.291002E-01	8.370623E-02	1.093771E-02	8.700350E-03
4.567003E-01	6.331736E-02	3.918666E-02	9.113235E-03
