<X> <Y> <dY> <dX>
1.024682780138990e-01 1.874598929657375e-01 2.114294860598483e-03 3.710150405096107e-03
1.045176435741769e-01 1.740741166877723e-01 2.102715211265717e-03 3.740992539922887e-03
1.066079964456605e-01 1.681201353459689e-01 2.070447877095624e-03 3.789998966904799e-03
1.087401563745737e-01 1.512098344518106e-01 2.065382892342524e-03 3.833828061875167e-03
1.109149595020652e-01 1.411642257311525e-01 2.048650165348444e-03 3.888320502790191e-03
1.131332586921065e-01 1.325629709639173e-01 2.030220956498768e-03 3.921996283394723e-03
1.153959238659486e-01 1.276288238160804e-01 2.010894827260659e-03 3.973594083603842e-03
1.177038423432676e-01 1.216769665869242e-01 1.999977494567720e-03 4.020048924472231e-03
1.200579191901329e-01 1.162741451264176e-01 2.012326371944752e-03 4.064195742397632e-03
1.224590775739356e-01 1.159445210132195e-01 2.007981728342455e-03 4.111474620982858e-03
1.249082591254143e-01 1.174165346015698e-01 2.005232745506045e-03 4.165137872929231e-03
1.274064243079226e-01 1.213356693204081e-01 1.997525918542577e-03 4.221105276502354e-03
1.299545527940810e-01 1.239719224172826e-01 2.002700924790329e-03 4.257162015320130e-03
1.325536438499627e-01 1.219753566034986e-01 2.027467642672259e-03 4.327275012488138e-03
1.352047167269619e-01 1.249457011700111e-01 2.044612872928354e-03 4.374870503502990e-03
1.379088110615011e-01 1.314825699776822e-01 2.052920795346106e-03 4.425762313766775e-03
1.406669872827311e-01 1.373900402123464e-01 2.066160640522262e-03 4.482935347301692e-03
1.434803270283858e-01 1.401461342341803e-01 2.078307258589705e-03 4.545711455184383e-03
1.463499335689535e-01 1.418471969553620e-01 2.107160106187116e-03 4.604708915639526e-03
1.492769322403326e-01 1.395572946380211e-01 2.135809279909543e-03 4.669229431862540e-03
1.522624708851392e-01 1.392550663592833e-01 2.158279198489807e-03 4.732512973619069e-03
1.553077203028420e-01 1.370995968853730e-01 2.195702926701514e-03 4.794200716698251e-03
1.584138747088988e-01 1.334259182974761e-01 2.213025194563409e-03 4.871974577786820e-03
1.615821522030768e-01 1.334652504562517e-01 2.236352643262904e-03 4.945153833446645e-03
1.648137952471384e-01 1.316061460370341e-01 2.275015185268026e-03 5.024050178555715e-03
1.681100711520812e-01 1.234516950680317e-01 2.324406365725725e-03 5.094540600196821e-03
1.714722725751228e-01 1.163727534983567e-01 2.393887455994833e-03 5.192249146678607e-03
1.749017180266252e-01 1.136125059293568e-01 2.448180625069671e-03 5.272727862369442e-03
1.783997523871577e-01 1.123583963338491e-01 2.508291136305377e-03 5.377059842525249e-03
1.819677474349009e-01 1.103651204872459e-01 2.591939189075149e-03 5.484412006640548e-03
1.856071023835989e-01 1.128254106792282e-01 2.641431959202166e-03 5.593569310039866e-03
1.893192444312709e-01 1.109639448389891e-01 2.758889089488895e-03 5.722822474292125e-03
1.931056293198963e-01 1.088462888401223e-01 2.854504529152230e-03 5.851579795075095e-03
1.969677419062942e-01 1.113879740776517e-01 2.960032247307714e-03 5.999433971680036e-03
2.009070967444201e-01 1.099503334852609e-01 3.053785428401973e-03 6.152295680343516e-03
2.049252386793085e-01 1.110881568220245e-01 3.151199780065717e-03 6.292199813251572e-03
2.090237434528947e-01 1.139339041627064e-01 3.219340425135964e-03 6.453625739229760e-03
2.132042183219526e-01 1.091356702681727e-01 3.355336657181547e-03 6.612362439732796e-03
2.174683026883917e-01 1.134221510205470e-01 3.406998551519274e-03 6.775224221520501e-03
2.218176687421595e-01 1.055956423374465e-01 3.501915648543816e-03 6.937444785542656e-03
2.262540221170027e-01 1.068117928886792e-01 3.590501850422087e-03 7.115432988783644e-03
2.307791025593428e-01 1.106948169558550e-01 3.655493365734415e-03 7.250318773490541e-03
2.353946846105296e-01 1.051912621839107e-01 3.698955913350986e-03 7.403090918839748e-03
2.401025783027402e-01 1.017141365013975e-01 3.805637051323887e-03 7.565082601647227e-03
2.449046298687950e-01 9.873249373188045e-02 3.954909456384937e-03 7.712866281457949e-03
2.498027224661709e-01 9.845211273778356e-02 3.955912669686173e-03 7.854583484173774e-03
2.547987769154944e-01 1.035244936327202e-01 4.030147399258058e-03 7.976551142943260e-03
2.598947524538042e-01 1.053337550809695e-01 4.087327587017371e-03 8.084365265260587e-03
2.650926475028803e-01 9.744981419545357e-02 4.122283421155707e-03 8.177984053040639e-03
2.703945004529379e-01 1.006359023861547e-01 4.180289818538944e-03 8.266851019328020e-03
2.758023904619967e-01 1.011853611815909e-01 4.237981206775844e-03 8.355683793560458e-03
2.813184382712366e-01 9.506866548120635e-02 4.319389151250750e-03 8.474024239770811e-03
2.869448070366614e-01 9.756699509289152e-02 4.323477335280457e-03 8.572764791635844e-03
2.926837031773946e-01 1.039849679511527e-01 4.389636515017142e-03 8.728275274918020e-03
2.985373772409425e-01 1.024390705582726e-01 4.478632762973211e-03 8.867759417672325e-03
3.045081247857613e-01 9.500839184305340e-02 4.605243831290871e-03 9.032782006602460e-03
3.105982872814765e-01 1.006199080086483e-01 4.702385816373517e-03 9.176363407854589e-03
3.168102530271061e-01 9.084051306349175e-02 4.856947577910196e-03 9.359688172032440e-03
3.231464580876482e-01 9.632539682028504e-02 4.925355138637997e-03 9.492020385458738e-03
3.296093872494011e-01 9.159739026751015e-02 5.120400790301930e-03 9.694002246038108e-03
3.362015749943892e-01 9.857881819798486e-02 5.133067468170716e-03 9.859406355384182e-03
3.429256064942769e-01 8.859229913770636e-02 5.324131301624633e-03 9.967994709488785e-03
3.497841186241625e-01 9.053450126060689e-02 5.446686682776382e-03 1.015204938391920e-02
3.567798009966458e-01 8.774707382358213e-02 5.565399695585826e-03 1.031384543066958e-02
3.639153970165787e-01 8.987184449559857e-02 5.741425814121928e-03 1.046010905375019e-02
3.711937049569103e-01 9.047080275766670e-02 5.807200172919870e-03 1.065542919022857e-02
3.786175790560485e-01 9.070116646047888e-02 5.959335725984725e-03 1.078383266350637e-02
3.861899306371694e-01 8.859088898644010e-02 6.159592850452662e-03 1.095439774216729e-02
3.939137292499129e-01 8.821927679621352e-02 6.314415940306061e-03 1.112766398034620e-02
4.017920038349111e-01 9.034683503455412e-02 6.359232554594410e-03 1.124914259861072e-02
4.098278439116093e-01 8.723126140397564e-02 6.693089016167538e-03 1.141881611339246e-02
4.180244007898415e-01 1.049302907477680e-01 6.728854412911593e-03 1.156159168570318e-02
4.263848888056384e-01 9.761670064173736e-02 6.957476945749338e-03 1.170351762927722e-02
4.349125865817511e-01 8.441008146520931e-02 7.256432337012013e-03 1.184887464994990e-02
4.436108383133862e-01 8.413340501748565e-02 7.400097988508138e-03 1.204969615357602e-02
4.524830550796539e-01 7.062331300317329e-02 7.872273055091658e-03 1.215107555217441e-02
4.615327161812469e-01 8.451979760697198e-02 7.933911405983143e-03 1.232363535979158e-02
4.707633705048718e-01 6.792226135354917e-02 8.318344575492537e-03 1.248284851226273e-02
4.801786379149693e-01 8.219844003182347e-02 8.768130619768822e-03 1.254496384717839e-02
4.897822106732687e-01 8.160161888093204e-02 8.951835862179855e-03 1.273040195710817e-02
4.995778548867341e-01 8.046331385773897e-02 9.693359758100784e-03 1.288394386050794e-02
5.095694119844687e-01 8.138794933220797e-02 9.962240603512579e-03 1.303396447912865e-02
5.197608002241580e-01 6.879811788863477e-02 1.069167120071997e-02 1.312181485970843e-02
5.301560162286412e-01 7.728157591219878e-02 1.135832921004060e-02 1.325897613295260e-02
5.407591365532141e-01 7.468115086071242e-02 1.208932780353093e-02 1.341181714744814e-02
5.515743192842784e-01 6.913974547945356e-02 1.299708183569362e-02 1.352159085096920e-02
5.626058056699639e-01 6.000253807264624e-02 1.436685709581997e-02 1.367546922344246e-02
5.738579217833630e-01 6.417791716083140e-02 1.549392493721422e-02 1.380846393089307e-02
5.853350802190304e-01 7.061989398425256e-02 1.674196646033485e-02 1.394717013965800e-02
5.970417818234109e-01 6.935491985778447e-02 1.818162485654979e-02 1.410019446838498e-02
6.089826174598791e-01 8.770524228484666e-02 1.960926273758073e-02 1.423107085338576e-02
6.211622698090766e-01 4.908460289668809e-02 2.385959341295317e-02 1.437197407200643e-02
6.335855152052582e-01 9.561692610322697e-02 2.510826379415619e-02 1.459286632650565e-02
6.462572255093633e-01 8.587085879409950e-02 2.804599894913768e-02 1.474013632264579e-02
6.591823700195505e-01 6.967231635894422e-02 3.341321744596008e-02 1.487990777848432e-02
6.723660174199415e-01 9.477821079753146e-02 3.703950697532110e-02 1.504746008182200e-02
6.858133377683404e-01 1.216911648653044e-01 4.390856738304547e-02 1.521462185161362e-02
6.963017844176769e-01 3.028249805682576e-02 8.985932133274639e-02 1.504141802241842e-02
