<X> <Y>
5.057994486247582e-04 1.157409136495186e+05
5.116661644582190e-04 1.156012723034522e+05
5.176009277258241e-04 1.154586122779049e+05
5.236045277027705e-04 1.153128740344980e+05
5.296777628189766e-04 1.151639971312059e+05
5.358214407652677e-04 1.150119202221922e+05
5.420363786007921e-04 1.148565810584930e+05
5.483234028616827e-04 1.146979164895969e+05
5.546833496709807e-04 1.145358624659747e+05
5.611170648498321e-04 1.143703540426135e+05
5.676254040299762e-04 1.142013253836124e+05
5.742092327675353e-04 1.140287097678979e+05
5.808694266581297e-04 1.138524395961211e+05
5.876068714533230e-04 1.136724463987994e+05
5.944224631784200e-04 1.134886608457696e+05
6.013171082516312e-04 1.133010127570185e+05
6.082917236046182e-04 1.131094311149636e+05
6.153472368044396e-04 1.129138440782556e+05
6.224845861769083e-04 1.127141789971773e+05
6.297047209313821e-04 1.125103624307184e+05
6.370086012870008e-04 1.123023201654042e+05
6.443971986003870e-04 1.120899772359630e+05
6.518714954948292e-04 1.118732579479148e+05
6.594324859909626e-04 1.116520859021709e+05
6.670811756389650e-04 1.114263840217335e+05
6.748185816522882e-04 1.111960745805872e+05
6.826457330429376e-04 1.109610792348787e+05
6.905636707583236e-04 1.107213190564799e+05
6.985734478196984e-04 1.104767145690355e+05
7.066761294621997e-04 1.102271857865964e+05
7.148727932765178e-04 1.099726522549421e+05
7.231645293522071e-04 1.097130330956999e+05
7.315524404226584e-04 1.094482470533664e+05
7.400376420117548e-04 1.091782125453438e+05
7.486212625822236e-04 1.089028477151011e+05
7.573044436857183e-04 1.086220704885737e+05
7.660883401146313e-04 1.083357986339169e+05
7.749741200556736e-04 1.080439498247277e+05
7.839629652452339e-04 1.077464417068533e+05
7.930560711265398e-04 1.074431919689036e+05
8.022546470086419e-04 1.071341184165845e+05
8.115599162272424e-04 1.068191390509730e+05
8.209731163073885e-04 1.064981721508498e+05
8.304954991280533e-04 1.061711363592079e+05
8.401283310886257e-04 1.058379507740553e+05
8.498728932773306e-04 1.054985350436258e+05
8.597304816416037e-04 1.051528094661125e+05
8.697024071604422e-04 1.048006950940343e+05
8.797899960187533e-04 1.044421138433468e+05
8.899945897837276e-04 1.040769886073994e+05
9.003175455832547e-04 1.037052433758434e+05
9.107602362864119e-04 1.033268033585837e+05
9.213240506860435e-04 1.029415951148697e+05
9.320103936834594e-04 1.025495466876060e+05
9.428206864752763e-04 1.021505877429640e+05
9.537563667424208e-04 1.017446497153623e+05
9.648188888413394e-04 1.013316659578773e+05
9.760097239974029e-04 1.009115718981355e+05
9.873303605005780e-04 1.004843051997273e+05
9.987823039033523e-04 1.000498059291695e+05
1.010367077220963e-03 9.960801672843230e+04
1.022086221133943e-03 9.915888299302924e+04
1.033941294193023e-03 9.870235305565574e+04
1.045933873026400e-03 9.823837837534155e+04
1.058065552549422e-03 9.776691373206534e+04
1.070337946176696e-03 9.728791742675900e+04
1.082752686036658e-03 9.680135148660677e+04
1.095311423188635e-03 9.630718187552126e+04
1.108015827842422e-03 9.580537870965185e+04
1.120867589580404e-03 9.529591647775576e+04
1.133868417582261e-03 9.477877426622940e+04
1.147020040852269e-03 9.425393598857113e+04
1.160324208449251e-03 9.372139061900870e+04
1.173782689719181e-03 9.318113242999311e+04
1.187397274530495e-03 9.263316123322053e+04
1.201169773512130e-03 9.207748262380656e+04
1.215102018294323e-03 9.151410822719378e+04
1.229195861752200e-03 9.094305594833013e+04
1.243453178252194e-03 9.036435022261075e+04
1.257875863901327e-03 8.977802226802336e+04
1.272465836799365e-03 8.918411033789323e+04
1.287225037293921e-03 8.858265997356312e+04
1.302155428238499e-03 8.797372425629463e+04
1.317258995253538e-03 8.735736405761733e+04
1.332537746990485e-03 8.673364828729142e+04
1.347993715398930e-03 8.610265413799192e+04
1.363628955996836e-03 8.546446732575602e+04
1.379445548143909e-03 8.481918232517110e+04
1.395445595318133e-03 8.416690259821581e+04
1.411631225395519e-03 8.350774081559633e+04
1.428004590933091e-03 8.284181906935415e+04
1.444567869455162e-03 8.216926907544881e+04
1.461323263742926e-03 8.149023236495182e+04
1.478273002127408e-03 8.080486046241492e+04
1.495419338785818e-03 8.011331504990892e+04
1.512764554041335e-03 7.941576811515713e+04
1.530310954666371e-03 7.871240208212183e+04
1.548060874189356e-03 7.800340992233437e+04
1.566016673205077e-03 7.728899524519661e+04
1.584180739688611e-03 7.656937236542191e+04
1.602555489312924e-03 7.584476634572323e+04
1.621143365770112e-03 7.511541301281081e+04
1.639946841096417e-03 7.438155894470657e+04
1.658968416000964e-03 7.364346142735206e+04
1.678210620198352e-03 7.290138837844535e+04
1.697676012745080e-03 7.215561823642580e+04
1.717367182379880e-03 7.140643981250680e+04
1.737286747867996e-03 7.065415210365623e+04
1.757437358349464e-03 6.989906406443269e+04
1.777821693691421e-03 6.914149433560835e+04
1.798442464844509e-03 6.838177092754885e+04
1.819302414203408e-03 6.762023085637311e+04
1.840404315971551e-03 6.685721973099052e+04
1.861750976530072e-03 6.609309128920529e+04
1.883345234811032e-03 6.532820688119043e+04
1.905189962674972e-03 6.456293489877202e+04
1.927288065292849e-03 6.379765014912466e+04
1.949642481532400e-03 6.303273317166745e+04
1.972256184348987e-03 6.226856949716441e+04
1.995132181180977e-03 6.150554884827898e+04
2.018273514349697e-03 6.074406428110753e+04
2.041683261464063e-03 5.998451126752294e+04
2.065364535829840e-03 5.922728671850622e+04
2.089320486863728e-03 5.847278794901220e+04
2.113554300512168e-03 5.772141158533556e+04
2.138069199675085e-03 5.697355241638415e+04
2.162868444634473e-03 5.622960219075743e+04
2.187955333488010e-03 5.548994836204368e+04
2.213333202587669e-03 5.475497278531155e+04
2.239005426983427e-03 5.402505036836336e+04
2.264975420872118e-03 5.330054768194472e+04
2.291246638051494e-03 5.258182153376757e+04
2.317822572379554e-03 5.186921751189337e+04
2.344706758239195e-03 5.116306850374169e+04
2.371902771008258e-03 5.046369319773243e+04
2.399414227535027e-03 4.977139457532988e+04
2.427244786619234e-03 4.908645840203165e+04
2.455398149498656e-03 4.840915172662868e+04
2.483878060341344e-03 4.773972139884329e+04
2.512688306743572e-03 4.707839261622744e+04
2.541832720233552e-03 4.642536751195932e+04
2.571315176781001e-03 4.578082379590526e+04
2.601139597312609e-03 4.514491346200323e+04
2.631309948233484e-03 4.451776157566090e+04
2.661830241954678e-03 4.389946515543190e+04
2.692704537426763e-03 4.329009216372645e+04
2.723936940679687e-03 4.268968062170150e+04
2.755531605368793e-03 4.209823786376113e+04
2.787492733327261e-03 4.151573994724100e+04
2.819824575124899e-03 4.094213123285335e+04
2.852531430633434e-03 4.037732415129725e+04
2.885617649598368e-03 3.982119917108041e+04
2.919087632217451e-03 3.927360498203448e+04
2.952945829725876e-03 3.873435890821198e+04
2.987196744988255e-03 3.820324756281774e+04
3.021844933097464e-03 3.768002775652612e+04
3.056895001980434e-03 3.716442766895747e+04
3.092351613010966e-03 3.665614829121732e+04
3.128219481629658e-03 3.615486514522509e+04
3.164503377971016e-03 3.566023028307305e+04
3.201208127497850e-03 3.517187456685169e+04
3.238338611643016e-03 3.468941022625728e+04
3.275899768458605e-03 3.421243368786573e+04
3.313896593272672e-03 3.374052866622600e+04
3.352334139353565e-03 3.327326950291308e+04
3.391217518581977e-03 3.281022473541524e+04
3.430551902130767e-03 3.235096087324037e+04
3.470342521152719e-03 3.189504635396195e+04
3.510594667476194e-03 3.144205564713796e+04
3.551313694308955e-03 3.099157346918335e+04
3.592505016950046e-03 3.054319906744574e+04
3.634174113510023e-03 3.009655052699233e+04
3.676326525639479e-03 2.965126904907771e+04
3.718967859266043e-03 2.920702314601689e+04
3.762103785339925e-03 2.876351269336540e+04
3.805740040588100e-03 2.832047277702295e+04
3.849882428277253e-03 2.787767727027118e+04
3.894536818985560e-03 2.743494207396070e+04
3.939709151383433e-03 2.699212795222648e+04
3.985405433023310e-03 2.654914289637316e+04
4.031631741138613e-03 2.610594395107654e+04
4.078394223451970e-03 2.566253843992824e+04
4.125699098992811e-03 2.521898453173211e+04
4.173552658924452e-03 2.477539109495031e+04
4.221961267380764e-03 2.433191679538366e+04
4.270931362312553e-03 2.388876840161364e+04
4.320469456343758e-03 2.344619827395712e+04
4.370582137637560e-03 2.300450102568154e+04
4.421276070772595e-03 2.256400935993057e+04
4.472557997629229e-03 2.212508910211473e+04
4.524434738286238e-03 2.168813346524449e+04
4.576913191927759e-03 2.125355660460487e+04
4.630000337760892e-03 2.082178653796733e+04
4.683703235943808e-03 2.039325752785070e+04
4.738029028524748e-03 1.996840204270887e+04
4.792984940391834e-03 1.954764243383768e+04
4.848578280233919e-03 1.913138248365205e+04
4.904816441512591e-03 1.871999899814582e+04
4.961706903445435e-03 1.831383363110541e+04
5.019257232000716e-03 1.791318513926498e+04
5.077475080903586e-03 1.751830227530458e+04
5.136368192653968e-03 1.712937752864853e+04
5.195944399556247e-03 1.674654192168865e+04
5.256211624760901e-03 1.636986106066840e+04
5.317177883318217e-03 1.599933262544437e+04
5.378851283244233e-03 1.563488546024740e+04
5.441240026599009e-03 1.527638039812750e+04
5.504352410577493e-03 1.492361291492164e+04
5.568196828612905e-03 1.457631766453415e+04
5.632781771493076e-03 1.423417489654009e+04
5.698115828489569e-03 1.389681870043793e+04
5.764207688500070e-03 1.356384695943740e+04
5.831066141203849e-03 1.323483283201440e+04
5.898700078230815e-03 1.290933751348638e+04
5.967118494343923e-03 1.258692396483011e+04
6.036330488635515e-03 1.226717123445069e+04
6.106345265737317e-03 1.194968894348922e+04
6.177172137044683e-03 1.163413145956434e+04
6.248820521954841e-03 1.132021125074007e+04
6.321299949119666e-03 1.100771089409668e+04
6.394620057712880e-03 1.069649321448421e+04
6.468790598711989e-03 1.038650905141097e+04
6.543821436195089e-03 1.007780219757002e+04
6.619722548652700e-03 9.770511122481508e+03
6.696504030314831e-03 9.464867189414146e+03
6.774176092493427e-03 9.161189192282010e+03
6.852749064940391e-03 8.859874179404931e+03
6.932233397221355e-03 8.561384689235167e+03
7.012639660105400e-03 8.266232694229202e+03
7.093978546970841e-03 7.974960726296226e+03
7.176260875227439e-03 7.688120832569822e+03
7.259497587754920e-03 7.406252174280899e+03
7.343699754358411e-03 7.129858223986933e+03
7.428878573240507e-03 6.859384626600633e+03
7.515045372490667e-03 6.595198856888379e+03
7.602211611591634e-03 6.337572820486845e+03
7.690388882943576e-03 6.086669498626557e+03
7.779588913405655e-03 5.842534622644410e+03
7.869823565855735e-03 5.605094180169012e+03
7.961104840767919e-03 5.374158301742192e+03
8.053444877808616e-03 5.149431760404590e+03
8.146855957450964e-03 4.930530948404787e+03
8.241350502608050e-03 4.717006791006268e+03
8.336941080285053e-03 4.508372638900997e+03
8.433640403250554e-03 4.304135774136576e+03
8.531461331727230e-03 4.103830799423688e+03
8.630416875102158e-03 3.907052888870591e+03
8.730520193656962e-03 3.713488691132417e+03
8.831784600318020e-03 3.522942622565383e+03
8.934223562426971e-03 3.335356391655289e+03
9.037850703531773e-03 3.150819871694061e+03
9.142679805198518e-03 2.969571889995660e+03
9.248724808844238e-03 2.791990118599836e+03
9.355999817591087e-03 2.618570007486248e+03
9.464519098141812e-03 2.449893554517554e+03
9.574297082677256e-03 2.286589598637330e+03
9.685348370775568e-03 2.129288182871578e+03
9.797687731353977e-03 1.978572280758333e+03
9.911330104632791e-03 1.834930730020861e+03
1.002629060412247e-02 1.698716490972586e+03
1.014258451863348e-02 1.570114277821411e+03
1.026022731430966e-02 1.449121154753818e+03
1.037923463668502e-02 1.335542832975344e+03
