N	phi	epsd	delta	epsY	lamb	S	q
8000.0	0.05	4.89	0.13	0.73	4.28	0.9543310028008023	0.08651618696679869
8000.0	0.05	4.89	0.13	0.73	4.28	0.9577947812724437	0.08723416362212479
8000.0	0.05	4.89	0.13	0.73	4.28	0.9602214606237347	0.08795214027745094
8000.0	0.05	4.89	0.13	0.73	4.28	0.9657843730822815	0.08867011693277707
8000.0	0.05	4.89	0.13	0.73	4.28	0.9676212005867174	0.08938809358810319
8000.0	0.05	4.89	0.13	0.73	4.28	0.975701227081385	0.09010607024342931
8000.0	0.05	4.89	0.13	0.73	4.28	0.9799260893661473	0.09082404689875545
8000.0	0.05	4.89	0.13	0.73	4.28	0.984268902252206	0.0915420235540816
8000.0	0.05	4.89	0.13	0.73	4.28	0.9936429802309232	0.0922600002094077
8000.0	0.05	4.89	0.13	0.73	4.28	0.9948664252811515	0.09297797686473384
8000.0	0.05	4.89	0.13	0.73	4.28	1.0079920753564087	0.09369595352005998
8000.0	0.05	4.89	0.13	0.73	4.28	1.0165223174490807	0.0944139301753861
8000.0	0.05	4.89	0.13	0.73	4.28	1.0154976795031943	0.09513190683071222
8000.0	0.05	4.89	0.13	0.73	4.28	1.0217403708445443	0.09584988348603836
8000.0	0.05	4.89	0.13	0.73	4.28	1.0234585307349853	0.09656786014136451
8000.0	0.05	4.89	0.13	0.73	4.28	1.0322106326260034	0.09728583679669062
8000.0	0.05	4.89	0.13	0.73	4.28	1.0306039854035869	0.09800381345201675
8000.0	0.05	4.89	0.13	0.73	4.28	1.0309276043858089	0.09872179010734289
8000.0	0.05	4.89	0.13	0.73	4.28	1.0339439426924966	0.09943976676266901
8000.0	0.05	4.89	0.13	0.73	4.28	1.0348162531843743	0.10015774341799513
8000.0	0.05	4.89	0.13	0.73	4.28	1.0340030298663951	0.10087572007332128
8000.0	0.05	4.89	0.13	0.73	4.28	1.0336449159049979	0.10159369672864742
8000.0	0.05	4.89	0.13	0.73	4.28	1.0313248581211114	0.10231167338397353
8000.0	0.05	4.89	0.13	0.73	4.28	1.02869409419934	0.10302965003929966
8000.0	0.05	4.89	0.13	0.73	4.28	1.0226441076635455	0.1037476266946258
8000.0	0.05	4.89	0.13	0.73	4.28	1.0234186113161172	0.10446560334995192
8000.0	0.05	4.89	0.13	0.73	4.28	1.0164677338502444	0.10518358000527804
8000.0	0.05	4.89	0.13	0.73	4.28	1.0153731886147184	0.10590155666060419
8000.0	0.05	4.89	0.13	0.73	4.28	1.0092772663642908	0.10661953331593033
8000.0	0.05	4.89	0.13	0.73	4.28	1.002476150990591	0.10733750997125643
8000.0	0.05	4.89	0.13	0.73	4.28	1.001221565057648	0.10805548662658257
8000.0	0.05	4.89	0.13	0.73	4.28	0.9974154647261239	0.1087734632819087
8000.0	0.05	4.89	0.13	0.73	4.28	0.9934989926024526	0.10949143993723483
8000.0	0.05	4.89	0.13	0.73	4.28	0.9870112055622001	0.11020941659256095
8000.0	0.05	4.89	0.13	0.73	4.28	0.9828343791516263	0.1109273932478871
8000.0	0.05	4.89	0.13	0.73	4.28	0.9838502769736909	0.11164536990321323
8000.0	0.05	4.89	0.13	0.73	4.28	0.9833115746921776	0.11236334655853934
8000.0	0.05	4.89	0.13	0.73	4.28	0.9794551271541239	0.11308132321386548
8000.0	0.05	4.89	0.13	0.73	4.28	0.9806924307675653	0.11379929986919163
8000.0	0.05	4.89	0.13	0.73	4.28	0.9753773856045569	0.11451727652451775
8000.0	0.05	4.89	0.13	0.73	4.28	0.9838738479448896	0.11523525317984387
8000.0	0.05	4.89	0.13	0.73	4.28	0.9780675779829096	0.11595322983517001
8000.0	0.05	4.89	0.13	0.73	4.28	0.9792543211356196	0.11667120649049614
8000.0	0.05	4.89	0.13	0.73	4.28	0.9809970522512643	0.11738918314582225
8000.0	0.05	4.89	0.13	0.73	4.28	0.9791795637918661	0.11810715980114839
8000.0	0.05	4.89	0.13	0.73	4.28	0.985909693577696	0.11882513645647454
8000.0	0.05	4.89	0.13	0.73	4.28	0.9849612212691929	0.11954311311180066
8000.0	0.05	4.89	0.13	0.73	4.28	0.9889837652718708	0.12026108976712678
8000.0	0.05	4.89	0.13	0.73	4.28	0.9837800961198618	0.12097906642245292
8000.0	0.05	4.89	0.13	0.73	4.28	0.9935223977025057	0.12169704307777905
8000.0	0.05	4.89	0.13	0.73	4.28	0.9919999824110826	0.12241501973310516
8000.0	0.05	4.89	0.13	0.73	4.28	0.9984752036262879	0.1231329963884313
8000.0	0.05	4.89	0.13	0.73	4.28	0.9962208491127278	0.12385097304375745
8000.0	0.05	4.89	0.13	0.73	4.28	1.0083613494549142	0.12456894969908357
8000.0	0.05	4.89	0.13	0.73	4.28	1.0070329476901334	0.1252869263544097
8000.0	0.05	4.89	0.13	0.73	4.28	1.0096897734231438	0.12600490300973582
8000.0	0.05	4.89	0.13	0.73	4.28	1.0095992314210385	0.12672287966506196
8000.0	0.05	4.89	0.13	0.73	4.28	1.0061258332845147	0.12744085632038807
8000.0	0.05	4.89	0.13	0.73	4.28	1.016862549426059	0.1281588329757142
8000.0	0.05	4.89	0.13	0.73	4.28	1.014812906876309	0.12887680963104034
8000.0	0.05	4.89	0.13	0.73	4.28	1.0133628619169899	0.12959478628636648
8000.0	0.05	4.89	0.13	0.73	4.28	1.018066271882198	0.13031276294169258
8000.0	0.05	4.89	0.13	0.73	4.28	1.0110630498571669	0.13103073959701875
8000.0	0.05	4.89	0.13	0.73	4.28	1.0162505334325058	0.13174871625234488
8000.0	0.05	4.89	0.13	0.73	4.28	1.013172169424613	0.132466692907671
8000.0	0.05	4.89	0.13	0.73	4.28	1.0158399196880583	0.13318466956299713
8000.0	0.05	4.89	0.13	0.73	4.28	1.01112807766784	0.13390264621832326
8000.0	0.05	4.89	0.13	0.73	4.28	1.0091772124361171	0.1346206228736494
8000.0	0.05	4.89	0.13	0.73	4.28	1.0053842613734092	0.1353385995289755
8000.0	0.05	4.89	0.13	0.73	4.28	1.0099755835062787	0.13605657618430164
8000.0	0.05	4.89	0.13	0.73	4.28	1.0058765289769631	0.13677455283962778
8000.0	0.05	4.89	0.13	0.73	4.28	1.00315344501427	0.13749252949495389
8000.0	0.05	4.89	0.13	0.73	4.28	1.0049890541073085	0.13821050615028002
8000.0	0.05	4.89	0.13	0.73	4.28	0.9986611558171674	0.13892848280560618
8000.0	0.05	4.89	0.13	0.73	4.28	0.9941420409084886	0.1396464594609323
8000.0	0.05	4.89	0.13	0.73	4.28	0.996990027431605	0.14036443611625843
8000.0	0.05	4.89	0.13	0.73	4.28	0.9918924506116428	0.14108241277158456
8000.0	0.05	4.89	0.13	0.73	4.28	0.9943420686656274	0.1418003894269107
8000.0	0.05	4.89	0.13	0.73	4.28	0.9902268354323067	0.1425183660822368
8000.0	0.05	4.89	0.13	0.73	4.28	0.9873646343896342	0.14323634273756294
8000.0	0.05	4.89	0.13	0.73	4.28	0.9924446091793356	0.14395431939288908
8000.0	0.05	4.89	0.13	0.73	4.28	0.9905553209565564	0.14467229604821522
8000.0	0.05	4.89	0.13	0.73	4.28	0.9804138231989142	0.14539027270354132
8000.0	0.05	4.89	0.13	0.73	4.28	0.9893600580114132	0.14610824935886746
8000.0	0.05	4.89	0.13	0.73	4.28	0.9973145430967839	0.1468262260141936
8000.0	0.05	4.89	0.13	0.73	4.28	0.9825114694423053	0.14754420266951973
8000.0	0.05	4.89	0.13	0.73	4.28	0.989795553500983	0.14826217932484587
8000.0	0.05	4.89	0.13	0.73	4.28	0.9870240748767303	0.148980155980172
8000.0	0.05	4.89	0.13	0.73	4.28	0.9942076637479677	0.1496981326354981
8000.0	0.05	4.89	0.13	0.73	4.28	0.9920032043362704	0.15041610929082425
8000.0	0.05	4.89	0.13	0.73	4.28	0.9998439982748368	0.15113408594615038
8000.0	0.05	4.89	0.13	0.73	4.28	1.0046039798826853	0.15185206260147652
8000.0	0.05	4.89	0.13	0.73	4.28	1.0012549762639578	0.15257003925680265
8000.0	0.05	4.89	0.13	0.73	4.28	0.9994216498434942	0.15328801591212876
8000.0	0.05	4.89	0.13	0.73	4.28	1.0095923216722595	0.1540059925674549
8000.0	0.05	4.89	0.13	0.73	4.28	1.0002724323995211	0.15472396922278103
8000.0	0.05	4.89	0.13	0.73	4.28	1.0019579126098446	0.15544194587810714
8000.0	0.05	4.89	0.13	0.73	4.28	1.0079694981154297	0.15615992253343328
8000.0	0.05	4.89	0.13	0.73	4.28	1.0108194682006033	0.15687789918875944
8000.0	0.05	4.89	0.13	0.73	4.28	1.0002127868678077	0.15759587584408555
8000.0	0.05	4.89	0.13	0.73	4.28	1.0155993798217158	0.15831385249941168
8000.0	0.05	4.89	0.13	0.73	4.28	1.0151196455610743	0.15903182915473782
8000.0	0.05	4.89	0.13	0.73	4.28	1.007491064562974	0.15974980581006393
8000.0	0.05	4.89	0.13	0.73	4.28	1.0058976336858887	0.16046778246539006
8000.0	0.05	4.89	0.13	0.73	4.28	1.0220061489241672	0.1611857591207162
8000.0	0.05	4.89	0.13	0.73	4.28	1.003687815991297	0.16190373577604233
8000.0	0.05	4.89	0.13	0.73	4.28	0.9928707756578945	0.16262171243136847
8000.0	0.05	4.89	0.13	0.73	4.28	1.017519376499749	0.16333968908669458
8000.0	0.05	4.89	0.13	0.73	4.28	0.9941624004789298	0.16405766574202071
8000.0	0.05	4.89	0.13	0.73	4.28	0.9924955362925914	0.16477564239734682
8000.0	0.05	4.89	0.13	0.73	4.28	1.0023417999264792	0.16549361905267296
8000.0	0.05	4.89	0.13	0.73	4.28	1.0027984862056023	0.16621159570799912
8000.0	0.05	4.89	0.13	0.73	4.28	0.9864951848433146	0.16692957236332526
8000.0	0.05	4.89	0.13	0.73	4.28	1.0004220633282863	0.1676475490186514
8000.0	0.05	4.89	0.13	0.73	4.28	1.005240334531165	0.1683655256739775
8000.0	0.05	4.89	0.13	0.73	4.28	1.0073308197495938	0.16908350232930364
8000.0	0.05	4.89	0.13	0.73	4.28	0.9851309105701039	0.16980147898462974
8000.0	0.05	4.89	0.13	0.73	4.28	0.9943941225228256	0.17051945563995588
8000.0	0.05	4.89	0.13	0.73	4.28	0.9732339726106456	0.17123743229528202
8000.0	0.05	4.89	0.13	0.73	4.28	0.989376718523358	0.17195540895060815
8000.0	0.05	4.89	0.13	0.73	4.28	0.9971599624146695	0.1726733856059343
8000.0	0.05	4.89	0.13	0.73	4.28	1.0013355970424536	0.1733913622612604
8000.0	0.05	4.89	0.13	0.73	4.28	1.0113945241760447	0.17410933891658653
8000.0	0.05	4.89	0.13	0.73	4.28	1.0042088436399903	0.17482731557191264
8000.0	0.05	4.89	0.13	0.73	4.28	1.0154309680489118	0.1755452922272388
8000.0	0.05	4.89	0.13	0.73	4.28	0.953725218412762	0.17626326888256494
8000.0	0.05	4.89	0.13	0.73	4.28	1.039869417016367	0.17698124553789107
8000.0	0.05	4.89	0.13	0.73	4.28	1.049063140582707	0.1776992221932172
8000.0	0.05	4.89	0.13	0.73	4.28	0.9939943166275438	0.17841719884854332
8000.0	0.05	4.89	0.13	0.73	4.28	1.06646029352917	0.17913517550386945
8000.0	0.05	4.89	0.13	0.73	4.28	0.9192205855376564	0.17985315215919556
8000.0	0.05	4.89	0.13	0.73	4.28	0.9894242849167727	0.1805711288145217
8000.0	0.05	4.89	0.13	0.73	4.28	0.9559615300915678	0.18128910546984783
8000.0	0.05	4.89	0.13	0.73	4.28	0.962155293800132	0.18200708212517397
8000.0	0.05	4.89	0.13	0.73	4.28	1.0028007900242766	0.18272505878050013
8000.0	0.05	4.89	0.13	0.73	4.28	0.9618425371181667	0.1834430354358262
8000.0	0.05	4.89	0.13	0.73	4.28	0.9645334449796863	0.18416101209115238
8000.0	0.05	4.89	0.13	0.73	4.28	1.0693447520266752	0.18487898874647846
8000.0	0.05	4.89	0.13	0.73	4.28	0.7396798762663569	0.18559696540180462
8000.0	0.005	4.89	0.13	0.73	4.28	0.9537461041015161	0.0004998828873178225
8000.0	0.005	4.89	0.13	0.73	4.28	1.197963447267092	0.0008331381455297042
8000.0	0.005	4.89	0.13	0.73	4.28	0.9706935153175522	0.001166393403741586
8000.0	0.005	4.89	0.13	0.73	4.28	0.9545243718356167	0.0014996486619534676
8000.0	0.005	4.89	0.13	0.73	4.28	0.9478953518040959	0.0018329039201653492
8000.0	0.005	4.89	0.13	0.73	4.28	0.8423259376901685	0.002166159178377231
8000.0	0.005	4.89	0.13	0.73	4.28	1.0244717210074574	0.0024994144365891122
8000.0	0.005	4.89	0.13	0.73	4.28	0.9473296457678205	0.0028326696948009944
8000.0	0.005	4.89	0.13	0.73	4.28	1.083158003707798	0.003165924953012876
8000.0	0.005	4.89	0.13	0.73	4.28	0.9678931460506826	0.003499180211224757
8000.0	0.005	4.89	0.13	0.73	4.28	0.9714449025171824	0.0038324354694366392
8000.0	0.005	4.89	0.13	0.73	4.28	0.9515202970446488	0.004165690727648521
8000.0	0.005	4.89	0.13	0.73	4.28	0.9446528387544911	0.004498945985860403
8000.0	0.005	4.89	0.13	0.73	4.28	1.0178801535289064	0.004832201244072284
8000.0	0.005	4.89	0.13	0.73	4.28	1.0534768476326486	0.005165456502284166
8000.0	0.005	4.89	0.13	0.73	4.28	1.0369088210429707	0.005498711760496048
8000.0	0.005	4.89	0.13	0.73	4.28	1.0190047685475176	0.00583196701870793
8000.0	0.005	4.89	0.13	0.73	4.28	1.039072308278078	0.006165222276919811
8000.0	0.005	4.89	0.13	0.73	4.28	1.0694098673889971	0.006498477535131692
8000.0	0.005	4.89	0.13	0.73	4.28	1.0882598276373965	0.006831732793343575
8000.0	0.005	4.89	0.13	0.73	4.28	1.072865235227504	0.007164988051555457
8000.0	0.005	4.89	0.13	0.73	4.28	1.0608073226020336	0.007498243309767338
8000.0	0.005	4.89	0.13	0.73	4.28	1.059791161058527	0.007831498567979218
8000.0	0.005	4.89	0.13	0.73	4.28	1.059911126561794	0.008164753826191102
8000.0	0.005	4.89	0.13	0.73	4.28	1.051492259307699	0.008498009084402984
8000.0	0.005	4.89	0.13	0.73	4.28	1.0644869368703775	0.008831264342614864
8000.0	0.005	4.89	0.13	0.73	4.28	1.063042954723313	0.009164519600826745
8000.0	0.005	4.89	0.13	0.73	4.28	1.0542772391996176	0.009497774859038627
8000.0	0.005	4.89	0.13	0.73	4.28	1.0482373354373846	0.00983103011725051
8000.0	0.005	4.89	0.13	0.73	4.28	1.0573780681571865	0.010164285375462389
8000.0	0.005	4.89	0.13	0.73	4.28	1.0258449836950925	0.010497540633674274
8000.0	0.005	4.89	0.13	0.73	4.28	1.0364788771525582	0.010830795891886154
8000.0	0.005	4.89	0.13	0.73	4.28	1.030382306223301	0.011164051150098038
8000.0	0.005	4.89	0.13	0.73	4.28	1.0211560383704121	0.011497306408309918
8000.0	0.005	4.89	0.13	0.73	4.28	1.0270157759452476	0.011830561666521801
8000.0	0.005	4.89	0.13	0.73	4.28	1.0359677188976613	0.012163816924733681
8000.0	0.005	4.89	0.13	0.73	4.28	1.0155105617101339	0.012497072182945561
8000.0	0.005	4.89	0.13	0.73	4.28	1.021440371145061	0.012830327441157445
8000.0	0.005	4.89	0.13	0.73	4.28	1.0273505901749451	0.013163582699369325
8000.0	0.005	4.89	0.13	0.73	4.28	1.0106152323868323	0.01349683795758121
8000.0	0.005	4.89	0.13	0.73	4.28	1.0195198021935554	0.013830093215793088
8000.0	0.005	4.89	0.13	0.73	4.28	1.0048942427598528	0.014163348474004973
8000.0	0.005	4.89	0.13	0.73	4.28	1.000695505922701	0.014496603732216853
8000.0	0.005	4.89	0.13	0.73	4.28	0.9993430323640269	0.014829858990428733
8000.0	0.005	4.89	0.13	0.73	4.28	0.990879780401733	0.015163114248640617
8000.0	0.005	4.89	0.13	0.73	4.28	0.990962001827263	0.015496369506852497
8000.0	0.005	4.89	0.13	0.73	4.28	0.9828253023124919	0.01582962476506438
8000.0	0.005	4.89	0.13	0.73	4.28	0.9890121272142376	0.01616288002327626
8000.0	0.005	4.89	0.13	0.73	4.28	1.0018275206764362	0.016496135281488144
8000.0	0.005	4.89	0.13	0.73	4.28	0.9836609076720703	0.016829390539700024
8000.0	0.005	4.89	0.13	0.73	4.28	0.9872741057007273	0.017162645797911907
8000.0	0.005	4.89	0.13	0.73	4.28	0.9817196980259018	0.017495901056123787
8000.0	0.005	4.89	0.13	0.73	4.28	0.9638596740424359	0.017829156314335667
8000.0	0.005	4.89	0.13	0.73	4.28	0.9699810145369931	0.01816241157254755
8000.0	0.005	4.89	0.13	0.73	4.28	0.9716866370423772	0.01849566683075943
8000.0	0.005	4.89	0.13	0.73	4.28	0.9796307324943517	0.018828922088971314
8000.0	0.005	4.89	0.13	0.73	4.28	0.9730382479563434	0.019162177347183194
8000.0	0.005	4.89	0.13	0.73	4.28	0.9727668484305285	0.01949543260539508
8000.0	0.005	4.89	0.13	0.73	4.28	0.9787416407035292	0.01982868786360696
8000.0	0.005	4.89	0.13	0.73	4.28	0.9722682025653497	0.020161943121818845
8000.0	0.005	4.89	0.13	0.73	4.28	0.9697888220102248	0.020495198380030725
8000.0	0.005	4.89	0.13	0.73	4.28	0.9722747965645313	0.020828453638242605
8000.0	0.005	4.89	0.13	0.73	4.28	0.9738663654304225	0.02116170889645449
8000.0	0.005	4.89	0.13	0.73	4.28	0.9769040417734955	0.02149496415466637
8000.0	0.005	4.89	0.13	0.73	4.28	0.9830130949677744	0.021828219412878252
8000.0	0.005	4.89	0.13	0.73	4.28	0.9681292069986622	0.022161474671090132
8000.0	0.005	4.89	0.13	0.73	4.28	0.9737424843856135	0.022494729929302012
8000.0	0.005	4.89	0.13	0.73	4.28	0.968405477299223	0.022827985187513895
8000.0	0.005	4.89	0.13	0.73	4.28	0.9756082605424461	0.02316124044572578
8000.0	0.005	4.89	0.13	0.73	4.28	0.9738037243441989	0.02349449570393766
8000.0	0.005	4.89	0.13	0.73	4.28	0.9772542845349638	0.02382775096214954
8000.0	0.005	4.89	0.13	0.73	4.28	0.9619702005224064	0.024161006220361422
8000.0	0.005	4.89	0.13	0.73	4.28	0.9692955041041675	0.024494261478573302
8000.0	0.005	4.89	0.13	0.73	4.28	0.9751392417086965	0.024827516736785186
8000.0	0.005	4.89	0.13	0.73	4.28	0.9874793678933294	0.025160771994997066
8000.0	0.005	4.89	0.13	0.73	4.28	0.9792159436635647	0.025494027253208946
8000.0	0.005	4.89	0.13	0.73	4.28	0.9789986238786527	0.02582728251142083
8000.0	0.005	4.89	0.13	0.73	4.28	0.9762927456722277	0.026160537769632716
8000.0	0.005	4.89	0.13	0.73	4.28	0.9884655908891202	0.026493793027844593
8000.0	0.005	4.89	0.13	0.73	4.28	0.9812345891462374	0.026827048286056473
8000.0	0.005	4.89	0.13	0.73	4.28	0.9813369484931453	0.027160303544268353
8000.0	0.005	4.89	0.13	0.73	4.28	0.9784153328412687	0.027493558802480236
8000.0	0.005	4.89	0.13	0.73	4.28	0.9953801423699697	0.027826814060692123
8000.0	0.005	4.89	0.13	0.73	4.28	0.9839130207416725	0.028160069318904003
8000.0	0.005	4.89	0.13	0.73	4.28	0.9922002246931386	0.028493324577115883
8000.0	0.005	4.89	0.13	0.73	4.28	0.9976833217897988	0.028826579835327767
8000.0	0.005	4.89	0.13	0.73	4.28	0.9919050042851574	0.029159835093539647
8000.0	0.005	4.89	0.13	0.73	4.28	0.9945842344804843	0.02949309035175153
8000.0	0.005	4.89	0.13	0.73	4.28	0.9951934178420907	0.02982634560996341
8000.0	0.005	4.89	0.13	0.73	4.28	0.9977365781365122	0.03015960086817529
8000.0	0.005	4.89	0.13	0.73	4.28	0.998573846563232	0.030492856126387174
8000.0	0.005	4.89	0.13	0.73	4.28	1.0017471181310222	0.030826111384599057
8000.0	0.005	4.89	0.13	0.73	4.28	1.0049216245459835	0.031159366642810937
8000.0	0.005	4.89	0.13	0.73	4.28	1.0057574879360531	0.03149262190102282
8000.0	0.005	4.89	0.13	0.73	4.28	1.0047676537425483	0.031825877159234704
8000.0	0.005	4.89	0.13	0.73	4.28	1.0022309688278794	0.032159132417446584
8000.0	0.005	4.89	0.13	0.73	4.28	1.011122772159139	0.032492387675658464
8000.0	0.005	4.89	0.13	0.73	4.28	1.0077210825541163	0.032825642933870344
8000.0	0.005	4.89	0.13	0.73	4.28	1.0116761031248014	0.033158898192082224
8000.0	0.005	4.89	0.13	0.73	4.28	1.0125104647040213	0.03349215345029411
8000.0	0.005	4.89	0.13	0.73	4.28	1.0167730034292064	0.03382540870850599
8000.0	0.005	4.89	0.13	0.73	4.28	1.0037663997301922	0.03415866396671787
8000.0	0.005	4.89	0.13	0.73	4.28	1.012356039786953	0.03449191922492975
8000.0	0.005	4.89	0.13	0.73	4.28	1.0020834925521516	0.03482517448314164
8000.0	0.005	4.89	0.13	0.73	4.28	1.0151765717976753	0.03515842974135352
8000.0	0.005	4.89	0.13	0.73	4.28	1.0214997692043415	0.0354916849995654
8000.0	0.005	4.89	0.13	0.73	4.28	1.0059849812601849	0.03582494025777728
8000.0	0.005	4.89	0.13	0.73	4.28	1.00953928105541	0.03615819551598916
8000.0	0.005	4.89	0.13	0.73	4.28	1.017175562379522	0.036491450774201045
8000.0	0.005	4.89	0.13	0.73	4.28	1.0126491372732602	0.036824706032412925
8000.0	0.005	4.89	0.13	0.73	4.28	1.0069285119660922	0.037157961290624805
8000.0	0.005	4.89	0.13	0.73	4.28	1.0085847505097953	0.037491216548836685
8000.0	0.005	4.89	0.13	0.73	4.28	1.0144386904496643	0.037824471807048565
8000.0	0.005	4.89	0.13	0.73	4.28	1.010476207487187	0.03815772706526045
8000.0	0.005	4.89	0.13	0.73	4.28	1.008124039748293	0.03849098232347234
8000.0	0.005	4.89	0.13	0.73	4.28	1.014542273585371	0.03882423758168421
8000.0	0.005	4.89	0.13	0.73	4.28	1.0095923379825908	0.03915749283989609
8000.0	0.005	4.89	0.13	0.73	4.28	1.0087964641966098	0.03949074809810798
8000.0	0.005	4.89	0.13	0.73	4.28	1.0110168138869196	0.03982400335631986
8000.0	0.005	4.89	0.13	0.73	4.28	1.0103819030679924	0.04015725861453173
8000.0	0.005	4.89	0.13	0.73	4.28	1.018380505090181	0.040490513872743626
8000.0	0.005	4.89	0.13	0.73	4.28	1.0135602213023003	0.04082376913095551
8000.0	0.005	4.89	0.13	0.73	4.28	1.0110719435007531	0.04115702438916738
8000.0	0.005	4.89	0.13	0.73	4.28	1.0122257870915556	0.04149027964737927
8000.0	0.005	4.89	0.13	0.73	4.28	1.0150223091117208	0.04182353490559115
8000.0	0.005	4.89	0.13	0.73	4.28	1.008748573710132	0.04215679016380303
8000.0	0.005	4.89	0.13	0.73	4.28	1.0051928480619599	0.04249004542201492
8000.0	0.005	4.89	0.13	0.73	4.28	1.0095488643075514	0.04282330068022679
8000.0	0.005	4.89	0.13	0.73	4.28	1.0063943511541396	0.04315655593843868
8000.0	0.005	4.89	0.13	0.73	4.28	1.0116919388110768	0.04348981119665056
8000.0	0.005	4.89	0.13	0.73	4.28	1.0030286945792342	0.04382306645486244
8000.0	0.005	4.89	0.13	0.73	4.28	1.0069590406370916	0.04415632171307433
8000.0	0.005	4.89	0.13	0.73	4.28	1.0005617429232527	0.0444895769712862
8000.0	0.005	4.89	0.13	0.73	4.28	1.0033548965829562	0.04482283222949809
8000.0	0.005	4.89	0.13	0.73	4.28	1.004367878343248	0.045156087487709974
8000.0	0.005	4.89	0.13	0.73	4.28	0.9955970499898454	0.04548934274592185
8000.0	0.005	4.89	0.13	0.73	4.28	0.9971933591793904	0.045822598004133734
8000.0	0.005	4.89	0.13	0.73	4.28	0.9963138434275488	0.04615585326234561
8000.0	0.005	4.89	0.13	0.73	4.28	0.998094282401906	0.046489108520557494
8000.0	0.005	4.89	0.13	0.73	4.28	0.9994396372429372	0.04682236377876938
8000.0	0.005	4.89	0.13	0.73	4.28	0.9987713688593697	0.047155619036981254
8000.0	0.005	4.89	0.13	0.73	4.28	0.9944075048942409	0.04748887429519314
8000.0	0.005	4.89	0.13	0.73	4.28	0.9947824014069454	0.04782212955340502
8000.0	0.005	4.89	0.13	0.73	4.28	0.996819428747138	0.0481553848116169
8000.0	0.005	4.89	0.13	0.73	4.28	0.9956172591988345	0.04848864006982879
8000.0	0.005	4.89	0.13	0.73	4.28	1.0019861488088255	0.04882189532804066
8000.0	0.005	4.89	0.13	0.73	4.28	0.9977194879751	0.04915515058625255
8000.0	0.005	4.89	0.13	0.73	4.28	0.9974984228610703	0.04948840584446443
8000.0	0.005	4.89	0.13	0.73	4.28	0.9954670922962111	0.04982166110267631
8000.0	0.005	4.89	0.13	0.73	4.28	0.9949885815827356	0.050154916360888195
8000.0	0.005	4.89	0.13	0.73	4.28	0.9902532650158141	0.05048817161910007
8000.0	0.005	4.89	0.13	0.73	4.28	0.9929893274502619	0.050821426877311955
8000.0	0.005	4.89	0.13	0.73	4.28	0.993597278743481	0.051154682135523835
8000.0	0.005	4.89	0.13	0.73	4.28	0.9929429319104826	0.051487937393735715
8000.0	0.005	4.89	0.13	0.73	4.28	0.992176243118478	0.0518211926519476
8000.0	0.005	4.89	0.13	0.73	4.28	0.9956953658560169	0.052154447910159475
8000.0	0.005	4.89	0.13	0.73	4.28	0.9902291278830985	0.05248770316837136
8000.0	0.005	4.89	0.13	0.73	4.28	0.9981621648250246	0.052820958426583256
8000.0	0.005	4.89	0.13	0.73	4.28	0.9957106414903799	0.05315421368479512
8000.0	0.005	4.89	0.13	0.73	4.28	0.9970886364564037	0.053487468943007016
8000.0	0.005	4.89	0.13	0.73	4.28	0.996464493760085	0.05382072420121888
8000.0	0.005	4.89	0.13	0.73	4.28	0.9958498304805572	0.05415397945943077
8000.0	0.005	4.89	0.13	0.73	4.28	0.9937140802685169	0.05448723471764266
8000.0	0.005	4.89	0.13	0.73	4.28	0.9966641887883967	0.05482048997585453
8000.0	0.005	4.89	0.13	0.73	4.28	0.9965605357600702	0.05515374523406642
8000.0	0.005	4.89	0.13	0.73	4.28	0.9916141484447896	0.0554870004922783
8000.0	0.005	4.89	0.13	0.73	4.28	0.9980695573125357	0.05582025575049018
8000.0	0.005	4.89	0.13	0.73	4.28	0.995913213374691	0.05615351100870207
8000.0	0.005	4.89	0.13	0.73	4.28	0.9930188173363641	0.056486766266913936
8000.0	0.005	4.89	0.13	0.73	4.28	0.9999673334950283	0.05682002152512583
8000.0	0.005	4.89	0.13	0.73	4.28	1.0012618943392202	0.05715327678333771
8000.0	0.005	4.89	0.13	0.73	4.28	0.9960045644872334	0.05748653204154959
8000.0	0.005	4.89	0.13	0.73	4.28	0.9937827387094966	0.05781978729976148
8000.0	0.005	4.89	0.13	0.73	4.28	0.9980295320571487	0.05815304255797335
8000.0	0.005	4.89	0.13	0.73	4.28	0.9988669163564131	0.05848629781618524
8000.0	0.005	4.89	0.13	0.73	4.28	0.998742255116034	0.05881955307439712
8000.0	0.005	4.89	0.13	0.73	4.28	0.9963230197838641	0.059152808332609
8000.0	0.005	4.89	0.13	0.73	4.28	0.9970974570326995	0.059486063590820884
8000.0	0.005	4.89	0.13	0.73	4.28	0.9963299750250677	0.05981931884903276
8000.0	0.005	4.89	0.13	0.73	4.28	0.9946960566301488	0.060152574107244644
8000.0	0.005	4.89	0.13	0.73	4.28	0.9993520503483719	0.06048582936545653
8000.0	0.005	4.89	0.13	0.73	4.28	1.004122523024083	0.060819084623668404
8000.0	0.005	4.89	0.13	0.73	4.28	1.0031028576670091	0.06115233988188029
8000.0	0.005	4.89	0.13	0.73	4.28	1.003324123212954	0.061485595140092164
8000.0	0.005	4.89	0.13	0.73	4.28	0.9959290260910648	0.06181885039830405
8000.0	0.005	4.89	0.13	0.73	4.28	0.996748729902888	0.06215210565651594
8000.0	0.005	4.89	0.13	0.73	4.28	0.999468548213927	0.06248536091472781
