# q I
1.000000000000000048e-04 1.000000000000000000e+00
1.003075857942950164e-04 9.999984591143173951e-01
1.006161176787984416e-04 9.999969087369036114e-01
1.009255985635495827e-04 9.999953488093021869e-01
1.012360313675382778e-04 9.999937792726973917e-01
1.015474190187328737e-04 9.999922000679105638e-01
1.018597644541076292e-04 9.999906111353994431e-01
1.021730706196708225e-04 9.999890124152549520e-01
1.024873404704919382e-04 9.999874038471988635e-01
1.028025769707299373e-04 9.999857853705828026e-01
1.031187830936609997e-04 9.999841569243839157e-01
1.034359618217069843e-04 9.999825184472048711e-01
1.037541161464629677e-04 9.999808698772690851e-01
1.040732490687258400e-04 9.999792111524209437e-01
1.043933635985224128e-04 9.999775422101211397e-01
1.047144627551382050e-04 9.999758629874464511e-01
1.050365495671453471e-04 9.999741734210856325e-01
1.053596270724314210e-04 9.999724734473374177e-01
1.056836983182284355e-04 9.999707630021094085e-01
1.060087663611408937e-04 9.999690420209138564e-01
1.063348342671751608e-04 9.999673104388663303e-01
1.066619051117680334e-04 9.999655681906829408e-01
1.069899819798162565e-04 9.999638152106781197e-01
1.073190679657049705e-04 9.999620514327616227e-01
1.076491661733372827e-04 9.999602767904368639e-01
1.079802797161633917e-04 9.999584912167976958e-01
1.083124117172103352e-04 9.999566946445257454e-01
1.086455653091108028e-04 9.999548870058888594e-01
1.089797436341331409e-04 9.999530682327379960e-01
1.093149498442107486e-04 9.999512382565042268e-01
1.096511871009722591e-04 9.999493970081966276e-01
1.099884585757707043e-04 9.999475444183999473e-01
1.103267674497137105e-04 9.999456804172712765e-01
1.106661169136939231e-04 9.999438049345381607e-01
1.110065101684183620e-04 9.999419178994953805e-01
1.113479504244390637e-04 9.999400192410027310e-01
1.116904409021831810e-04 9.999381088874818024e-01
1.120339848319837751e-04 9.999361867669137593e-01
1.123785854541095765e-04 9.999342528068370095e-01
1.127242460187961013e-04 9.999323069343429848e-01
1.130709697862759692e-04 9.999303490760753643e-01
1.134187600268101679e-04 9.999283791582254111e-01
1.137676200207181815e-04 9.999263971065310841e-01
1.141175530584094452e-04 9.999244028462721534e-01
1.144685624404140692e-04 9.999223963022697559e-01
1.148206514774145108e-04 9.999203773988811772e-01
1.151738234902760136e-04 9.999183460599989637e-01
1.155280818100784014e-04 9.999163022090470365e-01
1.158834297781477236e-04 9.999142457689776942e-01
1.162398707460871549e-04 9.999121766622695029e-01
1.165974080758090062e-04 9.999100948109236331e-01
1.169560451395662619e-04 9.999080001364610837e-01
1.173157853199848340e-04 9.999058925599206837e-01
1.176766320100947337e-04 9.999037720018542075e-01
1.180385886133626108e-04 9.999016383823250420e-01
1.184016585437235204e-04 9.998994916209047457e-01
1.187658452256137073e-04 9.998973316366696062e-01
1.191311520940021012e-04 9.998951583481979766e-01
1.194975825944232363e-04 9.998929716735671658e-01
1.198651401830095063e-04 9.998907715303505528e-01
1.202338283265242595e-04 9.998885578356139225e-01
1.206036505023937015e-04 9.998863305059129125e-01
1.209746101987401395e-04 9.998840894572891269e-01
1.213467109144152403e-04 9.998818346052682493e-01
1.217199561590322178e-04 9.998795658648558238e-01
1.220943494529995238e-04 9.998772831505340353e-01
1.224698943275537408e-04 9.998749863762590451e-01
1.228465943247933952e-04 9.998726754554577711e-01
1.232244529977117003e-04 9.998703503010241134e-01
1.236034739102303832e-04 9.998680108253162890e-01
1.239836606372332682e-04 9.998656569401526140e-01
1.243650167646003478e-04 9.998632885568091710e-01
1.247475458892408778e-04 9.998609055860162576e-01
1.251312516191278282e-04 9.998585079379540552e-01
1.255161375733316828e-04 9.998560955222512980e-01
1.259022073820550524e-04 9.998536682479790549e-01
1.262894646866660959e-04 9.998512260236505078e-01
1.266779131397333764e-04 9.998487687572149563e-01
1.270675564050605837e-04 9.998462963560553751e-01
1.274583981577203338e-04 9.998438087269850838e-01
1.278504420840894599e-04 9.998413057762438605e-01
1.282436918818833814e-04 9.998387874094947225e-01
1.286381512601915032e-04 9.998362535318197075e-01
1.290338239395115850e-04 9.998337040477177640e-01
1.294307136517851677e-04 9.998311388610994221e-01
1.298288241404325926e-04 9.998285578752843517e-01
1.302281591603888079e-04 9.998259609929972536e-01
1.306287224781380626e-04 9.998233481163646408e-01
1.310305178717498752e-04 9.998207191469100641e-01
1.314335491309144327e-04 9.998180739855518917e-01
1.318378200569788846e-04 9.998154125325987573e-01
1.322433344629823893e-04 9.998127346877458965e-01
1.326500961736924353e-04 9.998100403500712607e-01
1.330581090256413785e-04 9.998073294180319648e-01
1.334673768671618143e-04 9.998046017894606230e-01
1.338779035584234138e-04 9.998018573615605753e-01
1.342896929714689457e-04 9.997990960309041109e-01
1.347027489902516005e-04 9.997963176934254736e-01
1.351170755106704711e-04 9.997935222444203074e-01
1.355326764406081740e-04 9.997907095785385501e-01
1.359495556999671707e-04 9.997878795897834348e-01
1.363677172207074435e-04 9.997850321715056054e-01
1.367871649468827347e-04 9.997821672163988982e-01
1.372079028346782502e-04 9.997792846164981206e-01
1.376299348524476847e-04 9.997763842631728348e-01
1.380532649807512773e-04 9.997734660471253587e-01
1.384778972123925386e-04 9.997705298583851041e-01
1.389038355524561713e-04 9.997675755863052460e-01
1.393310840183464231e-04 9.997646031195573935e-01
1.397596466398241127e-04 9.997616123461298132e-01
1.401895274590451187e-04 9.997586031533204354e-01
1.406207305305982999e-04 9.997555754277347440e-01
1.410532599215443092e-04 9.997525290552800037e-01
1.414871197114529993e-04 9.997494639211623735e-01
1.419223139924426160e-04 9.997463799098819104e-01
1.423588468692179893e-04 9.997432769052271295e-01
1.427967224591098904e-04 9.997401547902727836e-01
1.432359448921129781e-04 9.997370134473742009e-01
1.436765183109253729e-04 9.997338527581626222e-01
1.441184468709873082e-04 9.997306726035417590e-01
1.445617347405210563e-04 9.997274728636829089e-01
1.450063861005693362e-04 9.997242534180195150e-01
1.454524051450352667e-04 9.997210141452441690e-01
1.458997960807216954e-04 9.997177549233027261e-01
1.463485631273713959e-04 9.997144756293911971e-01
1.467987105177060445e-04 9.997111761399496421e-01
1.472502424974666342e-04 9.997078563306581733e-01
1.477031633254537798e-04 9.997045160764324034e-01
1.481574772735672638e-04 9.997011552514192267e-01
1.486131886268466133e-04 9.996977737289901578e-01
1.490703016835114860e-04 9.996943713817394439e-01
1.495288207550027077e-04 9.996909480814765159e-01
1.499887501660219266e-04 9.996875036992231012e-01
1.504500942545732738e-04 9.996840381052078950e-01
1.509128573720036419e-04 9.996805511688605650e-01
1.513770438830446159e-04 9.996770427588089758e-01
1.518426581658525890e-04 9.996735127428723056e-01
1.523097046120505313e-04 9.996699609880571602e-01
1.527781876267698946e-04 9.996663873605518003e-01
1.532481116286912425e-04 9.996627917257223661e-01
1.537194810500864530e-04 9.996591739481066607e-01
1.541923003368603792e-04 9.996555338914093758e-01
1.546665739485932685e-04 9.996518714184973176e-01
1.551423063585819352e-04 9.996481863913939669e-01
1.556195020538825866e-04 9.996444786712740393e-01
1.560981655353528086e-04 9.996407481184590438e-01
1.565783013176946629e-04 9.996369945924116207e-01
1.570599139294963202e-04 9.996332179517296579e-01
1.575430079132754283e-04 9.996294180541421825e-01
1.580275878255215857e-04 9.996255947565030331e-01
1.585136582367399540e-04 9.996217479147863072e-01
1.590012237314935412e-04 9.996178773840801446e-01
1.594902889084468412e-04 9.996139830185816200e-01
1.599808583804091205e-04 9.996100646715917470e-01
1.604729367743784911e-04 9.996061221955092613e-01
1.609665287315844922e-04 9.996021554418255128e-01
1.614616389075324888e-04 9.995981642611186935e-01
1.619582719720479881e-04 9.995941485030483964e-01
1.624564326093196824e-04 9.995901080163499541e-01
1.629561255179444164e-04 9.995860426488284434e-01
1.634573554109709889e-04 9.995819522473533558e-01
1.639601270159454457e-04 9.995778366578531582e-01
1.644644450749545555e-04 9.995736957253087418e-01
1.649703143446712384e-04 9.995695292937476495e-01
1.654777395963991267e-04 9.995653372062393016e-01
1.659867256161181280e-04 9.995611193048882237e-01
1.664972772045287695e-04 9.995568754308278292e-01
1.670093991770977074e-04 9.995526054242149794e-01
1.675230963641039135e-04 9.995483091242243212e-01
1.680383736106830467e-04 9.995439863690419591e-01
1.685552357768738835e-04 9.995396369958583493e-01
1.690736877376638548e-04 9.995352608408644146e-01
1.695937343830356122e-04 9.995308577392434390e-01
1.701153806180122666e-04 9.995264275251655173e-01
1.706386313627041441e-04 9.995219700317821143e-01
1.711634915523551086e-04 9.995174850912180720e-01
1.716899661373894807e-04 9.995129725345672789e-01
1.722180600834580081e-04 9.995084321918850101e-01
1.727477783714851908e-04 9.995038638921823759e-01
1.732791259977159285e-04 9.994992674634186614e-01
1.738121079737634704e-04 9.994946427324968852e-01
1.743467293266554659e-04 9.994899895252551403e-01
1.748829950988822388e-04 9.994853076664621527e-01
1.754209103484438692e-04 9.994805969798087331e-01
1.759604801488986840e-04 9.994758572879026692e-01
1.765017095894099862e-04 9.994710884122611771e-01
1.770446037747946814e-04 9.994662901733052385e-01
1.775891678255718498e-04 9.994614623903511630e-01
1.781354068780100451e-04 9.994566048816060366e-01
1.786833260841764082e-04 9.994517174641592838e-01
1.792329306119849958e-04 9.994467999539755620e-01
1.797842256452461117e-04 9.994418521658895438e-01
1.803372163837141742e-04 9.994368739135980340e-01
1.808919080431375351e-04 9.994318650096521983e-01
1.814483058553072420e-04 9.994268252654521234e-01
1.820064150681071551e-04 9.994217544912389339e-01
1.825662409455622759e-04 9.994166524960870213e-01
1.831277887678890270e-04 9.994115190878987143e-01
1.836910638315456402e-04 9.994063540733948425e-01
1.842560714492808645e-04 9.994011572581098513e-01
1.848228169501849234e-04 9.993959284463822534e-01
1.853913056797393884e-04 9.993906674413489677e-01
1.859615429998682991e-04 9.993853740449369916e-01
1.865335342889877111e-04 9.993800480578572953e-01
1.871072849420570602e-04 9.993746892795951631e-01
1.876828003706297403e-04 9.993692975084046415e-01
1.882600860029048744e-04 9.993638725413005464e-01
1.888391472837773770e-04 9.993584141740500248e-01
1.894199896748899152e-04 9.993529222011662272e-01
1.900026186546849771e-04 9.993473964158994249e-01
1.905870397184553143e-04 9.993418366102295725e-01
1.911732583783966614e-04 9.993362425748595346e-01
1.917612801636595337e-04 9.993306140992059827e-01
1.923511106204009978e-04 9.993249509713917345e-01
1.929427553118380414e-04 9.993192529782388700e-01
1.935362198182986665e-04 9.993135199052589623e-01
1.941315097372751236e-04 9.993077515366471930e-01
1.947286306834774172e-04 9.993019476552720270e-01
1.953275882888849950e-04 9.992961080426697729e-01
1.959283882028006599e-04 9.992902324790328139e-01
1.965310360919034520e-04 9.992843207432056118e-01
1.971355376403029669e-04 9.992783726126727162e-01
1.977418985495916419e-04 9.992723878635527690e-01
1.983501245388994533e-04 9.992663662705894012e-01
1.989602213449473682e-04 9.992603076071424617e-01
1.995721947221023402e-04 9.992542116451801348e-01
2.001860504424303000e-04 9.992480781552698366e-01
2.008017942957512599e-04 9.992419069065707760e-01
2.014194320896944997e-04 9.992356976668238522e-01
2.020389696497520992e-04 9.992294502023436609e-01
2.026604128193347477e-04 9.992231642780102785e-01
2.032837674598264414e-04 9.992168396572596034e-01
2.039090394506405917e-04 9.992104761020748072e-01
2.045362346892741804e-04 9.992040733729774526e-01
2.051653590913643012e-04 9.991976312290193896e-01
2.057964185907434809e-04 9.991911494277717631e-01
2.064294191394964919e-04 9.991846277253186859e-01
2.070643667080152939e-04 9.991780658762452472e-01
2.077012672850558732e-04 9.991714636336301858e-01
2.083401268777954345e-04 9.991648207490366751e-01
2.089809515118877493e-04 9.991581369725017758e-01
2.096237472315208626e-04 9.991514120525288867e-01
2.102685200994739052e-04 9.991446457360767530e-01
2.109152761971740413e-04 9.991378377685506962e-01
2.115640216247546357e-04 9.991309878937928435e-01
2.122147625011116059e-04 9.991240958540736905e-01
2.128675049639617244e-04 9.991171613900809989e-01
2.135222551699011116e-04 9.991101842409100264e-01
2.141790192944620754e-04 9.991031641440559774e-01
2.148378035321721997e-04 9.990961008354015682e-01
2.154986140966123767e-04 9.990889940492088117e-01
2.161614572204761942e-04 9.990818435181082480e-01
2.168263391556274789e-04 9.990746489730898405e-01
2.174932661731601182e-04 9.990674101434916521e-01
2.181622445634567690e-04 9.990601267569912958e-01
2.188332806362491129e-04 9.990527985395948329e-01
2.195063807206759686e-04 9.990454252156264481e-01
2.201815511653436828e-04 9.990380065077187899e-01
2.208587983383866824e-04 9.990305421368016470e-01
2.215381286275262384e-04 9.990230318220932881e-01
2.222195484401315064e-04 9.990154752810881389e-01
2.229030642032796728e-04 9.990078722295466784e-01
