q,I,dI
0.216327486,159.1344805,0
0.216493643,158.9185697,0
0.216659927,158.7026144,0
0.216826339,158.4866154,0
0.216992879,158.2705729,0
0.217159547,158.0544875,0
0.217326342,157.8383596,0
0.217493266,157.6221897,0
0.217660318,157.4059784,0
0.217827499,157.189726,0
0.217994807,156.973433,0
0.218162245,156.7571,0
0.21832981,156.5407274,0
0.218497505,156.3243157,0
0.218665328,156.1078653,0
0.218833281,155.8913768,0
0.219001362,155.6748506,0
0.219169572,155.4582872,0
0.219337912,155.2416871,0
0.219506381,155.0250509,0
0.219674979,154.8083789,0
0.219843707,154.5916716,0
0.220012564,154.3749296,0
0.220181551,154.1581534,0
0.220350668,153.9413434,0
0.220519915,153.7245002,0
0.220689292,153.5076241,0
0.220858798,153.2907159,0
0.221028435,153.0737758,0
0.221198203,152.8568044,0
0.2213681,152.6398023,0
0.221538129,152.4227699,0
0.221708287,152.2057078,0
0.221878577,151.9886163,0
0.222048997,151.7714961,0
0.222219548,151.5543477,0
0.222390231,151.3371715,0
0.222561044,151.119968,0
0.222731988,150.9027378,0
0.222903064,150.6854814,0
0.223074271,150.4681993,0
0.22324561,150.250892,0
0.22341708,150.0335599,0
0.223588682,149.8162038,0
0.223760416,149.5988239,0
0.223932282,149.3814209,0
0.22410428,149.1639953,0
0.224276409,148.9465476,0
0.224448671,148.7290783,0
0.224621066,148.5115879,0
0.224793593,148.294077,0
0.224966252,148.076546,0
0.225139044,147.8589956,0
0.225311968,147.6414262,0
0.225485026,147.4238384,0
0.225658216,147.2062327,0
0.225831539,146.9886096,0
0.226004996,146.7709696,0
0.226178586,146.5533133,0
0.226352309,146.3356412,0
0.226526165,146.1179539,0
0.226700155,145.9002518,0
0.226874279,145.6825356,0
0.227048536,145.4648057,0
0.227222927,145.2470627,0
0.227397453,145.0293071,0
0.227572112,144.8115395,0
0.227746905,144.5937604,0
0.227921833,144.3759704,0
0.228096895,144.1581699,0
0.228272091,143.9403596,0
0.228447422,143.72254,0
0.228622888,143.5047117,0
0.228798488,143.2868751,0
0.228974224,143.0690308,0
0.229150094,142.8511794,0
0.2293261,142.6333215,0
0.22950224,142.4154575,0
0.229678516,142.1975881,0
0.229854927,141.9797137,0
0.230031474,141.761835,0
0.230208156,141.5439526,0
0.230384975,141.3260668,0
0.230561928,141.1081784,0
0.230739018,140.8902879,0
0.230916244,140.6723958,0
0.231093606,140.4545027,0
0.231271104,140.2366092,0
0.231448739,140.0187158,0
0.23162651,139.8008231,0
0.231804417,139.5829317,0
0.231982461,139.365042,0
0.232160642,139.1471548,0
0.23233896,138.9292706,0
0.232517415,138.7113898,0
0.232696006,138.4935132,0
0.232874735,138.2756413,0
0.233053601,138.0577746,0
0.233232605,137.8399137,0
0.233411746,137.6220593,0
0.233591025,137.4042118,0
0.233770441,137.1863718,0
0.233949995,136.96854,0
0.234129688,136.750717,0
0.234309518,136.5329032,0
0.234489486,136.3150993,0
0.234669592,136.0973058,0
0.234849837,135.8795234,0
0.23503022,135.6617526,0
0.235210742,135.443994,0
0.235391403,135.2262482,0
0.235572202,135.0085158,0
0.23575314,134.7907974,0
0.235934217,134.5730936,0
0.236115433,134.3554049,0
0.236296789,134.1377319,0
0.236478283,133.9200753,0
0.236659917,133.7024356,0
0.236841691,133.4848135,0
0.237023604,133.2672095,0
0.237205657,133.0496242,0
0.237387849,132.8320582,0
0.237570182,132.6145121,0
0.237752655,132.3969866,0
0.237935268,132.1794821,0
0.238118021,131.9619994,0
0.238300914,131.744539,0
0.238483948,131.5271016,0
0.238667123,131.3096876,0
0.238850438,131.0922978,0
0.239033894,130.8749328,0
0.239217491,130.657593,0
0.239401229,130.4402793,0
0.239585108,130.2229921,0
0.239769128,130.0057321,0
0.23995329,129.7884999,0
0.240137593,129.571296,0
0.240322038,129.3541212,0
0.240506624,129.1369761,0
0.240691352,128.9198611,0
0.240876222,128.702777,0
0.241061234,128.4857244,0
0.241246388,128.2687039,0
0.241431685,128.0517161,0
0.241617123,127.8347616,0
0.241802704,127.6178411,0
0.241988428,127.4009551,0
0.242174294,127.1841044,0
0.242360303,126.9672894,0
0.242546455,126.7505109,0
0.24273275,126.5337695,0
0.242919188,126.3170658,0
0.243105769,126.1004003,0
0.243292494,125.8837739,0
0.243479361,125.667187,0
0.243666373,125.4506403,0
0.243853528,125.2341344,0
0.244040827,125.01767,0
0.244228269,124.8012477,0
0.244415856,124.5848682,0
0.244603587,124.368532,0
0.244791462,124.1522398,0
0.244979481,123.9359922,0
0.245167644,123.7197899,0
0.245355953,123.5036335,0
0.245544405,123.2875237,0
0.245733003,123.0714611,0
0.245921745,122.8554462,0
0.246110633,122.6394799,0
0.246299665,122.4235626,0
0.246488843,122.2076951,0
0.246678166,121.991878,0
0.246867634,121.776112,0
0.247057248,121.5603976,0
0.247247007,121.3447355,0
0.247436913,121.1291264,0
0.247626964,120.9135709,0
0.247817161,120.6980697,0
0.248007504,120.4826235,0
0.248197993,120.2672327,0
0.248388629,120.0518982,0
0.248579411,119.8366206,0
0.24877034,119.6214005,0
0.248961415,119.4062385,0
0.249152637,119.1911354,0
0.249344006,118.9760918,0
0.249535522,118.7611083,0
0.249727185,118.5461856,0
0.249918995,118.3313243,0
0.250110953,118.1165251,0
0.250303058,117.9017887,0
0.25049531,117.6871157,0
0.250687711,117.4725068,0
0.250880259,117.2579627,0
0.251072955,117.0434839,0
0.251265798,116.8290712,0
0.25145879,116.6147252,0
0.251651931,116.4004467,0
0.251845219,116.1862361,0
0.252038656,115.9720943,0
0.252232242,115.7580219,0
0.252425976,115.5440195,0
0.252619859,115.3300878,0
0.252813891,115.1162275,0
0.253008073,114.9024392,0
0.253202403,114.6887237,0
0.253396882,114.4750816,0
0.253591511,114.2615135,0
0.253786289,114.0480201,0
0.253981217,113.8346022,0
0.254176295,113.6212603,0
0.254371523,113.4079951,0
0.2545669,113.1948074,0
0.254762428,112.9816977,0
0.254958105,112.7686669,0
0.255153933,112.5557154,0
0.255349912,112.3428441,0
0.255546041,112.1300536,0
0.25574232,111.9173445,0
0.25593875,111.7047176,0
0.256135332,111.4921735,0
0.256332064,111.2797129,0
0.256528947,111.0673365,0
0.256725982,110.855045,0
0.256923168,110.642839,0
0.257120505,110.4307192,0
0.257317994,110.2186863,0
0.257515634,110.006741,0
0.257713427,109.794884,0
0.257911371,109.583116,0
0.258109467,109.3714376,0
0.258307716,109.1598495,0
0.258506117,108.9483524,0
0.25870467,108.736947,0
0.258903375,108.525634,0
0.259102234,108.3144141,0
0.259301245,108.1032879,0
0.259500409,107.8922562,0
0.259699725,107.6813196,0
0.259899195,107.4704788,0
0.260098819,107.2597345,0
0.260298595,107.0490874,0
0.260498525,106.8385382,0
0.260698608,106.6280876,0
0.260898846,106.4177363,0
0.261099236,106.2074849,0
0.261299781,105.9973342,0
0.26150048,105.7872848,0
0.261701333,105.5773375,0
0.261902341,105.3674929,0
0.262103502,105.1577517,0
0.262304819,104.9481146,0
0.262506289,104.7385824,0
0.262707915,104.5291557,0
0.262909696,104.3198352,0
0.263111631,104.1106215,0
0.263313722,103.9015155,0
0.263515967,103.6925178,0
0.263718368,103.4836291,0
0.263920925,103.2748501,0
0.264123637,103.0661814,0
0.264326505,102.8576239,0
0.264529529,102.6491781,0
0.264732708,102.4408449,0
0.264936044,102.2326248,0
0.265139536,102.0245186,0
0.265343184,101.816527,0
0.265546988,101.6086507,0
0.26575095,101.4008903,0
0.265955067,101.1932467,0
0.266159342,100.9857204,0
0.266363773,100.7783122,0
0.266568362,100.5710229,0
0.266773107,100.363853,0
0.26697801,100.1568033,0
0.26718307,99.94987457,0
0.267388288,99.74306741,0
0.267593663,99.53638256,0
0.267799197,99.32982072,0
0.268004888,99.1233826,0
0.268210737,98.91706891,0
0.268416744,98.71088034,0
0.268622909,98.5048176,0
0.268829233,98.29888141,0
0.269035715,98.09307245,0
0.269242355,97.88739144,0
0.269449155,97.68183909,0
0.269656113,97.4764161,0
0.26986323,97.27112317,0
0.270070507,97.06596102,0
0.270277942,96.86093034,0
0.270485537,96.65603185,0
0.270693291,96.45126626,0
0.270901205,96.24663426,0
0.271109279,96.04213658,0
0.271317512,95.83777391,0
0.271525905,95.63354696,0
0.271734459,95.42945644,0
0.271943172,95.22550305,0
0.272152046,95.02168752,0
0.27236108,94.81801054,0
0.272570275,94.61447282,0
0.272779631,94.41107507,0
0.272989147,94.207818,0
0.273198824,94.00470232,0
0.273408663,93.80172873,0
0.273618662,93.59889795,0
0.273828823,93.39621068,0
0.274039145,93.19366763,0
0.274249629,92.99126952,0
0.274460274,92.78901704,0
0.274671082,92.58691091,0
0.274882051,92.38495184,0
0.275093182,92.18314054,0
0.275304475,91.98147771,0
0.275515931,91.77996407,0
0.275727549,91.57860032,0
0.275939329,91.37738717,0
0.276151273,91.17632533,0
0.276363379,90.97541551,0
0.276575648,90.77465843,0
0.27678808,90.57405477,0
0.277000675,90.37360527,0
0.277213433,90.17331062,0
0.277426355,89.97317153,0
0.27763944,89.77318872,0
0.277852689,89.57336289,0
0.278066102,89.37369474,0
0.278279679,89.174185,0
0.27849342,88.97483436,0
0.278707325,88.77564353,0
0.278921394,88.57661323,0
0.279135628,88.37774415,0
0.279350026,88.17903701,0
0.279564589,87.98049252,0
0.279779317,87.78211138,0
0.279994209,87.5838943,0
0.280209267,87.38584199,0
0.28042449,87.18795514,0
0.280639878,86.99023448,0
0.280855432,86.79268071,0
0.281071151,86.59529453,0
0.281287036,86.39807665,0
0.281503087,86.20102777,0
0.281719303,86.00414861,0
0.281935686,85.80743986,0
0.282152235,85.61090223,0
0.28236895,85.41453643,0
0.282585832,85.21834316,0
0.28280288,85.02232313,0
0.283020095,84.82647703,0
0.283237477,84.63080558,0
0.283455026,84.43530947,0
0.283672742,84.23998942,0
0.283890625,84.04484612,0
0.284108675,83.84988027,0
0.284326893,83.65509259,0
0.284545279,83.46048376,0
0.284763832,83.2660545,0
0.284982553,83.07180549,0
0.285201442,82.87773745,0
0.285420499,82.68385108,0
0.285639725,82.49014707,0
0.285859119,82.29662612,0
0.286078681,82.10328894,0
0.286298412,81.91013622,0
0.286518312,81.71716866,0
0.286738381,81.52438696,0
0.286958619,81.33179182,0
0.287179026,81.13938393,0
0.287399602,80.94716399,0
0.287620347,80.7551327,0
0.287841263,80.56329075,0
0.288062347,80.37163884,0
0.288283602,80.18017767,0
0.288505027,79.98890792,0
0.288726621,79.79783029,0
0.288948386,79.60694547,0
0.289170322,79.41625416,0
0.289392427,79.22575706,0
0.289614704,79.03545484,0
0.289837151,78.84534821,0
0.290059768,78.65543785,0
0.290282557,78.46572445,0
0.290505517,78.2762087,0
0.290728648,78.0868913,0
0.290951951,77.89777292,0
0.291175425,77.70885427,0
0.291399071,77.52013602,0
0.291622888,77.33161885,0
0.291846878,77.14330347,0
0.292071039,76.95519055,0
0.292295373,76.76728077,0
0.292519879,76.57957482,0
0.292744557,76.39207339,0
0.292969408,76.20477715,0
0.293194432,76.01768678,0
0.293419629,75.83080298,0
0.293644998,75.64412642,0
0.293870541,75.45765777,0
0.294096257,75.27139772,0
0.294322146,75.08534694,0
0.294548208,74.89950612,0
0.294774445,74.71387592,0
0.295000855,74.52845704,0
0.295227439,74.34325013,0
0.295454197,74.15825587,0
0.295681129,73.97347494,0
0.295908236,73.78890801,0
0.296135516,73.60455576,0
0.296362972,73.42041885,0
0.296590602,73.23649795,0
0.296818407,73.05279373,0
0.297046387,72.86930686,0
0.297274542,72.68603801,0
0.297502873,72.50298785,0
0.297731378,72.32015704,0
0.29796006,72.13754624,0
0.298188917,71.95515612,0
0.298417949,71.77298734,0
0.298647158,71.59104057,0
0.298876543,71.40931647,0
0.299106103,71.22781569,0
0.299335841,71.04653889,0
0.299565754,70.86548674,0
0.299795844,70.68465989,0
0.300026111,70.504059,0
0.300256555,70.32368472,0
0.300487176,70.1435377,0
0.300717974,69.9636186,0
0.300948949,69.78392808,0
0.301180102,69.60446678,0
0.301411432,69.42523535,0
0.30164294,69.24623445,0
0.301874625,69.06746471,0
0.302106489,68.8889268,0
0.30233853,68.71062134,0
0.30257075,68.53254899,0
0.302803149,68.3547104,0
0.303035725,68.1771062,0
0.303268481,67.99973703,0
0.303501415,67.82260353,0
0.303734528,67.64570635,0
0.30396782,67.46904613,0
0.304201292,67.29262349,0
0.304434942,67.11643907,0
0.304668772,66.94049351,0
0.304902782,66.76478744,0
0.305136972,66.5893215,0
0.305371341,66.41409631,0
0.30560589,66.2391125,0
0.30584062,66.0643707,0
0.30607553,65.88987154,0
0.30631062,65.71561564,0
0.306545891,65.54160363,0
0.306781342,65.36783613,0
0.307016974,65.19431376,0
0.307252788,65.02103714,0
0.307488782,64.84800689,0
0.307724958,64.67522363,0
0.307961315,64.50268798,0
0.308197854,64.33040055,0
0.308434574,64.15836194,0
0.308671476,63.98657279,0
0.30890856,63.81503369,0
0.309145826,63.64374526,0
0.309383275,63.4727081,0
0.309620906,63.30192282,0
0.309858719,63.13139002,0
0.310096715,62.96111031,0
0.310334894,62.7910843,0
0.310573256,62.62131257,0
0.3108118,62.45179574,0
0.311050529,62.28253439,0
0.31128944,62.11352913,0
0.311528535,61.94478055,0
0.311767813,61.77628924,0
0.312007276,61.60805579,0
0.312246922,61.4400808,0
0.312486752,61.27236485,0
0.312726767,61.10490853,0
0.312966966,60.93771243,0
0.313207349,60.77077712,0
0.313447917,60.6041032,0
0.31368867,60.43769123,0
0.313929608,60.27154181,0
0.314170731,60.1056555,0
0.314412039,59.94003289,0
0.314653532,59.77467455,0
0.314895211,59.60958104,0
0.315137075,59.44475295,0
0.315379125,59.28019083,0
0.315621361,59.11589526,0
0.315863784,58.9518668,0
0.316106392,58.78810602,0
0.316349187,58.62461348,0
0.316592168,58.46138973,0
0.316835336,58.29843535,0
0.31707869,58.13575087,0
0.317322232,57.97333686,0
0.31756596,57.81119388,0
0.317809876,57.64932247,0
0.318053979,57.48772318,0
0.31829827,57.32639656,0
0.318542748,57.16534316,0
0.318787414,57.00456352,0
0.319032268,56.84405818,0
0.31927731,56.68382769,0
0.31952254,56.52387257,0
0.319767959,56.36419338,0
0.320013566,56.20479064,0
0.320259362,56.04566488,0
0.320505346,55.88681664,0
0.32075152,55.72824645,0
0.320997882,55.56995482,0
0.321244434,55.4119423,0
0.321491175,55.2542094,0
0.321738106,55.09675663,0
0.321985226,54.93958453,0
0.322232536,54.78269361,0
0.322480036,54.62608438,0
0.322727727,54.46975735,0
0.322975607,54.31371304,0
0.323223678,54.15795196,0
0.323471939,54.00247461,0
0.323720391,53.84728149,0
0.323969034,53.69237312,0
0.324217868,53.53774998,0
0.324466893,53.38341259,0
0.324716109,53.22936143,0
0.324965517,53.075597,0
0.325215116,52.92211979,0
0.325464907,52.76893029,0
0.32571489,52.61602899,0
0.325965065,52.46341638,0
0.326215432,52.31109294,0
0.326465991,52.15905914,0
0.326716743,52.00731547,0
0.326967687,51.85586241,0
0.327218824,51.70470043,0
0.327470154,51.55383,0
0.327721677,51.4032516,0
0.327973393,51.25296568,0
0.328225303,51.10297272,0
0.328477406,50.95327318,0
0.328729702,50.80386752,0
0.328982193,50.6547562,0
0.329234877,50.50593967,0
0.329487755,50.35741839,0
0.329740828,50.20919281,0
0.329994095,50.06126338,0
0.330247557,49.91363055,0
0.330501213,49.76629476,0
0.330755064,49.61925646,0
0.33100911,49.47251607,0
0.331263351,49.32607405,0
0.331517788,49.17993082,0
0.33177242,49.03408683,0
0.332027247,48.88854249,0
0.33228227,48.74329823,0
0.332537489,48.59835449,0
0.332792904,48.45371168,0
0.333048516,48.30937023,0
0.333304323,48.16533054,0
0.333560327,48.02159305,0
0.333816528,47.87815815,0
0.334072926,47.73502626,0
0.33432952,47.59219779,0
0.334586312,47.44967315,0
0.3348433,47.30745272,0
0.335100487,47.16553693,0
0.33535787,47.02392615,0
0.335615452,46.88262079,0
0.335873231,46.74162124,0
0.336131208,46.60092789,0
0.336389383,46.46054112,0
0.336647757,46.32046133,0
0.336906329,46.18068888,0
0.3371651,46.04122416,0
0.337424069,45.90206755,0
0.337683238,45.76321942,0
0.337942605,45.62468015,0
0.338202172,45.48645009,0
0.338461938,45.34852961,0
0.338721903,45.21091908,0
0.338982069,45.07361886,0
0.339242434,44.9366293,0
0.339502999,44.79995076,0
0.339763764,44.66358359,0
0.340024729,44.52752814,0
0.340285895,44.39178476,0
0.340547262,44.25635378,0
0.340808829,44.12123556,0
0.341070597,43.98643042,0
0.341332566,43.8519387,0
0.341594737,43.71776074,0
0.341857108,43.58389686,0
0.342119682,43.45034738,0
0.342382457,43.31711264,0
0.342645434,43.18419296,0
0.342908612,43.05158864,0
0.343171993,42.91930001,0
0.343435577,42.78732738,0
0.343699362,42.65567106,0
0.343963351,42.52433134,0
0.344227542,42.39330855,0
0.344491936,42.26260296,0
0.344756533,42.13221489,0
0.345021333,42.00214463,0
0.345286337,41.87239246,0
0.345551544,41.74295868,0
0.345816955,41.61384357,0
0.34608257,41.48504741,0
0.346348388,41.35657048,0
0.346614411,41.22841306,0
0.346880639,41.10057543,0
0.34714707,40.97305784,0
0.347413707,40.84586057,0
0.347680548,40.71898388,0
0.347947594,40.59242803,0
0.348214845,40.46619328,0
0.348482302,40.34027989,0
0.348749964,40.2146881,0
0.349017832,40.08941816,0
0.349285905,39.96447032,0
0.349554184,39.83984482,0
0.349822669,39.7155419,0
0.350091361,39.59156179,0
0.350360259,39.46790473,0
0.350629363,39.34457095,0
0.350898674,39.22156067,0
0.351168192,39.09887411,0
0.351437917,38.9765115,0
0.351707849,38.85447304,0
0.351977989,38.73275897,0
0.352248336,38.61136947,0
0.35251889,38.49030476,0
0.352789653,38.36956505,0
0.353060623,38.24915053,0
0.353331801,38.1290614,0
0.353603188,38.00929785,0
0.353874783,37.88986008,0
0.354146587,37.77074827,0
0.3544186,37.6519626,0
0.354690821,37.53350325,0
0.354963252,37.41537041,0
0.355235892,37.29756424,0
0.355508741,37.18008492,0
0.3557818,37.06293261,0
0.356055068,36.94610747,0
0.356328547,36.82960966,0
0.356602235,36.71343935,0
0.356876134,36.59759669,0
0.357150243,36.48208181,0
0.357424563,36.36689488,0
0.357699093,36.25203603,0
0.357973834,36.13750541,0
0.358248787,36.02330315,0
0.35852395,35.90942937,0
0.358799325,35.79588422,0
0.359074911,35.68266782,0
0.359350709,35.56978028,0
0.359626719,35.45722173,0
0.359902941,35.34499229,0
0.360179375,35.23309206,0
0.360456021,35.12152115,0
0.36073288,35.01027967,0
0.361009951,34.89936772,0
0.361287235,34.7887854,0
0.361564732,34.67853279,0
0.361842443,34.56861,0
0.362120366,34.4590171,0
0.362398503,34.34975419,0
0.362676854,34.24082134,0
0.362955419,34.13221862,0
0.363234197,34.02394611,0
0.36351319,33.91600389,0
0.363792397,33.808392,0
0.364071818,33.70111053,0
0.364351454,33.59415951,0
0.364631305,33.48753902,0
0.36491137,33.3812491,0
0.365191651,33.27528979,0
0.365472147,33.16966114,0
0.365752859,33.06436319,0
0.366033786,32.95939598,0
0.366314929,32.85475954,0
0.366596288,32.75045389,0
0.366877863,32.64647907,0
0.367159654,32.5428351,0
0.367441661,32.43952198,0
0.367723886,32.33653975,0
0.368006327,32.2338884,0
0.368288985,32.13156794,0
0.36857186,32.02957838,0
0.368854952,31.92791971,0
0.369138262,31.82659194,0
0.369421789,31.72559505,0
0.369705534,31.62492903,0
0.369989498,31.52459386,0
0.370273679,31.42458953,0
0.370558078,31.32491601,0
0.370842696,31.22557327,0
0.371127533,31.12656129,0
0.371412588,31.02788002,0
0.371697862,30.92952944,0
0.371983356,30.83150949,0
0.372269068,30.73382014,0
0.372555,30.63646132,0
0.372841152,30.53943299,0
0.373127524,30.4427351,0
0.373414115,30.34636757,0
0.373700927,30.25033034,0
0.373987959,30.15462335,0
0.374275211,30.05924651,0
0.374562684,29.96419976,0
0.374850378,29.86948301,0
0.375138292,29.77509618,0
0.375426428,29.68103918,0
0.375714785,29.58731192,0
0.376003364,29.49391429,0
0.376292164,29.40084621,0
0.376581187,29.30810756,0
0.376870431,29.21569824,0
0.377159897,29.12361814,0
0.377449586,29.03186713,0
0.377739497,28.94044511,0
0.378029631,28.84935194,0
0.378319987,28.7585875,0
0.378610567,28.66815166,0
0.37890137,28.57804427,0
0.379192396,28.48826522,0
0.379483646,28.39881434,0
0.379775119,28.30969149,0
0.380066817,28.22089652,0
0.380358738,28.13242927,0
0.380650884,28.04428959,0
0.380943254,27.95647732,0
0.381235848,27.86899228,0
0.381528667,27.7818343,0
0.381821712,27.69500321,0
0.382114981,27.60849883,0
0.382408475,27.52232098,0
0.382702195,27.43646946,0
0.382996141,27.3509441,0
0.383290312,27.26574469,0
0.38358471,27.18087103,0
0.383879333,27.09632293,0
0.384174183,27.01210016,0
0.384469259,26.92820253,0
0.384764562,26.84462982,0
0.385060091,26.76138181,0
0.385355848,26.67845827,0
0.385651832,26.59585898,0
0.385948043,26.51358371,0
0.386244481,26.43163222,0
0.386541148,26.35000428,0
0.386838042,26.26869963,0
0.387135164,26.18771803,0
0.387432515,26.10705924,0
0.387730093,26.02672299,0
0.388027901,25.94670903,0
0.388325937,25.86701709,0
0.388624202,25.7876469,0
0.388922696,25.7085982,0
0.38922142,25.62987071,0
0.389520372,25.55146414,0
0.389819555,25.47337822,0
0.390118967,25.39561266,0
0.390418609,25.31816716,0
0.390718482,25.24104143,0
0.391018584,25.16423517,0
0.391318918,25.08774808,0
0.391619482,25.01157984,0
0.391920276,24.93573015,0
0.392221302,24.86019868,0
0.392522559,24.78498513,0
0.392824047,24.71008916,0
0.393125767,24.63551045,0
0.393427719,24.56124866,0
0.393729903,24.48730346,0
0.394032318,24.4136745,0
0.394334966,24.34036145,0
0.394637847,24.26736395,0
0.39494096,24.19468166,0
0.395244306,24.1223142,0
0.395547885,24.05026124,0
0.395851697,23.97852239,0
0.396155742,23.90709728,0
0.396460021,23.83598556,0
0.396764534,23.76518684,0
0.39706928,23.69470073,0
0.397374261,23.62452686,0
0.397679476,23.55466483,0
0.397984925,23.48511425,0
0.398290609,23.41587472,0
0.398596528,23.34694585,0
0.398902681,23.27832722,0
0.39920907,23.21001843,0
0.399515694,23.14201907,0
0.399822554,23.0743287,0
0.400129649,23.00694693,0
0.400436981,22.93987331,0
0.400744548,22.87310742,0
0.401052351,22.80664882,0
0.401360391,22.74049708,0
0.401668668,22.67465175,0
0.401977181,22.6091124,0
0.402285931,22.54387856,0
0.402594919,22.47894978,0
0.402904144,22.41432562,0
0.403213606,22.35000559,0
0.403523306,22.28598925,0
0.403833244,22.22227611,0
0.40414342,22.15886571,0
0.404453834,22.09575756,0
0.404764486,22.03295119,0
0.405075377,21.9704461,0
0.405386507,21.90824181,0
0.405697876,21.84633783,0
0.406009484,21.78473364,0
0.406321332,21.72342877,0
0.406633419,21.66242268,0
0.406945745,21.60171489,0
0.407258312,21.54130486,0
0.407571118,21.48119209,0
0.407884165,21.42137605,0
0.408197453,21.36185621,0
0.408510981,21.30263205,0
0.408824749,21.24370303,0
0.409138759,21.18506862,0
0.40945301,21.12672826,0
0.409767502,21.06868142,0
0.410082236,21.01092755,0
0.410397212,20.95346608,0
0.410712429,20.89629647,0
0.411027889,20.83941816,0
0.411343591,20.78283056,0
0.411659535,20.72653313,0
0.411975722,20.67052528,0
0.412292152,20.61480643,0
0.412608825,20.55937601,0
0.412925741,20.50423343,0
0.413242901,20.44937809,0
0.413560304,20.39480942,0
0.413877951,20.3405268,0
0.414195842,20.28652965,0
0.414513978,20.23281735,0
0.414832357,20.17938929,0
0.415150981,20.12624488,0
0.41546985,20.07338348,0
0.415788964,20.02080447,0
0.416108323,19.96850724,0
0.416427927,19.91649116,0
0.416747776,19.8647556,0
0.417067871,19.81329991,0
0.417388213,19.76212347,0
0.4177088,19.71122562,0
0.418029633,19.66060572,0
0.418350713,19.61026313,0
0.418672039,19.56019718,0
0.418993613,19.51040722,0
0.419315433,19.46089259,0
0.4196375,19.41165262,0
0.419959815,19.36268664,0
0.420282378,19.31399398,0
0.420605188,19.26557396,0
0.420928246,19.21742591,0
0.421251552,19.16954913,0
0.421575106,19.12194294,0
0.421898909,19.07460665,0
0.422222961,19.02753957,0
0.422547262,18.98074099,0
0.422871812,18.93421021,0
0.423196611,18.88794653,0
0.423521659,18.84194923,0
0.423846957,18.79621761,0
0.424172505,18.75075094,0
0.424498303,18.70554851,0
0.424824352,18.66060958,0
0.42515065,18.61593344,0
0.4254772,18.57151936,0
0.425804,18.52736658,0
0.426131051,18.48347439,0
0.426458353,18.43984203,0
0.426785907,18.39646876,0
0.427113712,18.35335383,0
0.427441769,18.31049649,0
0.427770079,18.26789598,0
0.42809864,18.22555154,0
0.428427453,18.18346241,0
0.42875652,18.14162783,0
0.429085839,18.10004701,0
0.42941541,18.0587192,0
0.429745235,18.0176436,0
0.430075314,17.97681945,0
0.430405646,17.93624595,0
0.430736231,17.89592232,0
0.431067071,17.85584778,0
0.431398164,17.81602151,0
0.431729512,17.77644274,0
0.432061115,17.73711065,0
0.432392972,17.69802445,0
0.432725084,17.65918332,0
0.433057451,17.62058645,0
0.433390073,17.58223304,0
0.433722951,17.54412226,0
0.434056085,17.50625329,0
0.434389474,17.46862531,0
0.43472312,17.4312375,0
0.435057021,17.39408901,0
0.43539118,17.35717903,0
0.435725594,17.32050671,0
0.436060266,17.2840712,0
0.436395195,17.24787168,0
0.436730381,17.21190729,0
0.437065824,17.17617718,0
0.437401526,17.14068051,0
0.437737485,17.10541641,0
0.438073702,17.07038402,0
0.438410177,17.03558249,0
0.438746911,17.00101095,0
0.439083903,16.96666853,0
0.439421154,16.93255437,0
0.439758664,16.89866758,0
0.440096434,16.86500729,0
0.440434463,16.83157262,0
0.440772751,16.79836268,0
0.441111299,16.7653766,0
0.441450108,16.73261348,0
0.441789176,16.70007243,0
0.442128505,16.66775256,0
0.442468095,16.63565297,0
0.442807946,16.60377275,0
0.443148057,16.57211101,0
0.44348843,16.54066684,0
0.443829064,16.50943932,0
0.44416996,16.47842756,0
0.444511118,16.44763063,0
0.444852537,16.41704761,0
0.445194219,16.38667759,0
0.445536164,16.35651964,0
0.445878371,16.32657284,0
0.446220841,16.29683626,0
0.446563573,16.26730897,0
0.44690657,16.23799003,0
0.447249829,16.20887851,0
0.447593352,16.17997347,0
0.44793714,16.15127397,0
0.448281191,16.12277906,0
0.448625506,16.0944878,0
0.448970086,16.06639923,0
0.449314931,16.03851242,0
0.44966004,16.01082639,0
0.450005414,15.9833402,0
0.450351054,15.95605289,0
0.450696959,15.92896349,0
0.45104313,15.90207103,0
0.451389567,15.87537457,0
0.45173627,15.84887311,0
0.452083239,15.8225657,0
0.452430475,15.79645136,0
0.452777977,15.77052911,0
0.453125747,15.74479798,0
0.453473783,15.71925698,0
0.453822087,15.69390514,0
0.454170658,15.66874145,0
0.454519497,15.64376495,0
0.454868604,15.61897464,0
0.455217979,15.59436952,0
0.455567623,15.5699486,0
0.455917535,15.5457109,0
0.456267715,15.5216554,0
0.456618165,15.4977811,0
0.456968884,15.47408702,0
0.457319872,15.45057213,0
0.45767113,15.42723544,0
0.458022658,15.40407593,0
0.458374455,15.3810926,0
0.458726523,15.35828443,0
0.459078861,15.33565041,0
0.45943147,15.31318952,0
0.45978435,15.29090074,0
0.460137501,15.26878306,0
0.460490923,15.24683544,0
0.460844616,15.22505687,0
0.461198581,15.20344632,0
0.461552818,15.18200276,0
0.461907327,15.16072516,0
0.462262109,15.1396125,0
0.462617163,15.11866374,0
0.462972489,15.09787784,0
0.463328089,15.07725376,0
0.463683961,15.05679048,0
0.464040107,15.03648695,0
0.464396527,15.01634212,0
0.46475322,14.99635497,0
0.465110187,14.97652443,0
0.465467429,14.95684947,0
0.465824945,14.93732904,0
0.466182735,14.91796209,0
0.4665408,14.89874757,0
