<X> <Y>
1.000000000000000e-02 1.064926103530693e+07
1.001536748174000e-02 1.064655857162509e+07
1.003075857942950e-02 1.064384846548961e+07
1.004617332936027e-02 1.064113069736176e+07
1.006161176787985e-02 1.063840524766568e+07
1.007707393139163e-02 1.063567209678849e+07
1.009255985635496e-02 1.063293122508021e+07
1.010806957928520e-02 1.063018261285384e+07
1.012360313675383e-02 1.062742624038534e+07
1.013916056538853e-02 1.062466208791370e+07
1.015474190187328e-02 1.062189013564090e+07
1.017034718294843e-02 1.061911036373194e+07
1.018597644541077e-02 1.061632275231488e+07
1.020162972611366e-02 1.061352728148087e+07
1.021730706196708e-02 1.061072393128415e+07
1.023300848993776e-02 1.060791268174206e+07
1.024873404704919e-02 1.060509351283509e+07
1.026448377038180e-02 1.060226640450692e+07
1.028025769707299e-02 1.059943133666435e+07
1.029605586431722e-02 1.059658828917748e+07
1.031187830936611e-02 1.059373724187959e+07
1.032772506952853e-02 1.059087817456724e+07
1.034359618217070e-02 1.058801106700031e+07
1.035949168471624e-02 1.058513589890198e+07
1.037541161464630e-02 1.058225264995879e+07
1.039135600949960e-02 1.057936129982066e+07
1.040732490687258e-02 1.057646182810094e+07
1.042331834441944e-02 1.057355421437642e+07
1.043933635985225e-02 1.057063843818736e+07
1.045537899094101e-02 1.056771447903756e+07
1.047144627551382e-02 1.056478231639434e+07
1.048753825145685e-02 1.056184192968862e+07
1.050365495671453e-02 1.055889329831496e+07
1.051979642928959e-02 1.055593640163153e+07
1.053596270724315e-02 1.055297121896024e+07
1.055215382869483e-02 1.054999772958672e+07
1.056836983182284e-02 1.054701591276038e+07
1.058461075486405e-02 1.054402574769444e+07
1.060087663611409e-02 1.054102721356597e+07
1.061716751392744e-02 1.053802028951597e+07
1.063348342671751e-02 1.053500495464936e+07
1.064982441295678e-02 1.053198118803507e+07
1.066619051117681e-02 1.052894896870604e+07
1.068258175996840e-02 1.052590827565931e+07
1.069899819798163e-02 1.052285908785604e+07
1.071543986392600e-02 1.051980138422157e+07
1.073190679657050e-02 1.051673514364547e+07
1.074839903474366e-02 1.051366034498158e+07
1.076491661733372e-02 1.051057696704808e+07
1.078145958328867e-02 1.050748498862753e+07
1.079802797161634e-02 1.050438438846689e+07
1.081462182138452e-02 1.050127514527767e+07
1.083124117172103e-02 1.049815723773586e+07
1.084788606181383e-02 1.049503064448210e+07
1.086455653091108e-02 1.049189534412166e+07
1.088125261832127e-02 1.048875131522452e+07
1.089797436341331e-02 1.048559853632547e+07
1.091472180561658e-02 1.048243698592409e+07
1.093149498442108e-02 1.047926664248488e+07
1.094829393937747e-02 1.047608748443732e+07
1.096511871009723e-02 1.047289949017587e+07
1.098196933625266e-02 1.046970263806011e+07
1.099884585757707e-02 1.046649690641475e+07
1.101574831386480e-02 1.046328227352974e+07
1.103267674497138e-02 1.046005871766031e+07
1.104963119081354e-02 1.045682621702705e+07
1.106661169136939e-02 1.045358474981597e+07
1.108361828667847e-02 1.045033429417859e+07
1.110065101684184e-02 1.044707482823198e+07
1.111770992202218e-02 1.044380633005887e+07
1.113479504244390e-02 1.044052877770773e+07
1.115190641839324e-02 1.043724214919278e+07
