<X> <Y> <dY> <dX>
3.143810000000000e-02 1.795870000000000e+08 3.958390000000000e+09 2.473650000000000e+09
3.210700000000000e-02 2.912890000000000e+08 6.445510000000000e+09 4.026780000000000e+09
3.277590000000000e-02 4.196960000000000e+08 9.310270000000000e+09 5.815630000000000e+09
3.344480000000000e-02 5.595410000000000e+08 1.243510000000000e+10 7.766840000000000e+09
3.411370000000000e-02 7.058780000000000e+08 1.570940000000000e+10 9.811390000000000e+09
3.478260000000000e-02 8.541250000000000e+08 1.903060000000000e+10 1.188530000000000e+10
3.545150000000000e-02 1.000110000000000e+09 2.230530000000000e+10 1.393030000000000e+10
3.612040000000000e-02 1.140100000000000e+09 2.544970000000000e+10 1.589390000000000e+10
3.678930000000000e-02 1.270820000000000e+09 2.839010000000000e+10 1.773040000000000e+10
3.745820000000000e-02 1.389470000000000e+09 3.106360000000000e+10 1.940020000000000e+10
3.812710000000000e-02 1.493750000000000e+09 3.341800000000000e+10 2.087100000000000e+10
3.879600000000000e-02 1.581840000000000e+09 3.541210000000000e+10 2.211680000000000e+10
3.946490000000000e-02 1.652390000000000e+09 3.701520000000000e+10 2.311850000000000e+10
4.013380000000000e-02 1.704520000000000e+09 3.820700000000000e+10 2.386350000000000e+10
4.080270000000000e-02 1.737810000000000e+09 3.897730000000000e+10 2.434530000000000e+10
4.147160000000000e-02 1.752230000000000e+09 3.932530000000000e+10 2.456330000000000e+10
4.214050000000000e-02 1.748180000000000e+09 3.925860000000000e+10 2.452240000000000e+10
4.280940000000000e-02 1.726370000000000e+09 3.879320000000000e+10 2.423240000000000e+10
4.347830000000000e-02 1.687860000000000e+09 3.795200000000000e+10 2.370770000000000e+10
4.414720000000000e-02 1.633960000000000e+09 3.676410000000000e+10 2.296640000000000e+10
4.481610000000000e-02 1.566230000000000e+09 3.526380000000000e+10 2.202990000000000e+10
4.548490000000000e-02 1.486400000000000e+09 3.348960000000000e+10 2.092220000000000e+10
4.615380000000000e-02 1.396340000000000e+09 3.148340000000000e+10 1.966950000000000e+10
4.682270000000000e-02 1.298040000000000e+09 2.928920000000000e+10 1.829930000000000e+10
4.749160000000000e-02 1.193510000000000e+09 2.695220000000000e+10 1.683980000000000e+10
4.816050000000000e-02 1.084800000000000e+09 2.451800000000000e+10 1.531940000000000e+10
4.882940000000000e-02 9.739010000000000e+08 2.203180000000000e+10 1.376650000000000e+10
4.949830000000000e-02 8.627640000000000e+08 1.953720000000000e+10 1.220820000000000e+10
5.016720000000000e-02 7.532330000000000e+08 1.707580000000000e+10 1.067050000000000e+10
5.083610000000000e-02 6.470210000000000e+08 1.468610000000000e+10 9.177640000000000e+09
5.150500000000000e-02 5.456910000000000e+08 1.240370000000000e+10 7.751700000000000e+09
5.217390000000000e-02 4.506320000000000e+08 1.026000000000000e+10 6.412390000000000e+09
5.284280000000000e-02 3.630380000000000e+08 8.282290000000000e+09 5.176740000000000e+09
5.351170000000000e-02 2.839030000000000e+08 6.493190000000000e+09 4.058970000000000e+09
5.418060000000000e-02 2.140080000000000e+08 4.910710000000000e+09 3.070320000000000e+09
5.484950000000000e-02 1.539190000000000e+08 3.548010000000000e+09 2.219040000000000e+09
5.551840000000000e-02 1.039890000000000e+08 2.413470000000000e+09 1.510390000000000e+09
5.618730000000000e-02 6.436060000000000e+07 1.510710000000000e+09 9.466690000000000e+08
5.685620000000000e-02 3.497690000000000e+07 8.388710000000000e+08 5.273340000000000e+08
5.752510000000000e-02 1.559060000000000e+07 3.927770000000000e+08 2.491790000000000e+08
5.819400000000000e-02 5.780730000000000e+06 1.633090000000000e+08 1.065170000000000e+08
5.886290000000000e-02 4.969020000000000e+06 1.377700000000000e+08 9.142070000000000e+07
5.953180000000000e-02 1.243940000000000e+07 3.003100000000000e+08 1.939900000000000e+08
6.020070000000000e-02 2.735900000000000e+07 6.323960000000000e+08 4.026430000000000e+08
6.086960000000000e-02 4.880000000000000e+07 1.113300000000000e+09 7.044210000000000e+08
6.153850000000000e-02 7.576290000000000e+07 1.720610000000000e+09 1.085310000000000e+09
6.220740000000000e-02 1.071990000000000e+08 2.430760000000000e+09 1.530560000000000e+09
6.287630000000000e-02 1.420330000000000e+08 3.219510000000000e+09 2.025010000000000e+09
6.354520000000000e-02 1.791860000000000e+08 4.062470000000000e+09 2.553400000000000e+09
6.421399999999999e-02 2.175970000000000e+08 4.935590000000000e+09 3.100670000000000e+09
6.488289999999999e-02 2.562390000000000e+08 5.815580000000000e+09 3.652230000000000e+09
6.555179999999999e-02 2.941420000000000e+08 6.680340000000000e+09 4.194240000000000e+09
6.622069999999999e-02 3.304060000000000e+08 7.509310000000000e+09 4.713830000000000e+09
6.688959999999999e-02 3.642170000000000e+08 8.283830000000000e+09 5.199290000000000e+09
6.755849999999999e-02 3.948550000000000e+08 8.987370000000000e+09 5.640260000000000e+09
6.822739999999999e-02 4.217080000000000e+08 9.605760000000000e+09 6.027860000000000e+09
6.889629999999999e-02 4.442750000000000e+08 1.012740000000000e+10 6.354780000000000e+09
6.956519999999999e-02 4.621700000000000e+08 1.054320000000000e+10 6.615370000000000e+09
7.023409999999999e-02 4.751290000000000e+08 1.084680000000000e+10 6.805620000000000e+09
7.090299999999999e-02 4.830010000000000e+08 1.103460000000000e+10 6.923230000000000e+09
7.157189999999999e-02 4.857530000000000e+08 1.110560000000000e+10 6.967500000000000e+09
7.224079999999999e-02 4.834590000000000e+08 1.106100000000000e+10 6.939330000000000e+09
7.290969999999999e-02 4.762960000000000e+08 1.090470000000000e+10 6.841060000000000e+09
7.357859999999999e-02 4.645360000000000e+08 1.064270000000000e+10 6.676410000000000e+09
7.424749999999999e-02 4.485340000000000e+08 1.028280000000000e+10 6.450320000000000e+09
7.491639999999999e-02 4.287160000000000e+08 9.834580000000000e+09 6.168770000000000e+09
7.558529999999999e-02 4.055710000000000e+08 9.309020000000000e+09 5.838650000000000e+09
7.625419999999999e-02 3.796330000000000e+08 8.718230000000000e+09 5.467540000000000e+09
7.692309999999999e-02 3.514720000000000e+08 8.075140000000000e+09 5.063570000000000e+09
7.759199999999999e-02 3.216790000000000e+08 7.393230000000000e+09 4.635180000000000e+09
7.826089999999999e-02 2.908530000000000e+08 6.686190000000000e+09 4.190980000000000e+09
7.892979999999999e-02 2.595880000000000e+08 5.967680000000000e+09 3.739540000000000e+09
7.959869999999999e-02 2.284620000000000e+08 5.251000000000000e+09 3.289220000000000e+09
8.026759999999999e-02 1.980260000000000e+08 4.548900000000000e+09 2.848030000000000e+09
8.093649999999999e-02 1.687940000000000e+08 3.873290000000000e+09 2.423460000000000e+09
8.160539999999999e-02 1.412330000000000e+08 3.235070000000000e+09 2.022370000000000e+09
8.227420000000001e-02 1.157570000000000e+08 2.643930000000000e+09 1.650850000000000e+09
8.294310000000001e-02 9.272040000000000e+07 2.108250000000000e+09 1.314190000000000e+09
8.361200000000001e-02 7.241370000000000e+07 1.634900000000000e+09 1.016720000000000e+09
8.428090000000001e-02 5.505940000000000e+07 1.229280000000000e+09 7.618340000000000e+08
8.494980000000001e-02 4.081170000000000e+07 8.951590000000000e+08 5.519340000000000e+08
8.561870000000001e-02 2.975560000000000e+07 6.347590000000000e+08 3.884220000000000e+08
8.628760000000001e-02 2.190860000000000e+07 4.487200000000000e+08 2.717190000000000e+08
8.695650000000001e-02 1.722280000000000e+07 3.361780000000000e+08 2.012950000000000e+08
8.762540000000001e-02 1.558910000000000e+07 2.948370000000000e+08 1.757190000000000e+08
8.829430000000001e-02 1.684200000000000e+07 3.210750000000000e+08 1.927260000000000e+08
8.896320000000001e-02 2.076520000000000e+07 4.100770000000000e+08 2.492980000000000e+08
8.963210000000001e-02 2.709820000000000e+07 5.559770000000000e+08 3.417540000000000e+08
9.030100000000001e-02 3.554380000000000e+07 7.520230000000000e+08 4.658510000000000e+08
9.096990000000001e-02 4.577510000000000e+07 9.907490000000000e+08 6.168960000000000e+08
9.163880000000001e-02 5.744410000000000e+07 1.264150000000000e+09 7.898560000000000e+08
9.230770000000001e-02 7.018910000000000e+07 1.563880000000000e+09 9.794750000000000e+08
9.297660000000001e-02 8.364300000000000e+07 1.881420000000000e+09 1.180390000000000e+09
9.364550000000001e-02 9.744080000000000e+07 2.208270000000000e+09 1.387230000000000e+09
9.431440000000001e-02 1.112270000000000e+08 2.536080000000000e+09 1.594750000000000e+09
9.498330000000001e-02 1.246630000000000e+08 2.856900000000000e+09 1.797930000000000e+09
9.565220000000001e-02 1.374310000000000e+08 3.163220000000000e+09 1.992010000000000e+09
9.632110000000001e-02 1.492430000000000e+08 3.448170000000000e+09 2.172680000000000e+09
9.699000000000001e-02 1.598440000000000e+08 3.705630000000000e+09 2.336050000000000e+09
9.765890000000001e-02 1.690130000000000e+08 3.930290000000000e+09 2.478750000000000e+09
9.832780000000001e-02 1.765720000000000e+08 4.117760000000000e+09 2.598010000000000e+09
9.899670000000001e-02 1.823810000000000e+08 4.264580000000000e+09 2.691640000000000e+09
9.966559999999999e-02 1.863450000000000e+08 4.368310000000000e+09 2.758050000000000e+09
1.003340000000000e-01 1.884110000000000e+08 4.427480000000000e+09 2.796330000000000e+09
1.010030000000000e-01 1.885690000000000e+08 4.441620000000000e+09 2.806150000000000e+09
1.016720000000000e-01 1.868470000000000e+08 4.411210000000000e+09 2.787810000000000e+09
1.023410000000000e-01 1.833140000000000e+08 4.337650000000000e+09 2.742150000000000e+09
1.030100000000000e-01 1.780730000000000e+08 4.223170000000000e+09 2.670590000000000e+09
1.036790000000000e-01 1.712580000000000e+08 4.070770000000000e+09 2.574990000000000e+09
1.043480000000000e-01 1.630330000000000e+08 3.884120000000000e+09 2.457670000000000e+09
1.050170000000000e-01 1.535830000000000e+08 3.667460000000000e+09 2.321300000000000e+09
1.056860000000000e-01 1.431120000000000e+08 3.425520000000000e+09 2.168840000000000e+09
1.063550000000000e-01 1.318380000000000e+08 3.163330000000000e+09 2.003490000000000e+09
1.070230000000000e-01 1.199870000000000e+08 2.886210000000000e+09 1.828570000000000e+09
1.076920000000000e-01 1.077890000000000e+08 2.599540000000000e+09 1.647510000000000e+09
1.083610000000000e-01 9.547310000000000e+07 2.308750000000000e+09 1.463740000000000e+09
1.090300000000000e-01 8.326110000000000e+07 2.019130000000000e+09 1.280590000000000e+09
1.096990000000000e-01 7.136540000000000e+07 1.735790000000000e+09 1.101310000000000e+09
1.103680000000000e-01 5.998460000000000e+07 1.463490000000000e+09 9.289210000000000e+08
1.110370000000000e-01 4.929900000000000e+07 1.206640000000000e+09 7.662160000000000e+08
1.117060000000000e-01 3.946880000000000e+07 9.691760000000000e+08 6.156920000000000e+08
1.123750000000000e-01 3.063100000000000e+07 7.544900000000000e+08 4.795170000000000e+08
1.130430000000000e-01 2.289750000000000e+07 5.654130000000000e+08 3.594940000000000e+08
1.137120000000000e-01 1.635430000000000e+07 4.041640000000000e+08 2.570430000000000e+08
1.143810000000000e-01 1.106030000000000e+07 2.723290000000000e+08 1.731850000000000e+08
1.150500000000000e-01 7.047480000000000e+06 1.708560000000000e+08 1.085360000000000e+08
1.157190000000000e-01 4.321030000000000e+06 1.000570000000000e+08 6.331030000000000e+07
1.163880000000000e-01 2.860620000000000e+06 5.962860000000000e+07 3.733270000000000e+07
1.170570000000000e-01 2.621660000000000e+06 4.868120000000000e+07 3.005550000000000e+07
1.177260000000000e-01 3.537150000000000e+06 6.577890000000000e+07 4.058410000000000e+07
1.183950000000000e-01 5.520010000000000e+06 1.089890000000000e+08 6.770810000000000e+07
1.190640000000000e-01 8.465560000000000e+06 1.759420000000000e+08 1.099380000000000e+08
1.197320000000000e-01 1.225440000000000e+07 2.638930000000000e+08 1.655440000000000e+08
1.204010000000000e-01 1.675530000000000e+07 3.697920000000000e+08 2.326030000000000e+08
1.210700000000000e-01 2.182850000000000e+07 4.903580000000000e+08 3.090410000000000e+08
1.217390000000000e-01 2.732870000000000e+07 6.221540000000000e+08 3.926850000000000e+08
1.224080000000000e-01 3.310840000000000e+07 7.616590000000000e+08 4.813030000000000e+08
1.230770000000000e-01 3.902060000000000e+07 9.053460000000000e+08 5.726590000000000e+08
1.237460000000000e-01 4.492220000000000e+07 1.049750000000000e+09 6.645520000000000e+08
1.244150000000000e-01 5.067650000000000e+07 1.191530000000000e+09 7.548630000000000e+08
1.250840000000000e-01 5.615550000000000e+07 1.327550000000000e+09 8.415900000000000e+08
1.257530000000000e-01 6.124250000000000e+07 1.454900000000000e+09 9.228880000000000e+08
1.264210000000000e-01 6.583380000000000e+07 1.570990000000000e+09 9.970940000000000e+08
1.270900000000000e-01 6.984010000000000e+07 1.673550000000000e+09 1.062760000000000e+09
1.277590000000000e-01 7.318800000000000e+07 1.760670000000000e+09 1.118670000000000e+09
1.284280000000000e-01 7.582080000000000e+07 1.830850000000000e+09 1.163850000000000e+09
1.290970000000000e-01 7.769850000000000e+07 1.882990000000000e+09 1.197590000000000e+09
1.297660000000000e-01 7.879850000000000e+07 1.916400000000000e+09 1.219440000000000e+09
1.304350000000000e-01 7.911510000000000e+07 1.930790000000000e+09 1.229210000000000e+09
1.311040000000000e-01 7.865880000000000e+07 1.926280000000000e+09 1.226960000000000e+09
1.317730000000000e-01 7.745540000000000e+07 1.903380000000000e+09 1.212990000000000e+09
1.324410000000000e-01 7.554530000000000e+07 1.862930000000000e+09 1.187840000000000e+09
1.331100000000000e-01 7.298130000000000e+07 1.806110000000000e+09 1.152240000000000e+09
1.337790000000000e-01 6.982770000000000e+07 1.734390000000000e+09 1.107120000000000e+09
1.344480000000000e-01 6.615810000000000e+07 1.649480000000000e+09 1.053560000000000e+09
1.351170000000000e-01 6.205390000000000e+07 1.553300000000000e+09 9.927680000000000e+08
1.357860000000000e-01 5.760190000000000e+07 1.447910000000000e+09 9.260600000000000e+08
1.364550000000000e-01 5.289250000000000e+07 1.335490000000000e+09 8.548180000000000e+08
1.371240000000000e-01 4.801800000000000e+07 1.218270000000000e+09 7.804640000000000e+08
1.377930000000000e-01 4.307000000000000e+07 1.098520000000000e+09 7.044320000000000e+08
1.384620000000000e-01 3.813840000000000e+07 9.784390000000000e+08 6.281350000000000e+08
1.391300000000000e-01 3.330890000000000e+07 8.601780000000000e+08 5.529400000000000e+08
1.397990000000000e-01 2.866200000000000e+07 7.457570000000000e+08 4.801410000000000e+08
1.404680000000000e-01 2.427120000000000e+07 6.370510000000000e+08 4.109380000000000e+08
1.411370000000000e-01 2.020200000000000e+07 5.357470000000000e+08 3.464130000000000e+08
1.418060000000000e-01 1.651100000000000e+07 4.433230000000000e+08 2.875160000000000e+08
1.424750000000000e-01 1.324500000000000e+07 3.610260000000000e+08 2.350500000000000e+08
1.431440000000000e-01 1.044030000000000e+07 2.898550000000000e+08 1.896620000000000e+08
1.438130000000000e-01 8.122740000000000e+06 2.305520000000000e+08 1.518340000000000e+08
1.444820000000000e-01 6.307530000000000e+06 1.835950000000000e+08 1.218810000000000e+08
1.451510000000000e-01 4.999230000000000e+06 1.492030000000000e+08 9.995130000000000e+07
1.458190000000000e-01 4.192260000000000e+06 1.273380000000000e+08 8.603010000000000e+07
1.464880000000000e-01 3.871360000000000e+06 1.177180000000000e+08 7.994590000000000e+07
1.471570000000000e-01 4.012390000000000e+06 1.198320000000000e+08 8.138020000000000e+07
1.478260000000000e-01 4.583090000000000e+06 1.329590000000000e+08 8.987960000000000e+07
1.484950000000000e-01 5.544160000000000e+06 1.561920000000000e+08 1.048700000000000e+08
1.491640000000000e-01 6.850280000000000e+06 1.884610000000000e+08 1.256730000000000e+08
1.498330000000000e-01 8.451350000000000e+06 2.285620000000000e+08 1.515240000000000e+08
1.505020000000000e-01 1.029360000000000e+07 2.751880000000000e+08 1.815890000000000e+08
1.511710000000000e-01 1.232090000000000e+07 3.269570000000000e+08 2.149850000000000e+08
1.518390000000000e-01 1.447610000000000e+07 3.824410000000000e+08 2.508010000000000e+08
1.525080000000000e-01 1.670180000000000e+07 4.402010000000000e+08 2.881140000000000e+08
1.531770000000000e-01 1.894200000000000e+07 4.988120000000000e+08 3.260100000000000e+08
1.538460000000000e-01 2.114300000000000e+07 5.568910000000000e+08 3.635990000000000e+08
1.545150000000000e-01 2.325410000000000e+07 6.131230000000000e+08 4.000380000000000e+08
1.551840000000000e-01 2.522890000000000e+07 6.662870000000000e+08 4.345360000000000e+08
1.558530000000000e-01 2.702580000000000e+07 7.152700000000000e+08 4.663770000000000e+08
1.565220000000000e-01 2.860870000000000e+07 7.590920000000000e+08 4.949240000000000e+08
1.571910000000000e-01 2.994740000000000e+07 7.969120000000000e+08 5.196320000000000e+08
1.578600000000000e-01 3.101800000000000e+07 8.280480000000000e+08 5.400560000000000e+08
1.585280000000000e-01 3.180320000000000e+07 8.519740000000000e+08 5.558490000000000e+08
1.591970000000000e-01 3.229200000000000e+07 8.683310000000000e+08 5.667750000000000e+08
1.598660000000000e-01 3.248010000000000e+07 8.769250000000000e+08 5.727010000000000e+08
1.605350000000000e-01 3.236940000000000e+07 8.777220000000000e+08 5.735960000000000e+08
1.612040000000000e-01 3.196780000000000e+07 8.708460000000000e+08 5.695330000000000e+08
1.618730000000000e-01 3.128880000000000e+07 8.565650000000000e+08 5.606780000000000e+08
1.625420000000000e-01 3.035070000000000e+07 8.352830000000000e+08 5.472840000000000e+08
1.632110000000000e-01 2.917650000000000e+07 8.075260000000000e+08 5.296820000000000e+08
1.638800000000000e-01 2.779270000000000e+07 7.739270000000000e+08 5.082750000000000e+08
1.645480000000000e-01 2.622910000000000e+07 7.352050000000000e+08 4.835210000000000e+08
1.652170000000000e-01 2.451780000000000e+07 6.921520000000000e+08 4.559270000000000e+08
1.658860000000000e-01 2.269240000000000e+07 6.456130000000000e+08 4.260340000000000e+08
1.665550000000000e-01 2.078740000000000e+07 5.964660000000000e+08 3.944060000000000e+08
1.672240000000000e-01 1.883750000000000e+07 5.456050000000000e+08 3.616180000000000e+08
1.678930000000000e-01 1.687690000000000e+07 4.939200000000000e+08 3.282440000000000e+08
1.685620000000000e-01 1.493830000000000e+07 4.422800000000000e+08 2.948470000000000e+08
1.692310000000000e-01 1.305280000000000e+07 3.915210000000000e+08 2.619650000000000e+08
1.699000000000000e-01 1.124930000000000e+07 3.424250000000000e+08 2.301080000000000e+08
1.705690000000000e-01 9.553570000000000e+06 2.957100000000000e+08 1.997430000000000e+08
1.712370000000000e-01 7.988430000000000e+06 2.520220000000000e+08 1.712900000000000e+08
1.719060000000000e-01 6.573130000000000e+06 2.119180000000000e+08 1.451140000000000e+08
1.725750000000000e-01 5.323220000000000e+06 1.758670000000000e+08 1.215240000000000e+08
1.732440000000000e-01 4.250390000000000e+06 1.442410000000000e+08 1.007650000000000e+08
1.739130000000000e-01 3.362460000000000e+06 1.173110000000000e+08 8.301970000000000e+07
1.745820000000000e-01 2.663380000000000e+06 9.525010000000000e+07 6.840520000000000e+07
1.752510000000000e-01 2.153330000000000e+06 7.813030000000000e+07 5.697520000000000e+07
1.759200000000000e-01 1.828900000000000e+06 6.592920000000000e+07 4.872110000000000e+07
1.765890000000000e-01 1.683330000000000e+06 5.853300000000000e+07 4.357570000000000e+07
1.772580000000000e-01 1.706820000000000e+06 5.574350000000000e+07 4.141650000000000e+07
1.779260000000000e-01 1.886820000000000e+06 5.728560000000000e+07 4.207090000000000e+07
1.785950000000000e-01 2.208450000000000e+06 6.281630000000000e+07 4.532210000000000e+07
1.792640000000000e-01 2.654900000000000e+06 7.193480000000000e+07 5.091510000000000e+07
1.799330000000000e-01 3.207820000000000e+06 8.419250000000000e+07 5.856330000000000e+07
1.806020000000000e-01 3.847790000000000e+06 9.910440000000000e+07 6.795590000000000e+07
1.812710000000000e-01 4.554740000000000e+06 1.161600000000000e+08 7.876490000000000e+07
1.819400000000000e-01 5.308360000000000e+06 1.348350000000000e+08 9.065230000000000e+07
1.826090000000000e-01 6.088530000000000e+06 1.546000000000000e+08 1.032770000000000e+08
1.832780000000000e-01 6.875700000000000e+06 1.749350000000000e+08 1.163020000000000e+08
1.839460000000000e-01 7.651200000000000e+06 1.953350000000000e+08 1.294000000000000e+08
1.846150000000000e-01 8.397630000000000e+06 2.153200000000000e+08 1.422590000000000e+08
1.852840000000000e-01 9.099080000000000e+06 2.344470000000000e+08 1.545910000000000e+08
1.859530000000000e-01 9.741380000000000e+06 2.523090000000000e+08 1.661300000000000e+08
1.866220000000000e-01 1.031230000000000e+07 2.685490000000000e+08 1.766430000000000e+08
1.872910000000000e-01 1.080160000000000e+07 2.828610000000000e+08 1.859280000000000e+08
1.879600000000000e-01 1.120130000000000e+07 2.949900000000000e+08 1.938180000000000e+08
1.886290000000000e-01 1.150550000000000e+07 3.047410000000000e+08 2.001830000000000e+08
1.892980000000000e-01 1.171070000000000e+07 3.119750000000000e+08 2.049300000000000e+08
1.899670000000000e-01 1.181520000000000e+07 3.166100000000000e+08 2.080030000000000e+08
1.906350000000000e-01 1.181970000000000e+07 3.186220000000000e+08 2.093820000000000e+08
1.913040000000000e-01 1.172660000000000e+07 3.180360000000000e+08 2.090840000000000e+08
1.919730000000000e-01 1.154010000000000e+07 3.149310000000000e+08 2.071540000000000e+08
1.926420000000000e-01 1.126620000000000e+07 3.094310000000000e+08 2.036720000000000e+08
1.933110000000000e-01 1.091200000000000e+07 3.016980000000000e+08 1.987420000000000e+08
1.939800000000000e-01 1.048600000000000e+07 2.919340000000000e+08 1.924920000000000e+08
1.946490000000000e-01 9.997570000000000e+06 2.803680000000000e+08 1.850690000000000e+08
1.953180000000000e-01 9.456680000000000e+06 2.672530000000000e+08 1.766380000000000e+08
1.959870000000000e-01 8.873880000000000e+06 2.528580000000000e+08 1.673730000000000e+08
1.966560000000000e-01 8.259920000000000e+06 2.374660000000000e+08 1.574570000000000e+08
1.973240000000000e-01 7.625540000000000e+06 2.213620000000000e+08 1.470770000000000e+08
1.979930000000000e-01 6.981290000000000e+06 2.048320000000000e+08 1.364160000000000e+08
1.986620000000000e-01 6.337310000000000e+06 1.881530000000000e+08 1.256580000000000e+08
1.993310000000000e-01 5.703160000000000e+06 1.715930000000000e+08 1.149750000000000e+08
2.000000000000000e-01 5.087660000000000e+06 1.553990000000000e+08 1.045320000000000e+08
