<X> <Y> <dY> <dX>
6.086960000000000e-02 2.999980000000000e+08 3.082080000000000e+09 1.487080000000000e+09
6.153850000000000e-02 2.962150000000000e+08 3.048500000000000e+09 1.471900000000000e+09
6.220740000000000e-02 2.926690000000000e+08 3.014520000000000e+09 1.455930000000000e+09
6.287630000000000e-02 2.892750000000000e+08 2.979590000000000e+09 1.438960000000000e+09
6.354520000000000e-02 2.859640000000000e+08 2.943300000000000e+09 1.420880000000000e+09
6.421399999999999e-02 2.826810000000000e+08 2.905400000000000e+09 1.401620000000000e+09
6.488289999999999e-02 2.793840000000000e+08 2.865720000000000e+09 1.381180000000000e+09
6.555179999999999e-02 2.760410000000000e+08 2.824200000000000e+09 1.359590000000000e+09
6.622069999999999e-02 2.726270000000000e+08 2.780840000000000e+09 1.336890000000000e+09
6.688959999999999e-02 2.691270000000000e+08 2.735720000000000e+09 1.313180000000000e+09
6.755849999999999e-02 2.655300000000000e+08 2.688930000000000e+09 1.288540000000000e+09
6.822739999999999e-02 2.618300000000000e+08 2.640630000000000e+09 1.263100000000000e+09
6.889629999999999e-02 2.580250000000000e+08 2.590950000000000e+09 1.236980000000000e+09
6.956519999999999e-02 2.541150000000000e+08 2.540090000000000e+09 1.210280000000000e+09
7.023409999999999e-02 2.501000000000000e+08 2.488210000000000e+09 1.183130000000000e+09
7.090299999999999e-02 2.459860000000000e+08 2.435480000000000e+09 1.155630000000000e+09
7.157189999999999e-02 2.417750000000000e+08 2.382070000000000e+09 1.127910000000000e+09
7.224079999999999e-02 2.374720000000000e+08 2.328140000000000e+09 1.100050000000000e+09
7.290969999999999e-02 2.330810000000000e+08 2.273840000000000e+09 1.072150000000000e+09
7.357859999999999e-02 2.286060000000000e+08 2.219280000000000e+09 1.044280000000000e+09
7.424749999999999e-02 2.240520000000000e+08 2.164580000000000e+09 1.016520000000000e+09
7.491639999999999e-02 2.194230000000000e+08 2.109850000000000e+09 9.889210000000000e+08
7.558529999999999e-02 2.147210000000000e+08 2.055160000000000e+09 9.615350000000000e+08
7.625419999999999e-02 2.099520000000000e+08 2.000590000000000e+09 9.344050000000000e+08
7.692309999999999e-02 2.051170000000000e+08 1.946200000000000e+09 9.075620000000000e+08
7.759199999999999e-02 2.002210000000000e+08 1.892040000000000e+09 8.810340000000000e+08
7.826089999999999e-02 1.952660000000000e+08 1.838160000000000e+09 8.548410000000000e+08
7.892979999999999e-02 1.902570000000000e+08 1.784580000000000e+09 8.289980000000000e+08
7.959869999999999e-02 1.851980000000000e+08 1.731330000000000e+09 8.035180000000000e+08
8.026759999999999e-02 1.800940000000000e+08 1.678460000000000e+09 7.784080000000000e+08
8.093649999999999e-02 1.749490000000000e+08 1.625990000000000e+09 7.536770000000000e+08
8.160539999999999e-02 1.697710000000000e+08 1.573950000000000e+09 7.293310000000000e+08
8.227420000000001e-02 1.645650000000000e+08 1.522380000000000e+09 7.053770000000000e+08
8.294310000000001e-02 1.593390000000000e+08 1.471300000000000e+09 6.818220000000000e+08
8.361200000000001e-02 1.541010000000000e+08 1.420770000000000e+09 6.586760000000000e+08
8.428090000000001e-02 1.488610000000000e+08 1.370830000000000e+09 6.359480000000000e+08
8.494980000000001e-02 1.436290000000000e+08 1.321530000000000e+09 6.136510000000000e+08
8.561870000000001e-02 1.384140000000000e+08 1.272930000000000e+09 5.918000000000000e+08
8.628760000000001e-02 1.332290000000000e+08 1.225090000000000e+09 5.704120000000000e+08
8.695650000000001e-02 1.280850000000000e+08 1.178080000000000e+09 5.495060000000000e+08
8.762540000000001e-02 1.229940000000000e+08 1.131970000000000e+09 5.291040000000000e+08
8.829430000000001e-02 1.179680000000000e+08 1.086830000000000e+09 5.092270000000000e+08
8.896320000000001e-02 1.130210000000000e+08 1.042750000000000e+09 4.898990000000000e+08
8.963210000000001e-02 1.081640000000000e+08 9.997960000000000e+08 4.711470000000000e+08
9.030100000000001e-02 1.034100000000000e+08 9.580490000000000e+08 4.529940000000000e+08
9.096990000000001e-02 9.877130000000000e+07 9.175850000000000e+08 4.354660000000000e+08
9.163880000000001e-02 9.425950000000000e+07 8.784790000000000e+08 4.185870000000000e+08
9.230770000000001e-02 8.988560000000000e+07 8.407990000000000e+08 4.023810000000000e+08
9.297660000000001e-02 8.565980000000000e+07 8.046120000000000e+08 3.868680000000000e+08
9.364550000000001e-02 8.159160000000000e+07 7.699750000000000e+08 3.720680000000000e+08
9.431440000000001e-02 7.768950000000000e+07 7.369400000000000e+08 3.579970000000000e+08
9.498330000000001e-02 7.396100000000000e+07 7.055510000000000e+08 3.446680000000000e+08
9.565220000000001e-02 7.041240000000000e+07 6.758430000000000e+08 3.320900000000000e+08
9.632110000000001e-02 6.704870000000000e+07 6.478390000000000e+08 3.202710000000000e+08
9.699000000000001e-02 6.387380000000000e+07 6.215560000000000e+08 3.092100000000000e+08
9.765890000000001e-02 6.089030000000000e+07 5.969980000000000e+08 2.989070000000000e+08
9.832780000000001e-02 5.809960000000000e+07 5.741590000000000e+08 2.893550000000000e+08
9.899670000000001e-02 5.550180000000000e+07 5.530250000000000e+08 2.805410000000000e+08
9.966559999999999e-02 5.309560000000000e+07 5.335700000000000e+08 2.724530000000000e+08
1.003340000000000e-01 5.087890000000000e+07 5.157570000000000e+08 2.650690000000000e+08
1.010030000000000e-01 4.884810000000000e+07 4.995420000000000e+08 2.583680000000000e+08
1.016720000000000e-01 4.699870000000000e+07 4.848720000000000e+08 2.523230000000000e+08
1.023410000000000e-01 4.532550000000000e+07 4.716860000000000e+08 2.469050000000000e+08
1.030100000000000e-01 4.382200000000000e+07 4.599160000000000e+08 2.420790000000000e+08
1.036790000000000e-01 4.248130000000000e+07 4.494880000000000e+08 2.378130000000000e+08
1.043480000000000e-01 4.129570000000000e+07 4.403230000000000e+08 2.340670000000000e+08
1.050170000000000e-01 4.025690000000000e+07 4.323390000000000e+08 2.308050000000000e+08
1.056860000000000e-01 3.935640000000000e+07 4.254480000000000e+08 2.279860000000000e+08
1.063550000000000e-01 3.858530000000000e+07 4.195640000000000e+08 2.255700000000000e+08
1.070230000000000e-01 3.793430000000000e+07 4.145980000000000e+08 2.235150000000000e+08
1.076920000000000e-01 3.739420000000000e+07 4.104610000000000e+08 2.217830000000000e+08
1.083610000000000e-01 3.695600000000000e+07 4.070660000000000e+08 2.203340000000000e+08
1.090300000000000e-01 3.661030000000000e+07 4.043280000000000e+08 2.191280000000000e+08
1.096990000000000e-01 3.634850000000000e+07 4.021640000000000e+08 2.181300000000000e+08
1.103680000000000e-01 3.616170000000000e+07 4.004950000000000e+08 2.173040000000000e+08
1.110370000000000e-01 3.604180000000000e+07 3.992460000000000e+08 2.166170000000000e+08
1.117060000000000e-01 3.598070000000000e+07 3.983470000000000e+08 2.160380000000000e+08
1.123750000000000e-01 3.597100000000000e+07 3.977330000000000e+08 2.155390000000000e+08
1.130430000000000e-01 3.600570000000000e+07 3.973430000000000e+08 2.150950000000000e+08
1.137120000000000e-01 3.607810000000000e+07 3.971250000000000e+08 2.146820000000000e+08
1.143810000000000e-01 3.618240000000000e+07 3.970280000000000e+08 2.142810000000000e+08
1.150500000000000e-01 3.631300000000000e+07 3.970110000000000e+08 2.138750000000000e+08
1.157190000000000e-01 3.646490000000000e+07 3.970360000000000e+08 2.134470000000000e+08
1.163880000000000e-01 3.663350000000000e+07 3.970700000000000e+08 2.129880000000000e+08
1.170570000000000e-01 3.681480000000000e+07 3.970880000000000e+08 2.124860000000000e+08
1.177260000000000e-01 3.700530000000000e+07 3.970680000000000e+08 2.119350000000000e+08
1.183950000000000e-01 3.720160000000000e+07 3.969910000000000e+08 2.113290000000000e+08
1.190640000000000e-01 3.740100000000000e+07 3.968450000000000e+08 2.106660000000000e+08
1.197320000000000e-01 3.760100000000000e+07 3.966190000000000e+08 2.099440000000000e+08
1.204010000000000e-01 3.779940000000000e+07 3.963070000000000e+08 2.091630000000000e+08
1.210700000000000e-01 3.799440000000000e+07 3.959040000000000e+08 2.083240000000000e+08
1.217390000000000e-01 3.818410000000000e+07 3.954090000000000e+08 2.074300000000000e+08
1.224080000000000e-01 3.836700000000000e+07 3.948210000000000e+08 2.064820000000000e+08
1.230770000000000e-01 3.854180000000000e+07 3.941400000000000e+08 2.054850000000000e+08
1.237460000000000e-01 3.870720000000000e+07 3.933680000000000e+08 2.044430000000000e+08
1.244150000000000e-01 3.886190000000000e+07 3.925070000000000e+08 2.033580000000000e+08
1.250840000000000e-01 3.900490000000000e+07 3.915580000000000e+08 2.022360000000000e+08
1.257530000000000e-01 3.913490000000000e+07 3.905230000000000e+08 2.010790000000000e+08
1.264210000000000e-01 3.925090000000000e+07 3.894020000000000e+08 1.998900000000000e+08
1.270900000000000e-01 3.935170000000000e+07 3.881960000000000e+08 1.986710000000000e+08
1.277590000000000e-01 3.943620000000000e+07 3.869040000000000e+08 1.974260000000000e+08
1.284280000000000e-01 3.950330000000000e+07 3.855240000000000e+08 1.961550000000000e+08
1.290970000000000e-01 3.955190000000000e+07 3.840520000000000e+08 1.948580000000000e+08
1.297660000000000e-01 3.958080000000000e+07 3.824860000000000e+08 1.935370000000000e+08
1.304350000000000e-01 3.958880000000000e+07 3.808200000000000e+08 1.921890000000000e+08
1.311040000000000e-01 3.957500000000000e+07 3.790480000000000e+08 1.908150000000000e+08
1.317730000000000e-01 3.953820000000000e+07 3.771640000000000e+08 1.894120000000000e+08
1.324410000000000e-01 3.947750000000000e+07 3.751620000000000e+08 1.879780000000000e+08
1.331100000000000e-01 3.939190000000000e+07 3.730330000000000e+08 1.865100000000000e+08
1.337790000000000e-01 3.928070000000000e+07 3.707700000000000e+08 1.850060000000000e+08
1.344480000000000e-01 3.914310000000000e+07 3.683670000000000e+08 1.834620000000000e+08
1.351170000000000e-01 3.897860000000000e+07 3.658160000000000e+08 1.818760000000000e+08
1.357860000000000e-01 3.878690000000000e+07 3.631120000000000e+08 1.802440000000000e+08
1.364550000000000e-01 3.856760000000000e+07 3.602480000000000e+08 1.785650000000000e+08
1.371240000000000e-01 3.832090000000000e+07 3.572210000000000e+08 1.768340000000000e+08
1.377930000000000e-01 3.804700000000000e+07 3.540280000000000e+08 1.750510000000000e+08
1.384620000000000e-01 3.774630000000000e+07 3.506660000000000e+08 1.732140000000000e+08
1.391300000000000e-01 3.741930000000000e+07 3.471370000000000e+08 1.713220000000000e+08
1.397990000000000e-01 3.706710000000000e+07 3.434430000000000e+08 1.693750000000000e+08
1.404680000000000e-01 3.669080000000000e+07 3.395860000000000e+08 1.673740000000000e+08
1.411370000000000e-01 3.629160000000000e+07 3.355720000000000e+08 1.653190000000000e+08
1.418060000000000e-01 3.587110000000000e+07 3.314090000000000e+08 1.632130000000000e+08
1.424750000000000e-01 3.543100000000000e+07 3.271070000000000e+08 1.610590000000000e+08
1.431440000000000e-01 3.497330000000000e+07 3.226760000000000e+08 1.588610000000000e+08
1.438130000000000e-01 3.450010000000000e+07 3.181280000000000e+08 1.566220000000000e+08
1.444820000000000e-01 3.401360000000000e+07 3.134790000000000e+08 1.543490000000000e+08
1.451510000000000e-01 3.351610000000000e+07 3.087450000000000e+08 1.520470000000000e+08
1.458190000000000e-01 3.301010000000000e+07 3.039410000000000e+08 1.497230000000000e+08
1.464880000000000e-01 3.249800000000000e+07 2.990860000000000e+08 1.473830000000000e+08
1.471570000000000e-01 3.198240000000000e+07 2.941980000000000e+08 1.450350000000000e+08
1.478260000000000e-01 3.146580000000000e+07 2.892980000000000e+08 1.426870000000000e+08
1.484950000000000e-01 3.095060000000000e+07 2.844030000000000e+08 1.403450000000000e+08
1.491640000000000e-01 3.043930000000000e+07 2.795340000000000e+08 1.380190000000000e+08
1.498330000000000e-01 2.993430000000000e+07 2.747090000000000e+08 1.357160000000000e+08
1.505020000000000e-01 2.943770000000000e+07 2.699470000000000e+08 1.334430000000000e+08
1.511710000000000e-01 2.895150000000000e+07 2.652650000000000e+08 1.312090000000000e+08
1.518390000000000e-01 2.847770000000000e+07 2.606810000000000e+08 1.290190000000000e+08
1.525080000000000e-01 2.801800000000000e+07 2.562090000000000e+08 1.268800000000000e+08
1.531770000000000e-01 2.757380000000000e+07 2.518640000000000e+08 1.247990000000000e+08
1.538460000000000e-01 2.714650000000000e+07 2.476570000000000e+08 1.227800000000000e+08
1.545150000000000e-01 2.673710000000000e+07 2.435990000000000e+08 1.208280000000000e+08
1.551840000000000e-01 2.634630000000000e+07 2.396990000000000e+08 1.189470000000000e+08
1.558530000000000e-01 2.597470000000000e+07 2.359630000000000e+08 1.171390000000000e+08
1.565220000000000e-01 2.562280000000000e+07 2.323960000000000e+08 1.154060000000000e+08
1.571910000000000e-01 2.529040000000000e+07 2.290000000000000e+08 1.137500000000000e+08
1.578600000000000e-01 2.497750000000000e+07 2.257770000000000e+08 1.121710000000000e+08
1.585280000000000e-01 2.468380000000000e+07 2.227240000000000e+08 1.106680000000000e+08
1.591970000000000e-01 2.440860000000000e+07 2.198380000000000e+08 1.092400000000000e+08
1.598660000000000e-01 2.415120000000000e+07 2.171140000000000e+08 1.078840000000000e+08
1.605350000000000e-01 2.391070000000000e+07 2.145450000000000e+08 1.065970000000000e+08
1.612040000000000e-01 2.368600000000000e+07 2.121240000000000e+08 1.053760000000000e+08
1.618730000000000e-01 2.347590000000000e+07 2.098400000000000e+08 1.042170000000000e+08
1.625420000000000e-01 2.327920000000000e+07 2.076840000000000e+08 1.031140000000000e+08
1.632110000000000e-01 2.309450000000000e+07 2.056420000000000e+08 1.020620000000000e+08
1.638800000000000e-01 2.292030000000000e+07 2.037050000000000e+08 1.010560000000000e+08
1.645480000000000e-01 2.275530000000000e+07 2.018570000000000e+08 1.000900000000000e+08
1.652170000000000e-01 2.259800000000000e+07 2.000880000000000e+08 9.915740000000000e+07
1.658860000000000e-01 2.244710000000000e+07 1.983830000000000e+08 9.825330000000000e+07
1.665550000000000e-01 2.230120000000000e+07 1.967300000000000e+08 9.737140000000000e+07
1.672240000000000e-01 2.215900000000000e+07 1.951180000000000e+08 9.650590000000000e+07
1.678930000000000e-01 2.201930000000000e+07 1.935330000000000e+08 9.565140000000000e+07
1.685620000000000e-01 2.188120000000000e+07 1.919650000000000e+08 9.480270000000000e+07
1.692310000000000e-01 2.174350000000000e+07 1.904040000000000e+08 9.395510000000000e+07
1.699000000000000e-01 2.160550000000000e+07 1.888410000000000e+08 9.310440000000000e+07
1.705690000000000e-01 2.146650000000000e+07 1.872680000000000e+08 9.224690000000000e+07
1.712370000000000e-01 2.132600000000000e+07 1.856790000000000e+08 9.137940000000000e+07
1.719060000000000e-01 2.118350000000000e+07 1.840690000000000e+08 9.049940000000000e+07
1.725750000000000e-01 2.103890000000000e+07 1.824330000000000e+08 8.960510000000000e+07
1.732440000000000e-01 2.089210000000000e+07 1.807700000000000e+08 8.869530000000000e+07
1.739130000000000e-01 2.074310000000000e+07 1.790780000000000e+08 8.776930000000000e+07
1.745820000000000e-01 2.059210000000000e+07 1.773580000000000e+08 8.682730000000000e+07
1.752510000000000e-01 2.043940000000000e+07 1.756110000000000e+08 8.587000000000000e+07
1.759200000000000e-01 2.028560000000000e+07 1.738400000000000e+08 8.489880000000000e+07
1.765890000000000e-01 2.013100000000000e+07 1.720490000000000e+08 8.391540000000000e+07
1.772580000000000e-01 1.997640000000000e+07 1.702440000000000e+08 8.292230000000000e+07
1.779260000000000e-01 1.982250000000000e+07 1.684300000000000e+08 8.192230000000000e+07
1.785950000000000e-01 1.966990000000000e+07 1.666140000000000e+08 8.091860000000000e+07
1.792640000000000e-01 1.951960000000000e+07 1.648040000000000e+08 7.991490000000000e+07
1.799330000000000e-01 1.937220000000000e+07 1.630060000000000e+08 7.891480000000000e+07
1.806020000000000e-01 1.922870000000000e+07 1.612300000000000e+08 7.792250000000000e+07
1.812710000000000e-01 1.908980000000000e+07 1.594830000000000e+08 7.694200000000000e+07
1.819400000000000e-01 1.895630000000000e+07 1.577740000000000e+08 7.597750000000000e+07
1.826090000000000e-01 1.882890000000000e+07 1.561110000000000e+08 7.503320000000000e+07
1.832780000000000e-01 1.870840000000000e+07 1.545010000000000e+08 7.411290000000000e+07
1.839460000000000e-01 1.859520000000000e+07 1.529530000000000e+08 7.322070000000000e+07
1.846150000000000e-01 1.848990000000000e+07 1.514730000000000e+08 7.236000000000000e+07
1.852840000000000e-01 1.839300000000000e+07 1.500670000000000e+08 7.153420000000000e+07
1.859530000000000e-01 1.830480000000000e+07 1.487400000000000e+08 7.074640000000000e+07
1.866220000000000e-01 1.822550000000000e+07 1.474980000000000e+08 6.999900000000000e+07
1.872910000000000e-01 1.815520000000000e+07 1.463430000000000e+08 6.929440000000000e+07
1.879600000000000e-01 1.809390000000000e+07 1.452790000000000e+08 6.863410000000000e+07
1.886290000000000e-01 1.804160000000000e+07 1.443080000000000e+08 6.801950000000000e+07
1.892980000000000e-01 1.799810000000000e+07 1.434290000000000e+08 6.745130000000000e+07
1.899670000000000e-01 1.796290000000000e+07 1.426420000000000e+08 6.692970000000000e+07
1.906350000000000e-01 1.793590000000000e+07 1.419470000000000e+08 6.645460000000000e+07
1.913040000000000e-01 1.791630000000000e+07 1.413410000000000e+08 6.602520000000000e+07
1.919730000000000e-01 1.790380000000000e+07 1.408210000000000e+08 6.564040000000000e+07
1.926420000000000e-01 1.789760000000000e+07 1.403820000000000e+08 6.529840000000000e+07
1.933110000000000e-01 1.789700000000000e+07 1.400200000000000e+08 6.499730000000000e+07
1.939800000000000e-01 1.790130000000000e+07 1.397290000000000e+08 6.473460000000000e+07
1.946490000000000e-01 1.790970000000000e+07 1.395030000000000e+08 6.450750000000000e+07
1.953180000000000e-01 1.792140000000000e+07 1.393350000000000e+08 6.431290000000000e+07
1.959870000000000e-01 1.793540000000000e+07 1.392180000000000e+08 6.414740000000000e+07
1.966560000000000e-01 1.795100000000000e+07 1.391450000000000e+08 6.400750000000000e+07
1.973240000000000e-01 1.796740000000000e+07 1.391070000000000e+08 6.388940000000000e+07
1.979930000000000e-01 1.798370000000000e+07 1.390970000000000e+08 6.378920000000000e+07
1.986620000000000e-01 1.799900000000000e+07 1.391060000000000e+08 6.370290000000000e+07
1.993310000000000e-01 1.801270000000000e+07 1.391270000000000e+08 6.362670000000000e+07
2.000000000000000e-01 1.802410000000000e+07 1.391520000000000e+08 6.355650000000000e+07
