<X> <Y> <dY> <dX>
4.347830000000000e-02 2.751760000000000e+09 3.733210000000000e+10 1.983390000000000e+10
4.414720000000000e-02 2.408570000000000e+09 3.268840000000000e+10 1.736780000000000e+10
4.481610000000000e-02 2.090880000000000e+09 2.838910000000000e+10 1.508500000000000e+10
4.548490000000000e-02 1.811490000000000e+09 2.460860000000000e+10 1.307810000000000e+10
4.615380000000000e-02 1.579200000000000e+09 2.146710000000000e+10 1.141100000000000e+10
4.682270000000000e-02 1.398430000000000e+09 1.902490000000000e+10 1.011590000000000e+10
4.749160000000000e-02 1.269270000000000e+09 1.728290000000000e+10 9.193160000000000e+09
4.816050000000000e-02 1.187990000000000e+09 1.618960000000000e+10 8.615120000000000e+09
4.882940000000000e-02 1.147860000000000e+09 1.565280000000000e+10 8.332410000000000e+09
4.949830000000000e-02 1.140250000000000e+09 1.555370000000000e+10 8.281740000000000e+09
5.016720000000000e-02 1.155780000000000e+09 1.576410000000000e+10 8.394540000000000e+09
5.083610000000000e-02 1.185460000000000e+09 1.616090000000000e+10 8.605130000000000e+09
5.150500000000000e-02 1.221550000000000e+09 1.663860000000000e+10 8.857450000000000e+09
5.217390000000000e-02 1.258230000000000e+09 1.711830000000000e+10 9.109530000000000e+09
5.284280000000000e-02 1.291780000000000e+09 1.755070000000000e+10 9.335370000000000e+09
5.351170000000000e-02 1.320540000000000e+09 1.791500000000000e+10 9.524180000000000e+09
5.418060000000000e-02 1.344510000000000e+09 1.821310000000000e+10 9.677380000000000e+09
5.484950000000000e-02 1.364700000000000e+09 1.846110000000000e+10 9.803990000000000e+09
5.551840000000000e-02 1.382460000000000e+09 1.867950000000000e+10 9.915360000000000e+09
5.618730000000000e-02 1.398780000000000e+09 1.888380000000000e+10 1.002010000000000e+10
5.685620000000000e-02 1.413780000000000e+09 1.907690000000000e+10 1.011990000000000e+10
5.752510000000000e-02 1.426390000000000e+09 1.924480000000000e+10 1.020770000000000e+10
5.819400000000000e-02 1.434320000000000e+09 1.935650000000000e+10 1.026690000000000e+10
5.886290000000000e-02 1.434300000000000e+09 1.936670000000000e+10 1.027330000000000e+10
5.953180000000000e-02 1.422550000000000e+09 1.922260000000000e+10 1.019870000000000e+10
6.020070000000000e-02 1.395370000000000e+09 1.887250000000000e+10 1.001530000000000e+10
6.086960000000000e-02 1.349850000000000e+09 1.827470000000000e+10 9.700570000000000e+09
6.153850000000000e-02 1.284440000000000e+09 1.740650000000000e+10 9.242170000000000e+09
6.220740000000000e-02 1.199420000000000e+09 1.626980000000000e+10 8.640920000000000e+09
6.287630000000000e-02 1.097110000000000e+09 1.489510000000000e+10 7.912770000000000e+09
6.354520000000000e-02 9.818680000000000e+08 1.334070000000000e+10 7.088530000000000e+09
6.421399999999999e-02 8.597620000000000e+08 1.168850000000000e+10 6.211720000000000e+09
6.488289999999999e-02 7.380410000000000e+08 1.003700000000000e+10 5.334640000000000e+09
6.555179999999999e-02 6.244420000000000e+08 8.491520000000000e+09 4.513370000000000e+09
6.622069999999999e-02 5.264140000000000e+08 7.153890000000000e+09 3.802020000000000e+09
6.688959999999999e-02 4.503560000000000e+08 6.111690000000000e+09 3.247250000000000e+09
6.755849999999999e-02 4.009610000000000e+08 5.429430000000000e+09 2.883410000000000e+09
6.822739999999999e-02 3.807390000000000e+08 5.141960000000000e+09 2.729090000000000e+09
6.889629999999999e-02 3.897640000000000e+08 5.251000000000000e+09 2.785260000000000e+09
6.956519999999999e-02 4.256710000000000e+08 5.725090000000000e+09 3.035280000000000e+09
7.023409999999999e-02 4.838950000000000e+08 6.502820000000000e+09 3.446560000000000e+09
7.090299999999999e-02 5.581150000000000e+08 7.498870000000000e+09 3.973820000000000e+09
7.157189999999999e-02 6.408490000000000e+08 8.612090000000000e+09 4.563380000000000e+09
7.224079999999999e-02 7.241410000000000e+08 9.734840000000000e+09 5.158130000000000e+09
7.290969999999999e-02 8.002610000000000e+08 1.076250000000000e+10 5.702540000000000e+09
7.357859999999999e-02 8.623590000000000e+08 1.160220000000000e+10 6.147410000000000e+09
7.424749999999999e-02 9.050090000000000e+08 1.218060000000000e+10 6.453730000000000e+09
7.491639999999999e-02 9.246060000000000e+08 1.244850000000000e+10 6.595570000000000e+09
7.558529999999999e-02 9.195870000000000e+08 1.238480000000000e+10 6.561620000000000e+09
7.625419999999999e-02 8.904720000000000e+08 1.199610000000000e+10 6.355520000000000e+09
7.692309999999999e-02 8.397240000000000e+08 1.131550000000000e+10 5.994800000000000e+09
7.759199999999999e-02 7.714570000000000e+08 1.039840000000000e+10 5.508830000000000e+09
7.826089999999999e-02 6.910180000000000e+08 9.316760000000000e+09 4.935790000000000e+09
7.892979999999999e-02 6.044920000000000e+08 8.152650000000000e+09 4.319160000000000e+09
7.959869999999999e-02 5.181610000000000e+08 6.990730000000000e+09 3.703810000000000e+09
8.026759999999999e-02 4.379730000000000e+08 5.911180000000000e+09 3.132230000000000e+09
8.093649999999999e-02 3.690570000000000e+08 4.983200000000000e+09 2.641050000000000e+09
8.160539999999999e-02 3.153330000000000e+08 4.259600000000000e+09 2.258210000000000e+09
8.227420000000001e-02 2.792280000000000e+08 3.773100000000000e+09 2.001010000000000e+09
8.294310000000001e-02 2.615430000000000e+08 3.534390000000000e+09 1.875030000000000e+09
8.361200000000001e-02 2.614570000000000e+08 3.532300000000000e+09 1.874300000000000e+09
8.428090000000001e-02 2.766820000000000e+08 3.735830000000000e+09 1.982300000000000e+09
8.494980000000001e-02 3.037400000000000e+08 4.097960000000000e+09 2.174060000000000e+09
8.561870000000001e-02 3.383450000000000e+08 4.560750000000000e+09 2.418810000000000e+09
8.628760000000001e-02 3.758380000000000e+08 5.061280000000000e+09 2.683190000000000e+09
8.695650000000001e-02 4.116460000000000e+08 5.537880000000000e+09 2.934510000000000e+09
8.762540000000001e-02 4.417060000000000e+08 5.935900000000000e+09 3.143850000000000e+09
8.829430000000001e-02 4.628290000000000e+08 6.212520000000000e+09 3.288580000000000e+09
8.896320000000001e-02 4.729440000000000e+08 6.340220000000000e+09 3.354220000000000e+09
8.963210000000001e-02 4.712330000000000e+08 6.308400000000000e+09 3.335260000000000e+09
9.030100000000001e-02 4.581140000000000e+08 6.123200000000000e+09 3.235110000000000e+09
9.096990000000001e-02 4.351070000000000e+08 5.805640000000000e+09 3.065020000000000e+09
9.163880000000001e-02 4.045880000000000e+08 5.388210000000000e+09 2.842320000000000e+09
9.230770000000001e-02 3.694710000000000e+08 4.910530000000000e+09 2.588110000000000e+09
9.297660000000001e-02 3.328540000000000e+08 4.414560000000000e+09 2.324650000000000e+09
9.364550000000001e-02 2.976810000000000e+08 3.939920000000000e+09 2.072950000000000e+09
9.431440000000001e-02 2.664390000000000e+08 3.519950000000000e+09 1.850600000000000e+09
9.498330000000001e-02 2.409500000000000e+08 3.178760000000000e+09 1.670310000000000e+09
9.565220000000001e-02 2.222460000000000e+08 2.929710000000000e+09 1.539010000000000e+09
9.632110000000001e-02 2.105580000000000e+08 2.775270000000000e+09 1.457900000000000e+09
9.699000000000001e-02 2.053930000000000e+08 2.708170000000000e+09 1.422970000000000e+09
9.765890000000001e-02 2.056910000000000e+08 2.713600000000000e+09 1.426250000000000e+09
9.832780000000001e-02 2.100280000000000e+08 2.771970000000000e+09 1.457300000000000e+09
9.899670000000001e-02 2.168340000000000e+08 2.861960000000000e+09 1.504750000000000e+09
9.966559999999999e-02 2.245980000000000e+08 2.963240000000000e+09 1.557870000000000e+09
1.003340000000000e-01 2.320300000000000e+08 3.058750000000000e+09 1.607660000000000e+09
1.010030000000000e-01 2.381710000000000e+08 3.136040000000000e+09 1.647600000000000e+09
1.016720000000000e-01 2.424350000000000e+08 3.187830000000000e+09 1.673980000000000e+09
1.023410000000000e-01 2.445940000000000e+08 3.211670000000000e+09 1.685620000000000e+09
1.030100000000000e-01 2.447060000000000e+08 3.209030000000000e+09 1.683420000000000e+09
1.036790000000000e-01 2.430290000000000e+08 3.183890000000000e+09 1.669600000000000e+09
1.043480000000000e-01 2.399080000000000e+08 3.141260000000000e+09 1.646880000000000e+09
1.050170000000000e-01 2.356810000000000e+08 3.085860000000000e+09 1.617790000000000e+09
1.056860000000000e-01 2.306130000000000e+08 3.021160000000000e+09 1.584150000000000e+09
1.063550000000000e-01 2.248530000000000e+08 2.948880000000000e+09 1.546810000000000e+09
1.070230000000000e-01 2.184380000000000e+08 2.869050000000000e+09 1.505710000000000e+09
1.076920000000000e-01 2.113240000000000e+08 2.780460000000000e+09 1.460090000000000e+09
1.083610000000000e-01 2.034390000000000e+08 2.681480000000000e+09 1.408950000000000e+09
1.090300000000000e-01 1.947380000000000e+08 2.570880000000000e+09 1.351540000000000e+09
1.096990000000000e-01 1.852670000000000e+08 2.448660000000000e+09 1.287740000000000e+09
1.103680000000000e-01 1.751890000000000e+08 2.316620000000000e+09 1.218420000000000e+09
1.110370000000000e-01 1.648040000000000e+08 2.178470000000000e+09 1.145510000000000e+09
1.117060000000000e-01 1.545260000000000e+08 2.039720000000000e+09 1.071900000000000e+09
1.123750000000000e-01 1.448430000000000e+08 1.907040000000000e+09 1.001150000000000e+09
1.130430000000000e-01 1.362590000000000e+08 1.787450000000000e+09 9.370300000000000e+08
1.137120000000000e-01 1.292240000000000e+08 1.687400000000000e+09 8.830290000000000e+08
1.143810000000000e-01 1.240710000000000e+08 1.611860000000000e+09 8.418690000000000e+08
1.150500000000000e-01 1.209680000000000e+08 1.563610000000000e+09 8.151170000000000e+08
1.157190000000000e-01 1.198860000000000e+08 1.542810000000000e+09 8.029610000000000e+08
1.163880000000000e-01 1.206060000000000e+08 1.546980000000000e+09 8.041710000000000e+08
1.170570000000000e-01 1.227360000000000e+08 1.571260000000000e+09 8.162500000000000e+08
1.177260000000000e-01 1.257610000000000e+08 1.609030000000000e+09 8.357470000000000e+08
1.183950000000000e-01 1.291050000000000e+08 1.652720000000000e+09 8.586800000000000e+08
1.190640000000000e-01 1.321950000000000e+08 1.694660000000000e+09 8.810030000000000e+08
1.197320000000000e-01 1.345230000000000e+08 1.727960000000000e+09 8.990490000000000e+08
1.204010000000000e-01 1.356990000000000e+08 1.747190000000000e+09 9.099020000000000e+08
1.210700000000000e-01 1.354820000000000e+08 1.748810000000000e+09 9.116430000000000e+08
1.217390000000000e-01 1.337930000000000e+08 1.731420000000000e+09 9.034590000000000e+08
1.224080000000000e-01 1.307080000000000e+08 1.695650000000000e+09 8.856120000000000e+08
1.230770000000000e-01 1.264360000000000e+08 1.643900000000000e+09 8.592910000000000e+08
1.237460000000000e-01 1.212790000000000e+08 1.579860000000000e+09 8.263810000000000e+08
1.244150000000000e-01 1.155980000000000e+08 1.508010000000000e+09 7.891840000000000e+08
1.250840000000000e-01 1.097630000000000e+08 1.433040000000000e+09 7.501370000000000e+08
1.257530000000000e-01 1.041220000000000e+08 1.359430000000000e+09 7.115650000000000e+08
1.264210000000000e-01 9.896880000000000e+07 1.291010000000000e+09 6.754740000000000e+08
1.270900000000000e-01 9.452440000000000e+07 1.230710000000000e+09 6.434220000000000e+08
1.277590000000000e-01 9.092840000000000e+07 1.180480000000000e+09 6.164480000000000e+08
1.284280000000000e-01 8.823770000000000e+07 1.141230000000000e+09 5.950610000000000e+08
1.290970000000000e-01 8.643300000000000e+07 1.112920000000000e+09 5.792810000000000e+08
1.297660000000000e-01 8.543030000000000e+07 1.094670000000000e+09 5.687030000000000e+08
1.304350000000000e-01 8.509480000000000e+07 1.084980000000000e+09 5.625860000000000e+08
1.311040000000000e-01 8.525690000000000e+07 1.081890000000000e+09 5.599530000000000e+08
1.317730000000000e-01 8.572740000000000e+07 1.083170000000000e+09 5.596870000000000e+08
1.324410000000000e-01 8.631350000000000e+07 1.086530000000000e+09 5.606300000000000e+08
1.331100000000000e-01 8.683330000000000e+07 1.089790000000000e+09 5.616750000000000e+08
1.337790000000000e-01 8.712850000000000e+07 1.091040000000000e+09 5.618490000000000e+08
1.344480000000000e-01 8.707600000000000e+07 1.088770000000000e+09 5.603870000000000e+08
1.351170000000000e-01 8.659670000000000e+07 1.082010000000000e+09 5.567900000000000e+08
1.357860000000000e-01 8.565970000000000e+07 1.070370000000000e+09 5.508520000000000e+08
1.364550000000000e-01 8.428300000000000e+07 1.054040000000000e+09 5.426620000000000e+08
1.371240000000000e-01 8.252850000000000e+07 1.033740000000000e+09 5.325750000000000e+08
1.377930000000000e-01 8.049200000000000e+07 1.010580000000000e+09 5.211450000000000e+08
1.384620000000000e-01 7.828850000000000e+07 9.858890000000000e+08 5.090270000000000e+08
1.391300000000000e-01 7.603500000000000e+07 9.609740000000000e+08 4.968670000000000e+08
1.397990000000000e-01 7.383250000000000e+07 9.369210000000000e+08 4.851820000000000e+08
1.404680000000000e-01 7.174950000000000e+07 9.143790000000000e+08 4.742650000000000e+08
1.411370000000000e-01 6.981130000000000e+07 8.934310000000000e+08 4.641110000000000e+08
1.418060000000000e-01 6.799450000000000e+07 8.735450000000000e+08 4.543980000000000e+08
1.424750000000000e-01 6.623090000000000e+07 8.536310000000000e+08 4.445200000000000e+08
1.431440000000000e-01 6.441880000000000e+07 8.322090000000000e+08 4.336760000000000e+08
1.438130000000000e-01 6.244140000000000e+07 8.076550000000000e+08 4.210000000000000e+08
1.444820000000000e-01 6.018920000000000e+07 7.785020000000000e+08 4.057250000000000e+08
1.451510000000000e-01 5.758380000000000e+07 7.437530000000000e+08 3.873380000000000e+08
1.458190000000000e-01 5.459830000000000e+07 7.031450000000000e+08 3.657250000000000e+08
1.464880000000000e-01 5.127160000000000e+07 6.573250000000000e+08 3.412560000000000e+08
1.471570000000000e-01 4.771310000000000e+07 6.079050000000000e+08 3.148120000000000e+08
1.478260000000000e-01 4.409670000000000e+07 5.573660000000000e+08 2.877360000000000e+08
1.484950000000000e-01 4.064470000000000e+07 5.088310000000000e+08 2.617020000000000e+08
1.491640000000000e-01 3.760250000000000e+07 4.657180000000000e+08 2.385410000000000e+08
1.498330000000000e-01 3.520770000000000e+07 4.313300000000000e+08 2.200130000000000e+08
1.505020000000000e-01 3.365870000000000e+07 4.084230000000000e+08 2.075880000000000e+08
1.511710000000000e-01 3.308540000000000e+07 3.988240000000000e+08 2.022410000000000e+08
1.518390000000000e-01 3.352840000000000e+07 4.031520000000000e+08 2.043050000000000e+08
1.525080000000000e-01 3.492810000000000e+07 4.206740000000000e+08 2.133970000000000e+08
1.531770000000000e-01 3.712600000000000e+07 4.493280000000000e+08 2.284370000000000e+08
1.538460000000000e-01 3.987900000000000e+07 4.859110000000000e+08 2.477370000000000e+08
1.545150000000000e-01 4.288320000000000e+07 5.263960000000000e+08 2.691760000000000e+08
1.551840000000000e-01 4.580560000000000e+07 5.663560000000000e+08 2.904220000000000e+08
1.558530000000000e-01 4.831930000000000e+07 6.014190000000000e+08 3.091700000000000e+08
1.565220000000000e-01 5.013620000000000e+07 6.277110000000000e+08 3.233730000000000e+08
1.571910000000000e-01 5.103610000000000e+07 6.422350000000000e+08 3.314450000000000e+08
1.578600000000000e-01 5.088580000000000e+07 6.431250000000000e+08 3.323890000000000e+08
1.585280000000000e-01 4.964850000000000e+07 6.297750000000000e+08 3.258710000000000e+08
1.591970000000000e-01 4.738240000000000e+07 6.028240000000000e+08 3.122060000000000e+08
1.598660000000000e-01 4.422910000000000e+07 5.640060000000000e+08 2.922870000000000e+08
1.605350000000000e-01 4.039450000000000e+07 5.159190000000000e+08 2.674560000000000e+08
1.612040000000000e-01 3.612580000000000e+07 4.617100000000000e+08 2.393500000000000e+08
1.618730000000000e-01 3.168610000000000e+07 4.047660000000000e+08 2.097320000000000e+08
1.625420000000000e-01 2.733150000000000e+07 3.484070000000000e+08 1.803350000000000e+08
1.632110000000000e-01 2.329200000000000e+07 2.956410000000000e+08 1.527340000000000e+08
1.638800000000000e-01 1.975780000000000e+07 2.489860000000000e+08 1.282520000000000e+08
1.645480000000000e-01 1.687190000000000e+07 2.103660000000000e+08 1.079040000000000e+08
1.652170000000000e-01 1.472750000000000e+07 1.810780000000000e+08 9.238160000000000e+07
1.658860000000000e-01 1.337060000000000e+07 1.618130000000000e+08 8.206000000000000e+07
1.665550000000000e-01 1.280440000000000e+07 1.527100000000000e+08 7.702830000000000e+07
1.672240000000000e-01 1.299570000000000e+07 1.534330000000000e+08 7.712520000000000e+07
1.678930000000000e-01 1.388050000000000e+07 1.632380000000000e+08 8.197570000000000e+07
1.685620000000000e-01 1.536920000000000e+07 1.810350000000000e+08 9.102130000000000e+07
1.692310000000000e-01 1.735010000000000e+07 2.054350000000000e+08 1.035460000000000e+08
1.699000000000000e-01 1.969250000000000e+07 2.347860000000000e+08 1.186920000000000e+08
1.705690000000000e-01 2.224910000000000e+07 2.672120000000000e+08 1.354870000000000e+08
1.712370000000000e-01 2.486010000000000e+07 3.006590000000000e+08 1.528610000000000e+08
1.719060000000000e-01 2.735750000000000e+07 3.329620000000000e+08 1.696870000000000e+08
1.725750000000000e-01 2.957280000000000e+07 3.619410000000000e+08 1.848280000000000e+08
1.732440000000000e-01 3.134590000000000e+07 3.855140000000000e+08 1.972020000000000e+08
1.739130000000000e-01 3.253570000000000e+07 4.018450000000000e+08 2.058490000000000e+08
1.745820000000000e-01 3.303170000000000e+07 4.094790000000000e+08 2.100110000000000e+08
1.752510000000000e-01 3.276450000000000e+07 4.074840000000000e+08 2.091990000000000e+08
1.759200000000000e-01 3.171420000000000e+07 3.955520000000000e+08 2.032480000000000e+08
1.765890000000000e-01 2.991510000000000e+07 3.740670000000000e+08 1.923480000000000e+08
1.772580000000000e-01 2.745660000000000e+07 3.441050000000000e+08 1.770500000000000e+08
1.779260000000000e-01 2.447780000000000e+07 3.073790000000000e+08 1.582300000000000e+08
1.785950000000000e-01 2.115880000000000e+07 2.661160000000000e+08 1.370330000000000e+08
1.792640000000000e-01 1.770640000000000e+07 2.228960000000000e+08 1.147830000000000e+08
1.799330000000000e-01 1.433830000000000e+07 1.804410000000000e+08 9.288280000000000e+07
1.806020000000000e-01 1.126520000000000e+07 1.414010000000000e+08 7.269580000000000e+07
1.812710000000000e-01 8.674060000000000e+06 1.081420000000000e+08 5.544340000000000e+07
1.819400000000000e-01 6.713690000000000e+06 8.256640000000000e+07 4.210980000000000e+07
1.826090000000000e-01 5.483790000000000e+06 6.597430000000000e+07 3.337210000000000e+07
1.832780000000000e-01 5.028840000000000e+06 5.898560000000000e+07 2.955920000000000e+07
1.839460000000000e-01 5.336910000000000e+06 6.152150000000000e+07 3.064190000000000e+07
1.846150000000000e-01 6.343310000000000e+06 7.284470000000000e+07 3.625290000000000e+07
1.852840000000000e-01 7.938340000000000e+06 9.165160000000000e+07 4.573310000000000e+07
1.859530000000000e-01 9.978140000000000e+06 1.162020000000000e+08 5.819730000000000e+07
1.866220000000000e-01 1.229730000000000e+07 1.444710000000000e+08 7.261200000000000e+07
1.872910000000000e-01 1.472190000000000e+07 1.743120000000000e+08 8.787750000000000e+07
1.879600000000000e-01 1.708230000000000e+07 2.036100000000000e+08 1.029060000000000e+08
1.886290000000000e-01 1.922350000000000e+07 2.304150000000000e+08 1.166950000000000e+08
1.892980000000000e-01 2.101420000000000e+07 2.530580000000000e+08 1.283780000000000e+08
1.899670000000000e-01 2.235250000000000e+07 2.702260000000000e+08 1.372730000000000e+08
1.906350000000000e-01 2.316960000000000e+07 2.810090000000000e+08 1.429060000000000e+08
1.913040000000000e-01 2.343080000000000e+07 2.849280000000000e+08 1.450210000000000e+08
1.919730000000000e-01 2.313480000000000e+07 2.819190000000000e+08 1.435780000000000e+08
1.926420000000000e-01 2.231080000000000e+07 2.723150000000000e+08 1.387440000000000e+08
1.933110000000000e-01 2.101540000000000e+07 2.567980000000000e+08 1.308670000000000e+08
1.939800000000000e-01 1.932820000000000e+07 2.363470000000000e+08 1.204480000000000e+08
1.946490000000000e-01 1.734650000000000e+07 2.121730000000000e+08 1.081130000000000e+08
1.953180000000000e-01 1.518040000000000e+07 1.856550000000000e+08 9.457150000000000e+07
1.959870000000000e-01 1.294730000000000e+07 1.582600000000000e+08 8.057920000000000e+07
1.966560000000000e-01 1.076590000000000e+07 1.314720000000000e+08 6.689980000000000e+07
1.973240000000000e-01 8.750720000000000e+06 1.067140000000000e+08 5.426340000000000e+07
1.979930000000000e-01 7.005970000000000e+06 8.527450000000000e+07 4.332830000000000e+07
1.986620000000000e-01 5.620210000000000e+06 6.823430000000000e+07 3.464460000000000e+07
1.993310000000000e-01 4.661220000000000e+06 5.640890000000000e+07 2.862320000000000e+07
2.000000000000000e-01 4.171770000000000e+06 5.029790000000000e+07 2.551200000000000e+07
