<X> <Y>
6.250000000000000e-03 4.674858000216763e+11
1.250000000000000e-02 4.560222214456443e+11
1.875000000000000e-02 4.414083778012953e+11
2.500000000000000e-02 4.232522745945627e+11
3.125000000000000e-02 4.014047676493681e+11
3.750000000000000e-02 3.760444966177933e+11
4.375000000000000e-02 3.476824654311443e+11
5.000000000000000e-02 3.170775782548593e+11
5.625000000000000e-02 2.851055636118361e+11
6.250000000000000e-02 2.524034414691974e+11
6.875000000000001e-02 2.201291270893960e+11
7.500000000000000e-02 1.889450914107108e+11
8.125000000000000e-02 1.594432980184030e+11
8.749999999999999e-02 1.321300241009998e+11
9.375000000000000e-02 1.074052547479611e+11
1.000000000000000e-01 8.554390223582510e+10
1.062500000000000e-01 6.668646326260432e+10
1.125000000000000e-01 5.084340023806458e+10
1.187500000000000e-01 3.791194354992587e+10
1.250000000000000e-01 2.770129692658976e+10
1.312500000000000e-01 1.996097395038745e+10
1.375000000000000e-01 1.439922700367595e+10
1.437500000000000e-01 1.070216382375635e+10
1.500000000000000e-01 8.547676293953865e+09
1.562500000000000e-01 7.616533588969918e+09
1.625000000000000e-01 7.602421993835530e+09
1.687500000000000e-01 8.221820184988939e+09
1.750000000000000e-01 9.222784756639750e+09
1.812500000000000e-01 1.039173070792952e+10
1.875000000000000e-01 1.155706129987240e+10
1.937500000000000e-01 1.259001831906337e+10
2.000000000000000e-01 1.340257400568941e+10
2.062500000000000e-01 1.394262263181384e+10
2.125000000000000e-01 1.418762170028762e+10
2.187500000000000e-01 1.413796815879077e+10
2.250000000000000e-01 1.381130890668919e+10
2.312500000000000e-01 1.323795629889951e+10
2.375000000000000e-01 1.245783690699816e+10
2.437500000000000e-01 1.151849192276115e+10
2.500000000000000e-01 1.047209705726388e+10
2.562500000000000e-01 9.372148276762239e+09
2.625000000000000e-01 8.269615912872656e+09
2.687500000000000e-01 7.209342309199494e+09
2.750000000000000e-01 6.227538590185210e+09
2.812500000000000e-01 5.350863353471562e+09
2.875000000000000e-01 4.596829548611835e+09
2.937500000000000e-01 3.975209520650260e+09
3.000000000000000e-01 3.489646878256839e+09
3.062500000000000e-01 3.138009164358511e+09
3.125000000000000e-01 2.913060678234795e+09
3.187500000000000e-01 2.802958068968456e+09
3.250000000000000e-01 2.791968031859025e+09
3.312500000000000e-01 2.861572389314466e+09
3.375000000000000e-01 2.991887702426696e+09
3.437500000000000e-01 3.162956794860049e+09
3.500000000000000e-01 3.355881254486954e+09
3.562500000000000e-01 3.553234199554269e+09
3.625000000000000e-01 3.739246668415413e+09
3.687500000000000e-01 3.899909689502552e+09
3.750000000000000e-01 4.023150223794766e+09
3.812500000000000e-01 4.099226261451801e+09
3.875000000000000e-01 4.121308680350044e+09
3.937500000000000e-01 4.086090789410621e+09
4.000000000000000e-01 3.994112585676860e+09
4.062500000000000e-01 3.849697081152122e+09
4.125000000000000e-01 3.660437972216389e+09
4.187500000000000e-01 3.436212677693866e+09
4.250000000000000e-01 3.188037387735765e+09
4.312500000000000e-01 2.926989913831162e+09
4.375000000000000e-01 2.663416847066588e+09
4.437500000000000e-01 2.406503740260252e+09
4.500000000000000e-01 2.164143205007479e+09
4.562500000000000e-01 1.942914777915722e+09
4.625000000000000e-01 1.748065383764176e+09
4.687500000000000e-01 1.583312175722309e+09
4.750000000000000e-01 1.450540060404540e+09
4.812500000000000e-01 1.349613677281662e+09
4.875000000000000e-01 1.278423084594155e+09
4.937500000000000e-01 1.233257767098907e+09
5.000000000000000e-01 1.209476395628438e+09
5.062500000000000e-01 1.202257498577555e+09
5.125000000000000e-01 1.207228207333073e+09
5.187500000000000e-01 1.220853703075621e+09
5.250000000000000e-01 1.240434203877751e+09
5.312500000000000e-01 1.263891111251365e+09
5.375000000000000e-01 1.289475083068939e+09
5.437500000000000e-01 1.315529474170632e+09
5.500000000000000e-01 1.340397680230928e+09
5.562500000000000e-01 1.362462037641781e+09
5.625000000000000e-01 1.380279240343611e+09
5.687500000000000e-01 1.392627846045256e+09
5.750000000000000e-01 1.398489994956875e+09
5.812500000000000e-01 1.396924787789371e+09
5.875000000000000e-01 1.386917748183590e+09
5.937500000000000e-01 1.367301003497904e+09
6.000000000000000e-01 1.336829317792278e+09
6.062500000000000e-01 1.294431868278846e+09
6.125000000000000e-01 1.239578208384965e+09
6.187500000000000e-01 1.172630980720639e+09
6.250000000000000e-01 1.095085008872977e+09
6.312500000000000e-01 1.009579612689148e+09
6.375000000000000e-01 9.196701358500096e+08
6.437500000000000e-01 8.294604743378204e+08
6.500000000000000e-01 7.431761999929550e+08
6.562500000000000e-01 6.647851653131219e+08
6.625000000000000e-01 5.977258744912680e+08
6.687500000000000e-01 5.447415755863572e+08
6.750000000000000e-01 5.078071018683946e+08
6.812500000000000e-01 4.880138448106192e+08
6.875000000000000e-01 4.854948025759178e+08
6.937500000000000e-01 4.992969596232097e+08
7.000000000000000e-01 5.273441662316351e+08
7.062500000000000e-01 5.665180899391372e+08
7.125000000000000e-01 6.128932057886491e+08
