<X> <Y>
1.000000000000000e-02 1.708779534416926e+06
1.001536748174000e-02 1.708118547010692e+06
1.003075857942950e-02 1.707455853043184e+06
1.004617332936027e-02 1.706791449117306e+06
1.006161176787985e-02 1.706125331835523e+06
1.007707393139163e-02 1.705457497799894e+06
1.009255985635496e-02 1.704787943612136e+06
1.010806957928520e-02 1.704116665873660e+06
1.012360313675383e-02 1.703443661185629e+06
1.013916056538853e-02 1.702768926149004e+06
1.015474190187328e-02 1.702092457364591e+06
1.017034718294843e-02 1.701414251433096e+06
1.018597644541077e-02 1.700734304955174e+06
1.020162972611366e-02 1.700052614531479e+06
1.021730706196708e-02 1.699369176762717e+06
1.023300848993776e-02 1.698683988249693e+06
1.024873404704919e-02 1.697997045593371e+06
1.026448377038180e-02 1.697308345394920e+06
1.028025769707299e-02 1.696617884255769e+06
1.029605586431722e-02 1.695925658777659e+06
1.031187830936611e-02 1.695231665562697e+06
1.032772506952853e-02 1.694535901213413e+06
1.034359618217070e-02 1.693838362332808e+06
1.035949168471624e-02 1.693139045524415e+06
1.037541161464630e-02 1.692437947392348e+06
1.039135600949960e-02 1.691735064541363e+06
1.040732490687258e-02 1.691030393576911e+06
1.042331834441944e-02 1.690323931105192e+06
1.043933635985225e-02 1.689615673733216e+06
1.045537899094101e-02 1.688905618068857e+06
1.047144627551382e-02 1.688193760720911e+06
1.048753825145685e-02 1.687480098299155e+06
1.050365495671453e-02 1.686764627414401e+06
1.051979642928959e-02 1.686047344678559e+06
1.053596270724315e-02 1.685328246704695e+06
1.055215382869483e-02 1.684607330107088e+06
1.056836983182284e-02 1.683884591501289e+06
1.058461075486405e-02 1.683160027504187e+06
1.060087663611409e-02 1.682433634734063e+06
1.061716751392744e-02 1.681705409810654e+06
1.063348342671751e-02 1.680975349355213e+06
1.064982441295678e-02 1.680243449990570e+06
1.066619051117681e-02 1.679509708341198e+06
1.068258175996840e-02 1.678774121033270e+06
1.069899819798163e-02 1.678036684694726e+06
1.071543986392600e-02 1.677297395955335e+06
1.073190679657050e-02 1.676556251446755e+06
1.074839903474366e-02 1.675813247802605e+06
1.076491661733372e-02 1.675068381658521e+06
1.078145958328867e-02 1.674321649652228e+06
1.079802797161634e-02 1.673573048423600e+06
1.081462182138452e-02 1.672822574614729e+06
1.083124117172103e-02 1.672070224869989e+06
1.084788606181383e-02 1.671315995836105e+06
1.086455653091108e-02 1.670559884162219e+06
1.088125261832127e-02 1.669801886499953e+06
1.089797436341331e-02 1.669041999503486e+06
1.091472180561658e-02 1.668280219829615e+06
1.093149498442108e-02 1.667516544137825e+06
1.094829393937747e-02 1.666750969090361e+06
1.096511871009723e-02 1.665983491352293e+06
1.098196933625266e-02 1.665214107591591e+06
1.099884585757707e-02 1.664442814479191e+06
1.101574831386480e-02 1.663669608689069e+06
1.103267674497138e-02 1.662894486898311e+06
1.104963119081354e-02 1.662117445787185e+06
1.106661169136939e-02 1.661338482039212e+06
1.108361828667847e-02 1.660557592341240e+06
1.110065101684184e-02 1.659774773383518e+06
1.111770992202218e-02 1.658990021859765e+06
1.113479504244390e-02 1.658203334467252e+06
1.115190641839324e-02 1.657414707906866e+06
1.116904409021832e-02 1.656624138883193e+06
1.118620809832929e-02 1.655831624104592e+06
1.120339848319838e-02 1.655037160283268e+06
1.122061528536003e-02 1.654240744135347e+06
1.123785854541096e-02 1.653442372380959e+06
1.125512830401028e-02 1.652642041744309e+06
1.127242460187960e-02 1.651839748953758e+06
1.128974747980310e-02 1.651035490741897e+06
1.130709697862760e-02 1.650229263845633e+06
1.132447313926274e-02 1.649421065006257e+06
1.134187600268102e-02 1.648610890969535e+06
1.135930560991787e-02 1.647798738485779e+06
1.137676200207182e-02 1.646984604309933e+06
1.139424522030453e-02 1.646168485201648e+06
1.141175530584094e-02 1.645350377925369e+06
1.142929229996932e-02 1.644530279250414e+06
1.144685624404141e-02 1.643708185951056e+06
1.146444717947248e-02 1.642884094806608e+06
1.148206514774145e-02 1.642058002601500e+06
1.149971019039099e-02 1.641229906125369e+06
1.151738234902760e-02 1.640399802173143e+06
1.153508166532172e-02 1.639567687545121e+06
1.155280818100785e-02 1.638733559047058e+06
1.157056193788458e-02 1.637897413490258e+06
1.158834297781477e-02 1.637059247691651e+06
1.160615134272561e-02 1.636219058473885e+06
1.162398707460872e-02 1.635376842665408e+06
1.164185021552022e-02 1.634532597100563e+06
1.165974080758089e-02 1.633686318619668e+06
1.167765889297626e-02 1.632838004069109e+06
1.169560451395663e-02 1.631987650301427e+06
1.171357771283728e-02 1.631135254175409e+06
1.173157853199848e-02 1.630280812556175e+06
1.174960701388567e-02 1.629424322315271e+06
1.176766320100947e-02 1.628565780330757e+06
1.178574713594586e-02 1.627705183487304e+06
1.180385886133625e-02 1.626842528676279e+06
1.182199841988757e-02 1.625977812795840e+06
1.184016585437236e-02 1.625111032751029e+06
1.185836120762892e-02 1.624242185453867e+06
1.187658452256137e-02 1.623371267823443e+06
1.189483584213977e-02 1.622498276786014e+06
1.191311520940021e-02 1.621623209275095e+06
1.193142266744490e-02 1.620746062231556e+06
1.194975825944232e-02 1.619866832603719e+06
1.196812202862726e-02 1.618985517347453e+06
1.198651401830096e-02 1.618102113426270e+06
1.200493427183120e-02 1.617216617811425e+06
1.202338283265243e-02 1.616329027482011e+06
1.204185974426581e-02 1.615439339425055e+06
1.206036505023937e-02 1.614547550635625e+06
1.207889879420809e-02 1.613653658116922e+06
1.209746101987402e-02 1.612757658880382e+06
1.211605177100635e-02 1.611859549945775e+06
1.213467109144152e-02 1.610959328341311e+06
1.215331902508339e-02 1.610056991103733e+06
1.217199561590322e-02 1.609152535278424e+06
1.219070090793990e-02 1.608245957919513e+06
1.220943494529995e-02 1.607337256089968e+06
1.222819777215771e-02 1.606426426861706e+06
1.224698943275538e-02 1.605513467315699e+06
1.226580997140316e-02 1.604598374542070e+06
1.228465943247934e-02 1.603681145640208e+06
1.230353786043041e-02 1.602761777718864e+06
1.232244529977117e-02 1.601840267896264e+06
1.234138179508480e-02 1.600916613300213e+06
1.236034739102303e-02 1.599990811068199e+06
1.237934213230619e-02 1.599062858347506e+06
1.239836606372333e-02 1.598132752295317e+06
1.241741923013234e-02 1.597200490078829e+06
1.243650167646003e-02 1.596266068875351e+06
1.245561344770228e-02 1.595329485872427e+06
1.247475458892409e-02 1.594390738267937e+06
1.249392514525971e-02 1.593449823270208e+06
1.251312516191278e-02 1.592506738098131e+06
1.253235468415638e-02 1.591561479981267e+06
1.255161375733317e-02 1.590614046159960e+06
1.257090242685550e-02 1.589664433885455e+06
1.259022073820550e-02 1.588712640420001e+06
1.260956873693520e-02 1.587758663036977e+06
1.262894646866661e-02 1.586802499020997e+06
1.264835397909187e-02 1.585844145668027e+06
1.266779131397334e-02 1.584883600285504e+06
1.268725851914371e-02 1.583920860192448e+06
1.270675564050606e-02 1.582955922719580e+06
1.272628272403407e-02 1.581988785209436e+06
1.274583981577203e-02 1.581019445016493e+06
1.276542696183502e-02 1.580047899507274e+06
1.278504420840894e-02 1.579074146060478e+06
1.280469160175072e-02 1.578098182067094e+06
1.282436918818834e-02 1.577120004930519e+06
1.284407701412099e-02 1.576139612066682e+06
1.286381512601915e-02 1.575157000904164e+06
1.288358357042473e-02 1.574172168884314e+06
