# Q(Å⁻¹)  I(q)
1.000000000000000021e-03 1.123440224373686552e+09
1.001768256211580483e-03 1.122791035076067686e+09
1.003539639153191651e-03 1.122139936552384615e+09
1.005314154353691277e-03 1.121486924574350834e+09
1.007091807351717053e-03 1.120831994914360285e+09
1.008872603695698316e-03 1.120175143345578671e+09
1.010656548943877518e-03 1.119516365642033815e+09
1.012443648664321932e-03 1.118855657578709364e+09
1.014233908434947727e-03 1.118193014931635380e+09
1.016027333843533406e-03 1.117528433477983713e+09
1.017823930487738674e-03 1.116861908996160984e+09
1.019623703975118751e-03 1.116193437265905380e+09
1.021426659923147353e-03 1.115523014068380117e+09
1.023232803959230356e-03 1.114850635186272383e+09
1.025042141720725096e-03 1.114176296403888464e+09
1.026854678854954460e-03 1.113499993507253408e+09
1.028670421019230088e-03 1.112821722284209251e+09
1.030489373880866472e-03 1.112141478524514914e+09
1.032311543117199817e-03 1.111459258019944906e+09
1.034136934415603006e-03 1.110775056564394474e+09
1.035965553473508147e-03 1.110088869953975201e+09
1.037797405998421973e-03 1.109400693987123728e+09
1.039632497707940802e-03 1.108710524464702845e+09
1.041470834329773741e-03 1.108018357190104723e+09
1.043312421601756993e-03 1.107324187969357491e+09
1.045157265271874462e-03 1.106628012611229658e+09
1.047005371098269893e-03 1.105929826927339077e+09
1.048856744849272458e-03 1.105229626732257128e+09
1.050711392303409989e-03 1.104527407843619823e+09
1.052569319249430004e-03 1.103823166082235098e+09
1.054430531486311639e-03 1.103116897272193193e+09
1.056295034823292317e-03 1.102408597240977764e+09
1.058162835079880107e-03 1.101698261819576740e+09
1.060033938085874761e-03 1.100985886842593908e+09
1.061908349681381153e-03 1.100271468148364782e+09
1.063786075716834437e-03 1.099555001579066992e+09
1.065667122053013272e-03 1.098836482980836868e+09
1.067551494561061725e-03 1.098115908203885078e+09
1.069439199122501193e-03 1.097393273102613449e+09
1.071330241629257080e-03 1.096668573535730362e+09
1.073224627983672018e-03 1.095941805366371632e+09
1.075122364098526255e-03 1.095212964462216377e+09
1.077023455897052617e-03 1.094482046695609093e+09
1.078927909312960357e-03 1.093749047943680286e+09
1.080835730290451418e-03 1.093013964088466406e+09
1.082746924784235617e-03 1.092276791017033100e+09
1.084661498759554926e-03 1.091537524621599674e+09
1.086579458192198436e-03 1.090796160799660206e+09
1.088500809068523607e-03 1.090052695454111099e+09
1.090425557385469278e-03 1.089307124493376970e+09
1.092353709150582124e-03 1.088559443831535101e+09
1.094285270382030530e-03 1.087809649388445854e+09
1.096220247108625626e-03 1.087057737089877844e+09
1.098158645369835817e-03 1.086303702867641687e+09
1.100100471215811719e-03 1.085547542659715891e+09
1.102045730707401552e-03 1.084789252410380602e+09
1.103994429916171742e-03 1.084028828070347786e+09
1.105946574924421017e-03 1.083266265596897602e+09
1.107902171825207293e-03 1.082501560954008102e+09
1.109861226722360684e-03 1.081734710112492085e+09
1.111823745730505840e-03 1.080965709050132513e+09
1.113789734975076254e-03 1.080194553751819372e+09
1.115759200592340503e-03 1.079421240209685802e+09
1.117732148729416990e-03 1.078645764423248291e+09
1.119708585544290863e-03 1.077868122399544954e+09
1.121688517205839380e-03 1.077088310153276205e+09
1.123671949893847088e-03 1.076306323706944466e+09
1.125658889799026645e-03 1.075522159090998650e+09
1.127649343123034425e-03 1.074735812343974829e+09
1.129643316078496329e-03 1.073947279512642384e+09
1.131640814889022526e-03 1.073156556652146578e+09
1.133641845789228920e-03 1.072363639826155901e+09
1.135646415024753201e-03 1.071568525107009530e+09
1.137654528852279773e-03 1.070771208575862169e+09
1.139666193539555375e-03 1.069971686322835445e+09
1.141681415365410979e-03 1.069169954447166085e+09
1.143700200619776749e-03 1.068366009057358384e+09
1.145722555603708500e-03 1.067559846271332026e+09
1.147748486629402440e-03 1.066751462216578245e+09
