# Q(Å⁻¹)  I(q)
1.000000000000000021e-03 7.064019211530832052e+08
1.001768256211580483e-03 7.060566152062312365e+08
1.003539639153191651e-03 7.057102841866891384e+08
1.005314154353691277e-03 7.053629257524560690e+08
1.007091807351717053e-03 7.050145375612283945e+08
1.008872603695698316e-03 7.046651172704452276e+08
1.010656548943877518e-03 7.043146625373321772e+08
1.012443648664321932e-03 7.039631710189476013e+08
1.014233908434947727e-03 7.036106403722268343e+08
1.016027333843533406e-03 7.032570682540274858e+08
1.017823930487738674e-03 7.029024523211777210e+08
1.019623703975118751e-03 7.025467902305210829e+08
1.021426659923147353e-03 7.021900796389636993e+08
1.023232803959230356e-03 7.018323182035217285e+08
1.025042141720725096e-03 7.014735035813694000e+08
1.026854678854954460e-03 7.011136334298864603e+08
1.028670421019230088e-03 7.007527054067069292e+08
1.030489373880866472e-03 7.003907171697676182e+08
1.032311543117199817e-03 7.000276663773583174e+08
1.034136934415603006e-03 6.996635506881704330e+08
1.035965553473508147e-03 6.992983677613471746e+08
1.037797405998421973e-03 6.989321152565337420e+08
1.039632497707940802e-03 6.985647908339298964e+08
1.041470834329773741e-03 6.981963921543382406e+08
1.043312421601756993e-03 6.978269168792184591e+08
1.045157265271874462e-03 6.974563626707373857e+08
1.047005371098269893e-03 6.970847271918231249e+08
1.048856744849272458e-03 6.967120081062167883e+08
1.050711392303409989e-03 6.963382030785257816e+08
1.052569319249430004e-03 6.959633097742774487e+08
1.054430531486311639e-03 6.955873258599743843e+08
1.056295034823292317e-03 6.952102490031472445e+08
1.058162835079880107e-03 6.948320768724100590e+08
1.060033938085874761e-03 6.944528071375157833e+08
1.061908349681381153e-03 6.940724374694128036e+08
1.063786075716834437e-03 6.936909655402991772e+08
1.065667122053013272e-03 6.933083890236814022e+08
1.067551494561061725e-03 6.929247055944292545e+08
1.069439199122501193e-03 6.925399129288356304e+08
1.071330241629257080e-03 6.921540087046718597e+08
1.073224627983672018e-03 6.917669906012476683e+08
1.075122364098526255e-03 6.913788562994691133e+08
1.077023455897052617e-03 6.909896034818993807e+08
1.078927909312960357e-03 6.905992298328148127e+08
1.080835730290451418e-03 6.902077330382690430e+08
1.082746924784235617e-03 6.898151107861505747e+08
1.084661498759554926e-03 6.894213607662453651e+08
1.086579458192198436e-03 6.890264806702967882e+08
1.088500809068523607e-03 6.886304681920681000e+08
1.090425557385469278e-03 6.882333210274053812e+08
1.092353709150582124e-03 6.878350368742991686e+08
1.094285270382030530e-03 6.874356134329481125e+08
1.096220247108625626e-03 6.870350484058212042e+08
1.098158645369835817e-03 6.866333394977247715e+08
1.100100471215811719e-03 6.862304844158648252e+08
1.102045730707401552e-03 6.858264808699110746e+08
1.103994429916171742e-03 6.854213265720646381e+08
1.105946574924421017e-03 6.850150192371231318e+08
1.107902171825207293e-03 6.846075565825463533e+08
1.109861226722360684e-03 6.841989363285235167e+08
1.111823745730505840e-03 6.837891561980400085e+08
1.113789734975076254e-03 6.833782139169465303e+08
1.115759200592340503e-03 6.829661072140256166e+08
1.117732148729416990e-03 6.825528338210610151e+08
1.119708585544290863e-03 6.821383914729069471e+08
1.121688517205839380e-03 6.817227779075582027e+08
1.123671949893847088e-03 6.813059908662179708e+08
1.125658889799026645e-03 6.808880280933712721e+08
1.127649343123034425e-03 6.804688873368545771e+08
1.129643316078496329e-03 6.800485663479269743e+08
1.131640814889022526e-03 6.796270628813428879e+08
1.133641845789228920e-03 6.792043746954234838e+08
1.135646415024753201e-03 6.787804995521321297e+08
1.137654528852279773e-03 6.783554352171447277e+08
1.139666193539555375e-03 6.779291794599254131e+08
1.141681415365410979e-03 6.775017300538002253e+08
1.143700200619776749e-03 6.770730847760331631e+08
1.145722555603708500e-03 6.766432414079002142e+08
1.147748486629402440e-03 6.762121977347660065e+08
1.149778000020218157e-03 6.757799515461598635e+08
1.151811102110692278e-03 6.753465006358529329e+08
1.153847799246566878e-03 6.749118428019353151e+08
1.155888097784804223e-03 6.744759758468943834e+08
1.157932004093603900e-03 6.740388975776928663e+08
1.159979524552430140e-03 6.736006058058474064e+08
1.162030665552026129e-03 6.731610983475083113e+08
1.164085433494436560e-03 6.727203730235394239e+08
1.166143834793023464e-03 6.722784276595988274e+08
1.168205875872492224e-03 6.718352600862193108e+08
1.170271563168908497e-03 6.713908681388893127e+08
1.172340903129719027e-03 6.709452496581356525e+08
1.174413902213767907e-03 6.704984024896064997e+08
1.176490566891323902e-03 6.700503244841524363e+08
1.178570903644095193e-03 6.696010134979118109e+08
1.180654918965253018e-03 6.691504673923932314e+08
1.182742619359446190e-03 6.686986840345613956e+08
1.184834011342829297e-03 6.682456612969211340e+08
1.186929101443078092e-03 6.677913970576033592e+08
1.189027896199411610e-03 6.673358892004506588e+08
1.191130402162608433e-03 6.668791356151047945e+08
1.193236625895034882e-03 6.664211341970931292e+08
1.195346573970660188e-03 6.659618828479155302e+08
1.197460252975075150e-03 6.655013794751347303e+08
1.199577669505518798e-03 6.650396219924622774e+08
1.201698830170895094e-03 6.645766083198500872e+08
1.203823741591795050e-03 6.641123363835784197e+08
1.205952410400512554e-03 6.636468041163471937e+08
1.208084843241073649e-03 6.631800094573663473e+08
1.210221046769250838e-03 6.627119503524473906e+08
1.212361027652587159e-03 6.622426247540947199e+08
1.214504792570411792e-03 6.617720306215993166e+08
1.216652348213868471e-03 6.613001659211294651e+08
1.218803701285931526e-03 6.608270286258267164e+08
1.220958858501428870e-03 6.603526167158976793e+08
1.223117826587058043e-03 6.598769281787105799e+08
1.225280612281415488e-03 6.593999610088883638e+08
1.227447222335011079e-03 6.589217132084058523e+08
1.229617663510293273e-03 6.584421827866849899e+08
1.231791942581664289e-03 6.579613677606920004e+08
1.233970066335508950e-03 6.574792661550345421e+08
1.236152041570212244e-03 6.569958760020588636e+08
1.238337875096176674e-03 6.565111953419497013e+08
1.240527573735850661e-03 6.560252222228275537e+08
1.242721144323745896e-03 6.555379547008479834e+08
1.244918593706459886e-03 6.550493908403034210e+08
1.247119928742693304e-03 6.545595287137223482e+08
1.249325156303278178e-03 6.540683664019696712e+08
1.251534283271195239e-03 6.535759019943497181e+08
1.253747316541596471e-03 6.530821335887079239e+08
1.255964263021823544e-03 6.525870592915334702e+08
1.258185129631434916e-03 6.520906772180622816e+08
1.260409923302223617e-03 6.515929854923812151e+08
1.262638650978241753e-03 6.510939822475315332e+08
1.264871319615815462e-03 6.505936656256161928e+08
1.267107936183575929e-03 6.500920337779018879e+08
1.269348507662475430e-03 6.495890848649278879e+08
1.271593041045811180e-03 6.490848170566102266e+08
1.273841543339242904e-03 6.485792285323517323e+08
1.276094021560821674e-03 6.480723174811469316e+08
1.278350482741007254e-03 6.475640821016918421e+08
