<X> <Y>
1.000000000000000e-02 1.389539989620421e+07
1.001536748174000e-02 1.389382036541921e+07
1.003075857942950e-02 1.389223613403234e+07
1.004617332936027e-02 1.389064718854357e+07
1.006161176787985e-02 1.388905351541702e+07
1.007707393139163e-02 1.388745510108114e+07
1.009255985635496e-02 1.388585193192847e+07
1.010806957928520e-02 1.388424399431542e+07
1.012360313675383e-02 1.388263127456249e+07
1.013916056538853e-02 1.388101375895409e+07
1.015474190187328e-02 1.387939143373830e+07
1.017034718294843e-02 1.387776428512695e+07
1.018597644541077e-02 1.387613229929563e+07
1.020162972611366e-02 1.387449546238333e+07
1.021730706196708e-02 1.387285376049274e+07
1.023300848993776e-02 1.387120717968970e+07
1.024873404704919e-02 1.386955570600373e+07
1.026448377038180e-02 1.386789932542728e+07
1.028025769707299e-02 1.386623802391629e+07
1.029605586431722e-02 1.386457178738961e+07
1.031187830936611e-02 1.386290060172916e+07
1.032772506952853e-02 1.386122445277990e+07
1.034359618217070e-02 1.385954332634970e+07
1.035949168471624e-02 1.385785720820906e+07
1.037541161464630e-02 1.385616608409138e+07
1.039135600949960e-02 1.385446993969275e+07
1.040732490687258e-02 1.385276876067179e+07
1.042331834441944e-02 1.385106253264950e+07
1.043933635985225e-02 1.384935124120956e+07
1.045537899094101e-02 1.384763487189773e+07
1.047144627551382e-02 1.384591341022229e+07
1.048753825145685e-02 1.384418684165359e+07
1.050365495671453e-02 1.384245515162425e+07
1.051979642928959e-02 1.384071832552874e+07
1.053596270724315e-02 1.383897634872361e+07
1.055215382869483e-02 1.383722920652743e+07
1.056836983182284e-02 1.383547688422034e+07
1.058461075486405e-02 1.383371936704444e+07
1.060087663611409e-02 1.383195664020343e+07
1.061716751392744e-02 1.383018868886260e+07
1.063348342671751e-02 1.382841549814874e+07
1.064982441295678e-02 1.382663705315020e+07
1.066619051117681e-02 1.382485333891653e+07
1.068258175996840e-02 1.382306434045866e+07
1.069899819798163e-02 1.382127004274880e+07
1.071543986392600e-02 1.381947043072021e+07
1.073190679657050e-02 1.381766548926721e+07
1.074839903474366e-02 1.381585520324522e+07
1.076491661733372e-02 1.381403955747044e+07
1.078145958328867e-02 1.381221853671997e+07
